NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	实力包编号	AI类型	表现AI包编号	NPC类型	是否转身	模型编号	模型半径	图片	材质类型	脚本编号	级别	怪物强度	跑步速度	修为经验	掉落	掉落数量	技能表	主动被动	响应范围	走路速度	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	缩放	武器名称	武器持握方式	武器类型	出生状态	随机动作	刷新时间	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	碰撞时对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	不能移动	攻击防御比重	防御概率	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	只关心距离脱离战斗	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	接任务表	交任务表	善恶参数	时间轴	格挡方式(-1表示不格挡)	破防几率	破防使用技能	格挡CD	使用轻功	轻功使用概率(默认为0)	脱战回血	连招表	加载蓝条	黑幕对话	不会反击	动作集	无受击动作（1不播放）	上半身受击动作（1不播放）	NPC优先显示	动态图标	商店ID	天气包	是否可见	动态副本积分	动态buff包	动态技能包	动态副本限制套路标志	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
BossClone015205	诸葛遥	BossNpc		182	7	5	340		npc\fbboss015005	1	icon\monster\fbboss015005.png		npc\clone\clone015\bossclone015005.lua	60	10	5		JZchushiBoss005	1	"clone015_zhugeyao_01,1,0;clone015_zhugeyao_02,1,0;clone015_zhugeyao_03,1,0;clone015_zhugeyao_04,1,0;clone015_zhugeyao_05,1,0;clone015_zhugeyao_06,1,0;clone015_zhugeyao_11,1,10;"	0	15	1.2	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		ty_sitchiar_readloop	ty_sitchiar_readloop	-1					2								"$50008,$50009"	"$41023,$41024"						0	0	0			-1	2000	20	1000	1					100			clone015_zhugeyao_pg	1130		1258	1			2	220	5	30	clone015_zhugeyao_xuzhao	20	15	100	4						1	1													
BossClone015206	沈小兰	BossNpc		182	7	5	340		npc\fbboss015006	1	icon\monster\fbboss015006.png			60	10	5		JZchushiBoss006	1	"clone015_shenxiaolan_01,1,0;clone015_shenxiaolan_02,1,0;clone015_shenxiaolan_03,1,0;clone015_shenxiaolan_04,1,0;clone015_shenxiaolan_05,1,0;clone015_shenxiaolan_06,1,0;clone015_shenxiaolan_07,1,0;clone015_shenxiaolan_08,1,10;"	0	15	1.2	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100			clone015_shenxiaolan_pg	1130		1259	1			2	222	5	30	clone015_shenxiaolan_xuzhao	20	15	100	4						1	1													
BossClone015207	丐帮朋友	BossNpc		182	7	5	340		npc\monster165	1	icon\monster\monster165.png		npc\clone\clone015\bossclone015007.lua	60	10	5		JZchushiBoss007	1	"clone015_hy_bblh,1,0;clone015_hy_ylrs,1,0;clone015_hy_bdkh,1,0;clone015_hy_lhls,1,0;clone015_hy_hzsl,1,0;clone015_gebufan_01,1,0;clone015_gebufan_02,1,0;clone015_gebufan_01,1,0;clone015_gebufan_ghys,1,0;clone015_gebufan_arxh,1,0;clone015_gebufan_04,1,10;"	0	15	1.2	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100			clone015_hy_pg	1131		1268	1			2	235	5	30	clone015_hy_lotg	20	15	100	4						1	1													
BossClone015208	诸葛擎天	BossNpc		188	7	5	340		npc\fbboss015008	1	icon\monster\fbboss015008.png			60	10	5		JZchushiBoss008	2	"clone015_zhugeqingtian_01,1,0;clone015_zhugeqingtian_02,1,0;clone015_zhugeqingtian_03,1,0;clone015_zhugeqingtian_04,1,0;clone015_zhugeqingtian_05,1,0;clone015_zhugeqingtian_06,1,0;clone015_zhugeqingtian_07,1,0;clone015_zhugeqingtian_08,1,10;"	0	15	1.2	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2							"$41514,$41515"	"$50013,$50014"	"$41025,$41026"						0	0	0			-1	2000	20	1000	1					100			clone015_zhugeqingtian_pg	1130		1261	1			2	224	5	30	clone015_zhugeqingtian_xuzhao	20	15	100	4						1	1													
BossClone015209	叶倩娘	BossNpc		182	7	5	340		npc\fbboss015009	1	icon\monster\fbboss015009.png			60	10	5		JZchushiBoss009	1	"clone015_yeqianniang_01,1,0;clone015_yeqianniang_02,1,0;clone015_yeqianniang_03,1,0;clone015_yeqianniang_04,1,0;clone015_yeqianniang_05,1,0;clone015_yeqianniang_06,1,0;clone015_yeqianniang_07,1,0;clone015_yeqianniang_08,1,10;"	0	15	1.2	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"	k_r_473_default	knife1_2		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100			clone015_yeqianniang_pg	1130		1262	1			2	226	5	30	clone015_yeqianniang_xuzhao	20	15	100	4						1	1													
BossClone015210	诸葛云	BossNpc		182	7	5	340		npc\fbfunnpc015001	1	icon\funcnpc\worldnpc191.png			60	10	5		JZchushiBoss005	1	"Npc_jz_lyfh01,7,30;Npc_jz_lyfh02,7,30;Npc_jz_lyfh03,7,30;Npc_jz_lyfh05,7,30;Npc_jz_lyfh06,7,30;Npc_jz_lyfh07,7,30;Npc_jz_lyfh08,7,30;clone015_zhugeyun_xkx,1,0;clone015_zhugeyun_cxyf,1,0;clone015_zhugeyun_lsbw,1,0;clone015_zhugeyun_fhxy,1,0;"	0	15	1.2	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree0	-1					2															0	0	0			-1	2000	20	1000	1					100			clone015_zhugeyun_pg	1130		1266	1			2	232	5			20	15	100	4						1	1													
BossClone015211	海盗	BossNpc		176	7	5	340		npc\monster458	1	icon\monster\monster458.png		npc\clone\clone015\bossclone015010.lua	60	10	5				"clone015_haidaotouzi_01,1,0;clone015_haidaotouzi_02,1,0;clone015_haidaotouzi_zheh,1,0;clone015_haidaotouzi_03,1,0;clone015_haidaotouzi_04,1,10;"	0	15	1.5	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"	b_r_npcitem329_default	hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1		12			100	1		clone015_haidaotouzi_pg	1131		1263	1			2	228	5	30	clone015_haidaotouzi_xuzhao	20	15	100	4						1	1													
BossClone015212	管家-施不语	BossNpc		188	7	5	340		npc\monster458	1	icon\monster\monster458.png		npc\clone\clone015\bossclone015010.lua	60	10	5				"clone015_sby_yxcy,1,0;clone015_sby_yxl,1,0;clone015_sby_fyf,1,0;clone015_sby_xscl,1,0;clone015_sby_lsbw,1,0;clone015_sby_bxys,1,10;clone015_sby_fqcm,1,0;clone015_gebufan_01,1,0;clone015_gebufan_02,1,0;clone015_gebufan_01,1,0;clone015_gebufan_ghys,1,0;clone015_gebufan_arxh,1,0;clone015_gebufan_04,1,10;"	0	15	1.5	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1		12			100	1		clone015_sby_pg	1131		1267	1			2	233	5	30	clone015_gebufan_xuzhao	20	15	100	4						1	1													
																																																																																																																
	//君子堂(地狱)																																																																																																															
BossClone015301	范离	BossNpc		182	7	5	340		npc\fbboss015001	1	icon\monster\fbboss015001.png		npc\clone\clone015\bossclone015001.lua	60	10	5		JZchushiBoss001	1	"clone015_fanli_01,1,0;clone015_fanli_02,1,0;clone015_fanli_03,1,0;clone015_fanli_04,1,0;clone015_fanli_05,1,0;clone015_fanli_06,1,0;clone015_fanli_07,1,0;clone015_fanli_08,1,10;"	0	30	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2								"$50000,$50001"	"$41015,$41016"						0	0	0			-1	2000	20	1000	1					100			clone015_fanli_pg	1130		1254	1			2	212	5	30	clone015_fanli_xuzhao	20	15	100	4						1	1													
BossClone015302	乔云鹤	BossNpc		182	7	5	340		npc\fbboss015002	1	icon\monster\fbboss015002.png		npc\clone\clone015\bossclone015002.lua	60	10	5		JZchushiBoss002	1	"clone015_qiaoyunhe_01,1,0;clone015_qiaoyunhe_02,1,0;clone015_qiaoyunhe_03,1,0;clone015_qiaoyunhe_04,1,0;clone015_qiaoyunhe_05,1,0;clone015_qiaoyunhe_06,1,0;clone015_qiaoyunhe_07,1,0;clone015_qiaoyunhe_08,1,10;clone015_qiaoyunhe_xuzhao,1,10;clone015_qiaoyunhe_01_kun,1,0;"	0	30	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		knife1_1		stand	standfree1	-1					2								"$50002,$50003"	"$41017,$41018"						0	0	0			-1	2000	20	1000	1					100			clone015_qiaoyunhe_pg	1130		1272	1			2	238	5	30	clone015_qiaoyunhe_xuzhao	20	15	100	4						1	1													
BossClone015303	万醉梦	BossNpc		182	7	5	340		npc\fbboss015003	1	icon\monster\fbboss015003.png		npc\clone\clone015\bossclone015003.lua	60	10	5		JZchushiBoss003	1	"clone015_wanzuimeng_01,1,0;clone015_wanzuimeng_02,1,0;clone015_wanzuimeng_03,1,0;clone015_wanzuimeng_04,1,0;clone015_wanzuimeng_05,1,0;clone015_wanzuimeng_06,1,0;clone015_wanzuimeng_07,1,0;clone015_wanzuimeng_08,1,10;"	0	15	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2								"$50004,$50005"	"$41019,$41020"						0	0	0			-1	2000	20	1000	1					100			clone015_wanzuimeng_pg	1130		1256	1			2	216	5	30	clone015_wanzuimeng_xuzhao	20	15	100	4						1	1													
BossClone015304	钱观云	BossNpc		188	7	5	340		npc\fbboss015004	1	icon\monster\fbboss015004.png		npc\clone\clone015\bossclone015004.lua	60	10	5		JZchushiBoss004	1	"clone015_qianguanyun_02,1,0;clone015_qianguanyun_03,1,0;clone015_qianguanyun_04,1,0;clone015_qianguanyun_05,1,0;clone015_qianguanyun_06,1,0;clone015_qianguanyun_07,1,0;clone015_qianguanyun_08,1,0;clone015_qianguanyun_09,1,10;"	0	30	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2								"$50006,$50007"	"$41021,$41022"						0	0	0			-1	2000	20	1000	1					100			clone015_qianguanyun_pg	1130		1257	1			2	218	5	30	clone015_qianguanyun_xuzhao	20	15	100	4						1	1													
BossClone015305	诸葛遥	BossNpc		188	7	5	340		npc\fbboss015005	1	icon\monster\fbboss015005.png		npc\clone\clone015\bossclone015005.lua	60	10	5		JZchushiBoss005	1	"clone015_zhugeyao_01,1,0;clone015_zhugeyao_02,1,0;clone015_zhugeyao_03,1,0;clone015_zhugeyao_04,1,0;clone015_zhugeyao_05,1,0;clone015_zhugeyao_06,1,0;clone015_zhugeyao_11,1,10;"	0	30	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		ty_sitchiar_readloop	ty_sitchiar_readloop	-1					2								"$50008,$50009"	"$41023,$41024"						0	0	0			-1	2000	20	1000	1					100			clone015_zhugeyao_pg	1130		1258	1			2	220	5	30	clone015_zhugeyao_xuzhao	20	15	100	4						1	1													
BossClone015306	沈小兰	BossNpc		188	7	5	340		npc\fbboss015006	1	icon\monster\fbboss015006.png		npc\clone\clone015\bossclone015006.lua	60	10	5		JZchushiBoss006	1	"clone015_shenxiaolan_01,1,0;clone015_shenxiaolan_02,1,0;clone015_shenxiaolan_03,1,0;clone015_shenxiaolan_04,1,0;clone015_shenxiaolan_05,1,0;clone015_shenxiaolan_06,1,0;clone015_shenxiaolan_07,1,0;clone015_shenxiaolan_08,1,10;"	0	15	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100			clone015_shenxiaolan_pg	1130		1259	1			2	222	5	30	clone015_shenxiaolan_xuzhao	20	15	100	4						1	1													
BossClone015307	丐帮朋友	BossNpc		188	7	5	340		npc\fbboss015007	1	icon\monster\fbboss015007.png		npc\clone\clone015\bossclone015007.lua	60	10	5		JZchushiBoss007	1	"clone015_hy_bblh,1,0;clone015_hy_ylrs,1,0;clone015_hy_bdkh,1,0;clone015_hy_lotg,1,10;clone015_hy_lhls,1,0;clone015_hy_hzsl,1,0;clone015_gebufan_01,1,0;clone015_gebufan_02,1,0;clone015_gebufan_01,1,0;clone015_gebufan_ghys,1,0;clone015_gebufan_arxh,1,0;clone015_gebufan_04,1,10;"	0	15	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100			clone015_hy_pg	1131		1268	1			2	235	5	30	clone015_hy_lotg	20	15	100	4						1	1													
BossClone015308	诸葛擎天	BossNpc		194	7	5	340		npc\fbboss015008	1	icon\monster\fbboss015008.png		npc\clone\clone015\bossclone015008.lua	60	10	5		JZchushiBoss008	2	"clone015_zhugeqingtian_01,1,0;clone015_zhugeqingtian_02,1,0;clone015_zhugeqingtian_03,1,0;clone015_zhugeqingtian_04,1,0;clone015_zhugeqingtian_05,1,0;clone015_zhugeqingtian_06,1,0;clone015_zhugeqingtian_07,1,0;clone015_zhugeqingtian_08,1,10;"	0	15	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2							"$41514,$41515"	"$50013,$50014"	"$41025,$41026"						0	0	0			-1	2000	20	1000	1					100			clone015_zhugeqingtian_pg	1130		1261	1			2	224	5	30	clone015_zhugeqingtian_xuzhao	20	15	100	4						1	1													
BossClone015309	叶倩娘	BossNpc		182	7	5	340		npc\fbboss015009	1	icon\monster\fbboss015009.png		npc\clone\clone015\bossclone015009.lua	60	10	5		JZchushiBoss009	1	"clone015_yeqianniang_01,1,0;clone015_yeqianniang_02,1,0;clone015_yeqianniang_03,1,0;clone015_yeqianniang_04,1,0;clone015_yeqianniang_05,1,0;clone015_yeqianniang_06,1,0;clone015_yeqianniang_07,1,0;clone015_yeqianniang_08,1,10;"	0	10	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100			clone015_yeqianniang_pg	1130		1262	1			2	226	5	30	clone015_yeqianniang_xuzhao	20	15	100	4						1	1													
BossClone015310	诸葛云	BossNpc		182	7	5	340		npc\fbfunnpc015001	1	icon\funcnpc\worldnpc191.png			60	10	5		JZchushiBoss005	1	"Npc_jz_lyfh01,7,30;Npc_jz_lyfh02,7,30;Npc_jz_lyfh03,7,30;Npc_jz_lyfh05,7,30;Npc_jz_lyfh06,7,30;Npc_jz_lyfh07,7,30;Npc_jz_lyfh08,7,30;clone015_zhugeyun_xkx,1,0;clone015_zhugeyun_cxyf,1,0;clone015_zhugeyun_lsbw,1,0;clone015_zhugeyun_fhxy,1,0;"	0	20	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree0	-1					2															0	0	0			-1	2000	20	1000	1					100			clone015_zhugeyun_pg	1130		1266	1			2	232	5			20	15	100	4						1	1													
BossClone015311	海盗	BossNpc		182	7	5	340		npc\monster458	1	icon\monster\monster458.png		npc\clone\clone015\bossclone015010.lua	70	10	5				"clone015_haidaotouzi_01,1,0;clone015_haidaotouzi_02,1,0;clone015_haidaotouzi_zheh,1,0;clone015_haidaotouzi_03,1,0;clone015_haidaotouzi_04,1,10;"	0	15	1.5	1	2	1800	300	3600		0	0			"1.4,1.4,1.4"	b_r_npcitem329_default	hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1		12			100	1		clone015_haidaotouzi_pg	1131		1263	1			2	228	5	30	clone015_haidaotouzi_xuzhao	20	15	100	4						1	1													
BossClone015312	管家-施不语	BossNpc		188	7	5	340		npc\monster458	1	icon\monster\monster458.png		npc\clone\clone015\bossclone015010.lua	60	10	5				"clone015_sby_yxcy,1,0;clone015_sby_yxl,1,0;clone015_sby_fyf,1,0;clone015_sby_xscl,1,0;clone015_sby_lsbw,1,0;clone015_sby_bxys,1,10;clone015_sby_fqcm,1,0;clone015_gebufan_01,1,0;clone015_gebufan_02,1,0;clone015_gebufan_01,1,0;clone015_gebufan_ghys,1,0;clone015_gebufan_arxh,1,0;clone015_gebufan_04,1,10;"	0	15	1.5	1	2	1800	300	3000	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1		12			100	1		clone015_sby_pg	1131		1267	1			2	233	5	30	clone015_gebufan_xuzhao	20	15	100	4						1	1													
																																																																																																																
	//君子堂(修罗)																																																																																																															
BossClone015401	范离	BossNpc		81	7	5	340		npc\fbboss015001	1	icon\monster\fbboss015001.png		npc\clone\clone015\bossclone015001.lua	60	10	5		JZchushiBoss001	1	"clone015_fanli_01,1,0;clone015_fanli_02,1,0;clone015_fanli_03,1,0;clone015_fanli_04,1,0;clone015_fanli_05,1,0;clone015_fanli_06,1,0;clone015_fanli_07,1,0;clone015_fanli_08,1,0;clone015_fanli_09,1,0;clone015_fanli_10,1,0;clone015_fanli_11,1,0;clone015_fanli_12,1,0;clone015_fanli_13,1,0;"	0	30	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20			4						1	1													
BossClone015402	乔云鹤	BossNpc		81	7	5	340		npc\fbboss015002	1	icon\monster\fbboss015002.png		npc\clone\clone015\bossclone015002.lua	60	10	5		JZchushiBoss002	1	"clone015_qiaoyunhe_01,1,0;clone015_qiaoyunhe_02,1,0;clone015_qiaoyunhe_03,1,0;clone015_qiaoyunhe_04,1,0;clone015_qiaoyunhe_05,1,0;clone015_qiaoyunhe_06,1,0;clone015_qiaoyunhe_07,1,0;clone015_qiaoyunhe_08,1,0;clone015_qiaoyunhe_09,1,0;clone015_qiaoyunhe_10,1,0;clone015_qiaoyunhe_11,1,0"	0	30	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		knife1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015403	万醉梦	BossNpc		81	7	5	340		npc\fbboss015003	1	icon\monster\fbboss015003.png		npc\clone\clone015\bossclone015003.lua	60	10	5		JZchushiBoss003	1	"clone015_wanzuimeng_01,1,0;clone015_wanzuimeng_02,1,0;clone015_wanzuimeng_03,1,0;clone015_wanzuimeng_04,1,0;clone015_wanzuimeng_05,1,0;clone015_wanzuimeng_06,1,0;clone015_wanzuimeng_07,1,0;clone015_wanzuimeng_08,1,0;clone015_wanzuimeng_09,1,0;clone015_wanzuimeng_10,1,0"	0	15	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015404	钱观云	BossNpc		81	7	5	340		npc\fbboss015004	1	icon\monster\fbboss015004.png		npc\clone\clone015\bossclone015004.lua	60	10	5		JZchushiBoss004	1	"clone015_qianguanyun_01,1,0;clone015_qianguanyun_02,1,0;clone015_qianguanyun_03,1,0;clone015_qianguanyun_04,1,0;clone015_qianguanyun_05,1,0;clone015_qianguanyun_06,1,0;clone015_qianguanyun_07,1,0;clone015_qianguanyun_08,1,0;clone015_qianguanyun_09,1,0;clone015_qianguanyun_10,1,0;"	0	30	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015405	诸葛遥	BossNpc		81	7	5	340		npc\fbboss015005	1	icon\monster\fbboss015005.png		npc\clone\clone015\bossclone015005.lua	60	10	5		JZchushiBoss005	1	"clone015_zhugeyao_01,1,0;clone015_zhugeyao_02,1,0;clone015_zhugeyao_03,1,0;clone015_zhugeyao_04,1,0;clone015_zhugeyao_05,1,0;clone015_zhugeyao_06,1,0;clone015_zhugeyao_07,1,0;clone015_zhugeyao_08,1,0;clone015_zhugeyao_09,1,0;clone015_zhugeyao_10,1,0;"	0	30	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		ty_sitchiar_readloop	ty_sitchiar_readloop	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015406	沈小兰	BossNpc		81	7	5	340		npc\fbboss015006	1	icon\monster\fbboss015006.png		npc\clone\clone015\bossclone015006.lua	60	10	5		JZchushiBoss006	1	"clone015_shenxiaolan_01,1,0;clone015_shenxiaolan_02,1,0;clone015_shenxiaolan_03,1,0;clone015_shenxiaolan_04,1,0;clone015_shenxiaolan_05,1,0;clone015_shenxiaolan_06,1,0;clone015_shenxiaolan_07,1,0;clone015_shenxiaolan_08,1,0;clone015_shenxiaolan_09,1,0;clone015_shenxiaolan_10,1,0;"	0	15	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		sword1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015407	葛不凡	BossNpc		81	7	5	340		npc\fbboss015007	1	icon\monster\fbboss015007.png		npc\clone\clone015\bossclone015007.lua	60	10	5		JZchushiBoss007	1	"clone015_gebufan_01,1,0;clone015_gebufan_02,1,0;clone015_gebufan_03,1,0;clone015_gebufan_04,1,0;clone015_gebufan_05,1,0;clone015_gebufan_06,1,0;"	0	15	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015408	诸葛擎天	BossNpc		81	7	5	340		npc\fbboss015008	1	icon\monster\fbboss015008.png		npc\clone\clone015\bossclone015008.lua	60	10	5		JZchushiBoss008	2	"clone015_zhugeqingtian_01,1,0;clone015_zhugeqingtian_02,1,0;clone015_zhugeqingtian_03,1,0;clone015_zhugeqingtian_04,1,0;clone015_zhugeqingtian_05,1,0;clone015_zhugeqingtian_06,1,0;clone015_zhugeqingtian_07,1,0;clone015_zhugeqingtian_08,1,0;clone015_zhugeqingtian_09,1,0;clone015_zhugeqingtian_10,1,0;"	0	15	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015409	叶倩娘	BossNpc		81	7	5	340		npc\fbboss015009	1	icon\monster\fbboss015009.png		npc\clone\clone015\bossclone015009.lua	60	10	5		JZchushiBoss009	1	"clone015_yeqianniang_01,1,0;clone015_yeqianniang_02,1,0;clone015_yeqianniang_03,1,0;clone015_yeqianniang_04,1,0;clone015_yeqianniang_05,1,0;clone015_yeqianniang_06,1,0;clone015_yeqianniang_07,1,0;clone015_yeqianniang_08,1,0;clone015_yeqianniang_09,1,0;clone015_yeqianniang_10,1,0;clone015_qianguanyun_04,1,0;"	0	10	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015410	诸葛云	BossNpc		81	7	5	340		npc\fbfunnpc015001	1	icon\funcnpc\worldnpc191.png			60	10	5		JZchushiBoss005	1	"Npc_jz_lyfh01,7,30;Npc_jz_lyfh02,7,30;Npc_jz_lyfh03,7,30;Npc_jz_lyfh05,7,30;Npc_jz_lyfh06,7,30;Npc_jz_lyfh07,7,30;Npc_jz_lyfh08,7,30"	0	20	1.2	1	2	60	300	300	npc_foundplayer	0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree0	-1					2															0	0	0			-1	2000	20	1000	1					100				1130			1			2		5			20	15	100	4						1	1													
BossClone015411	海盗	BossNpc		81	7	5	340		npc\monster458	1	icon\monster\monster458.png		npc\clone\clone015\bossclone015010.lua	70	10	5				"clone015_haidaotouzi_01,1,0;clone015_haidaotouzi_02,1,0;clone015_haidaotouzi_03,1,0;clone015_haidaotouzi_04,1,0;clone015_haidaotouzi_zheh,1,0;clone015_haidaotouzi_xuzhao,1,0;clone015_haidaotouzi_jiazhao,1,0;"	0	15	1.5	1	2	1800	300	3600		0	0			"1.4,1.4,1.4"		hand1_1		stand	standfree1	-1					2															0	0	0			-1	2000	20	1000	1		12			100	1			1131			1			2		5			20	15	100	4						1	1													
																																																																																																																
bossborn003001	迟谷	BossNpc		280	7		4		npc\monster065	1.030654	icon\monster\monster065.png			9	4	6				"Npc_born_mscz01,1,0;"	0	20	2	1	2	20	20	30	npc_foundplayer						dk_rl_npcitem479	dknife1_1				-1											"$43101,$43102,$43103"	"$43101,$43102"		"$43101,$43102"		43101-43102				0	0	0		80	-1	3000	20	1000						40				1		1327	1			2	209	15						4						1	1													
bossborn003002	韩枫	BossNpc		280	7		4		npc\monster152	0.901124	icon\monster\monster152.png		npc\yd\bossborn003002.lua	11	4	6				"Npc_born_mscz02,1,0;"	0	20	2	1	2	20	20	30	npc_foundplayer						s_r_npcitem411	sword1_1				-1											"$43104,$43105,$43106"	"$43103,$43104"		"$43103,$43104"		43103-43104				0	0	0		80	-1	3000	20	1000						40				1			1			2	210							4						1	1													
bossborn003003	崔仁兴	BossNpc		51	7		4		npc\monster166	0.864603	icon\monster\monster166.png			28	4	6				"Npc_born_mscz03,1,0;"	0	20	2		2	20	20	30	npc_foundplayer						b_r_npcitem329	blade1_1				-1											"$43107,$43108,$43109"	"$43105,$43106"		"$43105,$43106"		43105-43106				0	0	0		80	-1	1500	20	1000	1	Npcborn003024	50			50	1			1			1			3	211	14			16			4						1	1													
																																																																																																																
	//禁地NPC杀手																																																																																																															
//禁地NPC杀手（一内）																																																																																																																
NpcKiller_yn01	杀手男	BossNpc		293	1	4	184		npc\b_killer04	1				15	10	4				"fb_Npc_sl_dmgf01,1,0;fb_Npc_sl_dmgf02,1,0;fb_Npc_sl_dmgf03,1,0;fb_Npc_sl_dmgf04,1,0;fb_Npc_sl_dmgf05,1,0;fb_Npc_sl_dmgf06,1,0;fb_Npc_sl_dmgf07,1,0;fb_Npc_sl_dmgf07_sky,1,0"	0	15	2		2		5													-1					2														BossClone003003;BossClone003002;BossClone003004;NpcKiller003_yn02;NpcKiller003_yn03;NpcKiller003_yn04	0	0	0				1000		2000						30			fb_Npc_sl_dmgf01			1533	1					11	1			15		6		1			7h	1	1													
