NPC���	��������	����	̯λ����	ģ�ͱ��	ͷ��	����	NPC����ID	ѡ���������	�Ƿ�ɼ�	�����״	��Ӧ��Χ	�ű����	�Ƿ�ת��	���ѽ�ң��ģ�	��ʼ��ӶNPC��ID	̯λ״̬	�۳��ٸ�����֤������	AI�༭��
HireShopNpc00586	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00587	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00588	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00589	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00590	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00591	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00592	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00593	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00594	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00595	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00596	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00597	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00598	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00599	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00600	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
	//city02·ׅ㇩reShopNpc00601-HireShopNpc00800																	
HireShopNpc00601	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00602	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00603	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00604	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00605	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00606	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00607	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00608	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00609	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00610	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00611	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00612	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00613	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00614	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00615	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00616	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00617	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00618	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00619	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00620	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00621	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00622	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00623	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00624	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00625	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00626	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00627	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00628	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00629	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00630	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00631	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00632	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00633	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00634	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00635	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00636	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00637	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00638	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00639	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00640	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00641	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00642	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00643	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00644	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00645	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00646	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00647	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00648	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00649	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00650	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00651	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00652	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00653	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00654	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00655	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00656	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00657	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00658	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00659	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00660	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00661	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00662	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00663	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00664	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00665	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00666	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00667	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00668	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00669	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00670	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00671	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00672	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00673	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00674	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00675	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00676	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00677	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00678	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00679	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00680	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00681	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00682	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00683	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00684	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00685	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00686	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00687	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00688	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00689	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00690	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00691	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00692	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00693	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00694	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00695	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00696	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00697	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00698	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00699	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00700	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00701	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00702	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00703	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00704	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00705	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00706	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00707	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00708	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00709	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00710	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00711	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00712	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00713	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00714	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00715	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00716	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00717	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00718	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00719	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00720	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00721	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00722	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00723	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00724	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00725	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00726	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00727	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00728	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00729	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00730	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00731	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00732	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00733	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00734	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00735	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00736	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00737	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00738	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00739	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00740	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00741	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00742	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00743	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00744	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00745	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00746	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00747	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00748	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00749	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00750	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00751	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00752	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00753	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00754	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00755	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00756	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00757	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00758	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00759	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00760	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00761	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00762	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00763	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00764	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00765	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00766	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00767	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00768	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00769	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00770	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00771	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00772	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00773	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00774	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00775	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00776	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00777	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00778	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00779	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00780	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00781	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
HireShopNpc00782	HireShopNpc	̯λNPC		npc\itemnpc494	icon\funcnpc\stall.png	77	4	2		2	5		0	0	1	0	2	
