NPC编号	对象类型	名称	模型编号	NPC类型	NPC种类ID	响应范围	触发事件编号	触发类型	触发任务ID	是否可见	交互顺序	脚本编号	AI编辑包	触发条件	世界触发器相关	存在时间	触发高度
EventNpc45903	EventNpc	峨眉下山任务触发点	npc\worldnpc140	47	4	4		2	45903	1	2						
EventNpc45905_1	EventNpc	峨眉下山任务触发点	npc\worldnpc140	47	4	4		2	45905	1	1						
EventNpc45905_2	EventNpc	峨眉下山任务触发点	npc\worldnpc140	47	4	4		2	45905	1	3						
EventNpc45906	EventNpc	武当下山任务触发点	npc\worldnpc140	47	4	4		2	45906	1	2						
EventNpc45908_1	EventNpc	武当下山任务触发点	npc\worldnpc140	47	4	4		2	45908	1	1						
EventNpc45908_2	EventNpc	武当下山任务触发点	npc\worldnpc140	47	4	4		2	45908	1	3						
EventNpc45909	EventNpc	丐帮下山任务触发点	npc\worldnpc140	47	4	4		2	45909	1	2						
EventNpc45911_1	EventNpc	丐帮下山任务触发点	npc\worldnpc140	47	4	4		2	45911	1	1						
EventNpc45911_2	EventNpc	丐帮下山任务触发点	npc\worldnpc140	47	4	4		2	45911	1	3						
EventNpc45912	EventNpc	唐门下山任务触发点	npc\worldnpc140	47	4	4		2	45912	1	2						
EventNpc45914_1	EventNpc	唐门下山任务触发点	npc\worldnpc140	47	4	4		2	45914	1	1						
EventNpc45914_2	EventNpc	唐门下山任务触发点	npc\worldnpc140	47	4	4		2	45914	1	3						
EventNpc45915	EventNpc	极乐谷下山任务触发点	npc\worldnpc140	47	4	4		2	45915	1	2						
EventNpc45917_1	EventNpc	极乐谷下山任务触发点	npc\worldnpc140	47	4	4		2	45917	1	1						
EventNpc45917_2	EventNpc	极乐谷下山任务触发点	npc\worldnpc140	47	4	4		2	45917	1	3						
EventNpc45918	EventNpc	锦衣卫下山任务触发点	npc\worldnpc140	47	4	4		2	45918	1	2						
EventNpc45920_1	EventNpc	锦衣卫下山任务触发点	npc\worldnpc140	47	4	4		2	45920	1	1						
EventNpc45920_2	EventNpc	锦衣卫下山任务触发点	npc\worldnpc140	47	4	4		2	45920	1	3						
EventNpc45921	EventNpc	君子堂下山任务触发点	npc\worldnpc140	47	4	4		2	45921	1	2						
EventNpc45922_1	EventNpc	君子堂下山任务触发点	npc\worldnpc140	47	4	4		2	45922	1	1						
EventNpc45922_2	EventNpc	君子堂下山任务触发点	npc\worldnpc140	47	4	4		2	45922	1	3						
Npc_world_41	EventNpc	Npc_world_41	npc\worldnpc140	47	4	50		2		1	1					216000	
	//门派刺杀																
Event_mpcs1	EventNpc	门派刺杀5M触发	npc\itemnpc057e	47	4	5	3105	10		1	1			104258			
Event_mpcs2	EventNpc	门派刺杀10M触发	npc\itemnpc057e	47	4	10	3105	10		1	1			104258			
Event_mpcs3	EventNpc	门派刺杀5M触发	npc\itemnpc057e	47	4	5	3106	10		1	1			104279			
Event_mpcs4	EventNpc	门派刺杀10M触发	npc\itemnpc057e	47	4	10	3106	10		1	1			104279			
Event_mpcs5	EventNpc	门派刺杀5M触发	npc\itemnpc057e	47	4	5	3107	10		1	1			104280			
Event_mpcs6	EventNpc	门派刺杀10M触发	npc\itemnpc057e	47	4	10	3107	10		1	1			104280			
Event_mpcs7	EventNpc	门派刺杀5M触发	npc\itemnpc057e	47	4	5	3108	10		1	1			104281			
Event_mpcs8	EventNpc	门派刺杀10M触发	npc\itemnpc057e	47	4	10	3108	10		1	1			104281			
Event_mpcs9	EventNpc	门派刺杀5M触发	npc\itemnpc057e	47	4	5	3109	10		1	1			104282			
Event_mpcs10	EventNpc	门派刺杀10M触发	npc\itemnpc057e	47	4	10	3109	10		1	1			104282			
Event_mpcs11	EventNpc	门派刺杀5M触发	npc\itemnpc057e	47	4	5	3110	10		1	1			104283			
Event_mpcs12	EventNpc	门派刺杀10M触发	npc\itemnpc057e	47	4	10	3110	10		1	1			104283			
Event_mpcs13	EventNpc	门派刺杀5M触发	npc\itemnpc057e	47	4	5	3111	10		1	1			104284			
Event_mpcs14	EventNpc	门派刺杀10M触发	npc\itemnpc057e	47	4	10	3111	10		1	1			104284			
Event_mpcs15	EventNpc	门派刺杀5M触发	npc\itemnpc057e	47	4	5	3112	10		1	1			104285			
Event_mpcs16	EventNpc	门派刺杀10M触发	npc\itemnpc057e	47	4	10	3112	10		1	1			104285			
																	
	//移花宫活动																
EventNpc_hgjw_001	EventNpc	九阴志触发	npc\worldnpc140	47	4	30				1					1		
EventNpc_thd_diaoyu	EventNpc	桃花岛钓鱼	npc\worldnpc140	47	4	10		2	39674	1					1		
EventNpc_yhg_jqcy_001	EventNpc	剧情分组离开范围	npc\worldnpc140	47	4	60		6		1							
EventNpc_thdgoto_01	EventNpc	雾花林视线模糊	npc\worldnpc140	172	4	2		6		1	1				1		
EventNpc_thdgoto_02	EventNpc	雾花林视线模糊	npc\worldnpc140	172	4	2		6		1	1				1		
																	
	//无根门																
Event_npc_wgm_cc_8951	EventNpc	无根门-陈宸	npc\worldnpc140	47	4	5	4057	4	49570	1	1						
Event_npc_wgm_cc_8955	EventNpc	无根门-陈宸	npc\worldnpc140	47	4	5		2	49571	1	1						
Event_npc_wgm_cc_8956	EventNpc	无根门-陈宸	npc\worldnpc140	47	4	5	4058	4	49572	1	1						
Event_npc_wgm_cc_8958	EventNpc	无根门-陈宸	npc\worldnpc140	47	4	5		2	49573	1	1						
Event_npc_wgm_cc_8961	EventNpc	无根门-陈宸	npc\worldnpc140	47	4	5	4059	4	49574	1	1						
Event_npc_wgm_cc_8964	EventNpc	无根门-陈宸	npc\worldnpc140	47	4	5		2	49575	1	1						
Event_npc_wgm_cc_8927	EventNpc	无根门-陈宸	npc\worldnpc140	47	4	5		2	49572	1	1						
Event_npc_wgm_cc_8952	EventNpc	无根门-陈宸	npc\worldnpc140	47	4	5		2	49570	1	1						
Event_npc_wgm_glm_49553	EventNpc	无根门-luzj	npc\worldnpc140	47	4	3		2	49553	1	3						
Event_npc_wgm_glm_follow01	EventNpc	无根门-luzj	npc\itemnpc057f	47	4	3	4071	4	49561	0	2						
Event_npc_wgm_glm_follow02	EventNpc	无根门-luzj	npc\itemnpc057f	47	4	3		2	49561	0	3						
Event_npc_wgm_glm_follow03	EventNpc	无根门-luzj	npc\worldnpc140	47	4	3		2	49563	1	1						
Event_npc_wgm_glm_follow04	EventNpc	无根门-luzj	npc\worldnpc140	47	4	10		2	49563	1	3						
Event_wgm_dy_49540	EventNpc	接头地点	npc\worldnpc140	47	4	5		2	49547	1	1						
Event_wgm_dy_49541	EventNpc	秦淮河畔	npc\worldnpc140	47	4	5		2	49541	1	1						
Event_wgm_dy_49541a	EventNpc	隐蔽的地点	npc\worldnpc140	47	4	5		2	49541	1	1						
Event_wgm_dy_49541b	EventNpc	楼船	npc\worldnpc140	47	4	5	4060	4	49541	1	1						
Event_wgm_dy_49542	EventNpc	赌坊	npc\worldnpc140	47	4	5		2	49542	1	1						
Event_wgm_dy_49542a	EventNpc	酒楼	npc\worldnpc140	47	4	5		2	49542	1	1						
Event_wgm_dy_49543	EventNpc	长寿亭	npc\worldnpc140	47	4	5		2	49543	1	1						
Event_wgm_dy_49543a	EventNpc	长寿亭	npc\worldnpc140	47	4	5		2	49543	1	1						
Event_wgm_dy_49544	EventNpc	刑部	npc\worldnpc140	47	4	5	4056	4	49544	1	1						
Event_wgm_dy_49544a	EventNpc	衙门	npc\itemnpc057_tg2	47	4	5		2	49544	1	1						
Event_wgm_dy_49544b	EventNpc	探听	npc\worldnpc140	47	4	5		2	49544	1	1						
Event_wgm_dy_49544c	EventNpc	探听	npc\worldnpc140	47	4	5		2	49544	1	1						
Event_wgm_dy_49544d	EventNpc	探听	npc\worldnpc140	47	4	5		2	49544	1	1						
Event_wgm_dy_chulai	EventNpc	无根门-黑夜	npc\itemnpc057e	47	4	50		6		1	1						
Event_wgm_dy_49546	EventNpc	衙门	npc\worldnpc140	47	4	40		2	49546	1	1						
																	
																	
																	
																	
	//金针沈家																
EventNpc_jzsj_01	EventNpc	入门动画触发点	npc\worldnpc140	47	4	4		2		1	1						
EventNpc_jzsj_02	EventNpc	千灯镇传送门	npc\funcnpc019	47	4	4		2		1	1						
EventNpc_jzsj_03	EventNpc	成都传送门	npc\funcnpc019	47	4	4		2		1	1						
EventNpc_jzsj_04	EventNpc	峨眉传送门	npc\funcnpc019	47	4	4		2		1	1						
EventNpc_jzsj_05	EventNpc	金陵传送门	npc\funcnpc019	47	4	4		2		1	1						
EventNpc_jzsj_06	EventNpc	武当传送门	npc\funcnpc019	47	4	4		2		1	1						
EventNpc_jzsj_07	EventNpc	苏州传送门	npc\funcnpc019	47	4	4		2		1	1						
EventNpc_jzsj_08	EventNpc	丐帮传送门	npc\funcnpc019	47	4	4		2		1	1						
EventNpc_jzsj_09	EventNpc	塞外大漠传送门	npc\funcnpc019	47	4	4		2		1	1						
EventNpc_jzsj_10	EventNpc	触发结局动画	npc\funcnpc019	47	4	4	4005	4	41625	1	1						
EventNpc_jzsj_11	EventNpc	沈裴珏触发动画	npc\funcnpc019	47	4	4	4003	4	41621	1	1						
EventNpc_jzsj_12	EventNpc	决斗动画	npc\funcnpc019	47	4	4		2	41625	1	1						
EventNpc_jzsj_13	EventNpc	触发敌人	npc\funcnpc019	47	4	3		2		1	1		2297				
EventNpc_jzsj_14	EventNpc	任务41623	npc\funcnpc019	47	4	3	4004	4	41623	1	1						
EventNpc_jzsj_15	EventNpc	任务41625	npc\funcnpc019	47	4	3		2	41625	1	1						
EventNpc_jzsj_16	EventNpc	任务41504	npc\funcnpc019	47	4	3		2		1	1						
EventNpc_jzsj_17	EventNpc	任务41504	npc\funcnpc019	47	4	3		2		1	1						
EventNpc_jzsj_18	EventNpc	任务41602	npc\funcnpc019	47	4	3		2	41602	1	1						
																	
	//移花宫翩若谪仙																
Eventnpc39579_1	EventNpc	渊源之地	npc\worldnpc140	47	4	3		2	39579	1	1						
Eventnpc39579_2	EventNpc	附近看一看	npc\worldnpc140	47	4	3		2	39579	1	2						
Eventnpc39583	EventNpc	宫外	npc\worldnpc140	47	4	3		2	39583	1	1						
																	
Eventnpc_yhg_rmqj_01	EventNpc	姑苏风铃园	npc\worldnpc140	47	4	10	8281	8		1	1			26400			
Eventnpc_yhg_rmqj_02	EventNpc	 途径极乐谷	npc\worldnpc140	47	4	10		8		1	1						
Eventnpc_yhg_rmqj_03	EventNpc	拿取丹药	npc\worldnpc140	47	4	10	4283	4	84645	1	1						
EventNpc84648_3	EventNpc	极乐谷大宫主击杀慕容百世	npc\worldnpc140	47	4	10	214	4	84647	1	1						
																	
	//徐家庄																
EventNpc_xjz_20	EventNpc	解救绑匪	npc\worldnpc140	47	4	4	8276	8		1	1			26394			
																	
EventNpc_task_39231	EventNpc	39231衣服	npc\worldnpc140	47	4	30				1							
EventNpc_task_39247	EventNpc	39247衣服	npc\worldnpc140	47	4	30				1							
EventNpc_task_39232	EventNpc	39232，39248书籍	npc\worldnpc140	47	4	30				1							
																	
	//风水宝地																
Fsbd_shan_01	EventNpc	风水宝地标记（山）	npc\worldnpc140	306	4	30		2		1							
Fsbd_lin_01	EventNpc	风水宝地标记（林）	npc\worldnpc140	298	4	30		2		1							
Fsbd_shui_01	EventNpc	风水宝地标记（水）	npc\worldnpc140	299	4	30		2		1							
Fsbd_dong_01	EventNpc	风水宝地标记（洞）	npc\worldnpc140	303	4	30		2		1							
Fsbd_xue_01	EventNpc	风水宝地标记（雪）	npc\worldnpc140	304	4	30		2		1							
																	
EventNpc_smsy_sl001	EventNpc	师门授业	npc\worldnpc140	47	4	30		2		1							
EventNpc_smsy_sl002	EventNpc	师门授业	npc\worldnpc140	47	4	30		2		1							
EventNpc_smsy_sl003	EventNpc	师门授业	npc\worldnpc140	47	4	30		2		1							
EventNpc_smsy_sl004	EventNpc	师门授业	npc\worldnpc140	47	4	30		2		1							
EventNpc_smsy_sl005	EventNpc	师门授业	npc\worldnpc140	47	4	30		2		1							
EventNpc_smsy_sl006	EventNpc	师门授业	npc\worldnpc140	47	4	30		2		1							
EventNpc_smsy_sl007	EventNpc	师门授业	npc\worldnpc140	47	4	30		2		1							
EventNpc_smsy_sl008	EventNpc	师门授业	npc\worldnpc140	47	4	30		2		1							
																	
	//中秋节活动捉兔子																
Eventnpc_tuzi_sz	EventNpc	捉兔子苏州分组场景	npc\worldnpc140	47	4	50		8		1							
Eventnpc_tuzi_jl	EventNpc	捉兔子金陵分组场景	npc\worldnpc140	47	4	50		8		1							
Eventnpc_tuzi_cd	EventNpc	捉兔子成都分组场景	npc\worldnpc140	47	4	50		8		1							
Eventnpc_tuzi_yj	EventNpc	捉兔子燕京分组场景	npc\worldnpc140	47	4	50		8		1							
Eventnpc_tuzi_ly	EventNpc	捉兔子洛阳分组场景	npc\worldnpc140	47	4	50		8		1							
																	
	//凌霄战场触发																
EventNpc_judian	EventNpc	据点触发	npc\worldnpc140	47	4	1		2		1							
EventNpc_judian_1	EventNpc	据点触发	npc\worldnpc140	47	4	1		2		1							
EventNpc_judian_2	EventNpc	据点触发	npc\worldnpc140	47	4	1		2		1							
EventNpc_judian_3	EventNpc	据点触发	npc\worldnpc140	47	4	1		2		1							
																	
EventNpc_lxc	EventNpc	凌霄城计时器	npc\worldnpc140	47	4	8		4		1	1						
EventNpc_lxc1	EventNpc	凌霄城计时器	npc\worldnpc140	47	4	8		4		1	1						
EventNpc_lxc2	EventNpc	凌霄城计时器	npc\worldnpc140	47	4	8		4		1	1						
																	
	//暗器之王																
Npc_world_44	EventNpc	暗器之王入口	npc\worldnpc140	47	4	45		10		1							
																	
																	
EventNpc_shitu_01	EventNpc	师兄弟周常	npc\worldnpc140	47	4	60		2		1							
EventNpc_shitu_02	EventNpc	师兄弟周常	npc\worldnpc140	47	4	45		2		1							
EventNpc_shitu_03	EventNpc	师兄弟周常	npc\worldnpc140	47	4	25		2		1							
																	
Event_khd_49160	EventNpc	偷听	npc\worldnpc140	47	4	5		2	49160	1	1						
Event_khd_49160a	EventNpc	醉仙林	npc\worldnpc140	47	4	5		2	49160	1	1						
																	
EventNpc_jltq_001	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	40	8318	8		1				107086			
EventNpc_jltq_002	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	40		2		1							
EventNpc_jltq_003	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	10	7025	4	43810	1	4						
EventNpc_jltq_004	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	20	8319	8		1				107089			
EventNpc_jltq_005	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	20		2		1							
EventNpc_jltq_006	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	20		2		1							
EventNpc_jltq_007	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	20	7027	4	43801	1	1						
EventNpc_jltq_008	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	20	7026	4	43812	1							
EventNpc_jltq_009	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	20	8320	8		1				107050			
EventNpc_jltq_010	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	20		4		1							
EventNpc_jltq_011	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	5	7031	4	43811	1	3						
EventNpc_jltq_012	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	5	7032	4	43800	1	3						
EventNpc_jltq_013	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	20		4		1							
EventNpc_jltq_014	EventNpc	金陵天气前置玩法	npc\worldnpc140	47	4	3		2	43811	1	1						
																	
	//移花宫势力BOSS																
EventNpc_yhboss_1	EventNpc	移花野外BOSS(分组外）	npc\worldnpc140	47	4	20		2		1							
																	
	//金陵前置																
EventNpc_jlqz_01	EventNpc	金陵前置触发-传送分组	npc\worldnpc140	47	4	10		2		1							
EventNpc_jlqz_02	EventNpc	金陵前置触发-创建刷怪	npc\worldnpc140	47	4	10		2		1							
EventNpc_jlqz_03	EventNpc	金陵前置触发-离开范围踢人	npc\worldnpc140	47	4	100		2		1							
EventNpc_jlqz_05	EventNpc	金陵前置触发-触发战斗	npc\worldnpc140	47	4	5		2		1							
EventNpc_jlqz_06	EventNpc	金陵前置触发-触发动画	npc\worldnpc140	47	4	5		2		1							
																	
EventNpc_yhgwuque_001	EventNpc	移花无缺公子	npc\worldnpc097	47	4	180		2		1							200
																	
	//快活岛																
EvenNpc_khd_001	EventNpc	快活岛	npc\worldnpc140	47	4	20		2		1							
EvenNpc_khd_002	EventNpc	快活岛	npc\worldnpc140	47	4	5		2		1							
EvenNpc_khd_003	EventNpc	快活岛	npc\worldnpc140	47	4	5		2		1							
EvenNpc_khd_004	EventNpc	快活岛	npc\worldnpc140	47	4	5		2		1							
	//龙门镖局																
EventNpc_lmrc_01	EventNpc	镖局值更	npc\worldnpc140	47	4	3		2	20101	1	1						
EventNpc_lmrc_02	EventNpc	镖局值更	npc\worldnpc140	47	4	3		2	20101	1	1						
EventNpc_lmrc_03	EventNpc	镖局值更	npc\worldnpc140	47	4	3		2	20101	1	1						
EventNpc_lmrc_04	EventNpc	镖局值更	npc\worldnpc140	47	4	3		2	20101	1	1						
EventNpc_lmrc_05	EventNpc	镖车修理	npc\worldnpc140	47	4	10	8366	8		1	1			110044			
EventNpc_lmrc_06	EventNpc	镖车修理	npc\worldnpc140	47	4	10		2		1	1						
EventNpc_lmrc_07	EventNpc	武艺比拼	npc\worldnpc140	47	4	10	8367	8		1	1			110045			
EventNpc_lmrc_08	EventNpc	武艺比拼	npc\worldnpc140	47	4	10		2		1	1						
EventNpc_lmzc_01	EventNpc	镖局坐夜	npc\worldnpc140	47	4	3		2	20002	1	1						
EventNpc_lmzc_02	EventNpc	镖局坐夜	npc\worldnpc140	47	4	3		2	20003	1	1						
EventNpc_lmzc_03	EventNpc	镖局坐夜	npc\worldnpc140	47	4	3		2	20004	1	1						
EventNpc_lmzc_04	EventNpc	镖局坐夜	npc\worldnpc140	47	4	3		2	20005	1	1						
EventNpc_pqw_001	EventNpc	跳水	npc\worldnpc097	47	4	5		2	43771	1							
EventNpc_pqw_002	EventNpc	花瓣	npc\worldnpc097	334	4	3		2								30000	
																	
																	
	//五内-武当																
EventNpc_dbdh_002	EventNpc	镖道扬威活动	npc\worldnpc140	47	4	3		2		1							
EventNpc_dbdh_003	EventNpc	镖道扬威活动-任务完成	npc\worldnpc140	47	4	5		2		1							
Event_5nei_wd_lh	EventNpc	五内-老汉	npc\itemnpc057e	47	4	5	5915	4	55552	1	1						
Event_5nei_wd_55555	EventNpc	五内-老汉	npc\itemnpc057e	47	4	5		2	55555	1	1						
Event_5nei_wd_55556	EventNpc	回忆杀	npc\itemnpc057e	47	4	5		2	55556	1	1						
Event_5nei_wd_55559	EventNpc	决战	npc\itemnpc057e	47	4	5	5917	4	55559	1	1						
Event_5nei_wd_55554	EventNpc	五内-老汉	npc\itemnpc057e	47	4	5	5916	4	55554	1	1						
Event_5nei_wd_55560	EventNpc	五内-貂	npc\itemnpc057e	47	4	5		2	55560	1	1						
Event_5nei_wd_55560a	EventNpc	五内-貂	npc\itemnpc057e	47	4	5		2	55560	1	1						
Event_5nei_wd_chulai	EventNpc	武当4内	npc\itemnpc057e	47	4	50		6		1	1	Adventure\em3n\EventNpc_em3n_shandong_out.lua					
Event_5nei_z2_55563	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5		2	55563	1	1						
Event_5nei_z2_55563a	EventNpc	五内-伤员	npc\worldnpc384	47	4	5		2	55563	1	1						
Event_5nei_z2_55565	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5		2	55565	1	1						
Event_5nei_z2_55566	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5		2	55566	1	1						
Event_5nei_z2_55566a	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5		2	55566	1	1						
Event_5nei_z2_55568	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5		2	55568	1	1						
Event_5nei_z2_55569	EventNpc	五内-伤员	npc\itemnpc170	47	4	5		2	55569	0	1						
Event_5nei_z2_55570	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5		2	55570	1	1						
Event_5nei_z2_55571	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5		2	55571	1	1						
Event_5nei_z2_55573	EventNpc	五内-伤员	npc\itemnpc057e	47	4	10		2	55573	1	1						
Event_5nei_z2_55573a	EventNpc	五内-伤员	npc\itemnpc057e	47	4	10		2	55573	1	1						
Event_5nei_z2_55573b	EventNpc	五内-伤员	npc\itemnpc057e	47	4	10		2	55573	1	1						
Event_5nei_z2_55575	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5		2	55575	1	1						
Event_5nei_z2_55577	EventNpc	五内-伤员	npc\itemnpc057e	47	4	5	5919	4	55577	1	1						
																	
	//极乐谷五内前戏																
Event_5nei_jlg_83051	EventNpc	58050任务触发NPC	npc\worldnpc140	47	4	2		2	58050	1	1						
Event_5nei_jlg_83053	EventNpc	58051任务触发NPC	npc\worldnpc140	47	4	2		2	58051	1	1						
Event_5nei_jlg_83054	EventNpc	58052任务触发NPC	npc\worldnpc140	47	4	2		2	58053	1	1						
Event_5nei_jlg_83055	EventNpc	58053任务触发NPC	npc\worldnpc140	47	4	2		2	58053	1	1						
Event_5nei_jlg_83059	EventNpc	58054任务触发NPC	npc\worldnpc140	47	4	2		2	58054	1	1						
Event_5nei_jlg_83062	EventNpc	58055任务触发NPC	npc\worldnpc140	47	4	2		2	58055	1	1						
Event_5nei_jlg_83063	EventNpc	58055任务触发NPC	npc\worldnpc140	47	4	2	5759	4	58055	1	1						
	//YY任务活动																
EventNpc_hd_yyrenwu_01	EventNpc	YY任务触发NPC	npc\worldnpc097	47	4	30		2		1							
EventNpc_hd_yyrenwu_02	EventNpc	YY任务触发NPC	npc\worldnpc097	47	4	30		2		1							
																	
																	
wanjun	JHGNpcManager	江湖群组	npc\worldnpc140	47	4	15		2		1							
	//新世界-西域-草原-连坊																
EventNpc_newworld_xiyu_wy	EventNpc	连坊结局使用	npc\worldnpc140	47	4	100		2		1							
EventNpc_newworld_xiyu_wy_1	EventNpc	欧阳不怒触发	npc\worldnpc140	47	4	100		2		1						5000	
	//新世界-北原惊天大盗																
EventNpc_newworld_beiyuan_1	EventNpc	连坊结局使用	npc\worldnpc140	47	4	100		2		1							
EventNpc_newworld_beiyuan_2	EventNpc	连坊结局使用	npc\worldnpc140	47	4	100		2		1							
EventNpc_newworld_beiyuan_3	EventNpc	连坊结局使用	npc\worldnpc140	47	4	100		2		1							
																	
	//新世界-西域-楼兰密窟秘境-正道																
EventNpc_loulan_001	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_002	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_003	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_004	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_005	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_006	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_007	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_008	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_009	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_010	EventNpc	正道结局使用	npc\worldnpc140	47	4	5		8		1							
EventNpc_loulan_011	EventNpc	正道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_loulan_012	EventNpc	中间石门触发事件1	npc\worldnpc140	47	4	5		2		1							
EventNpc_loulan_013	EventNpc	中间石门触发事件2	npc\worldnpc140	47	4	5		2		1							
																	
	//新世界-西域-楼兰密窟秘境-邪道																
EventNpc_llxd_001	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_llxd_002	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_llxd_003	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_llxd_004	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_llxd_005	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_llxd_006	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_llxd_007	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_llxd_008	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		2		1							
EventNpc_llxd_009	EventNpc	邪道结局使用	npc\worldnpc140	47	4	5		2		1							
EventNpc_llxd_010	EventNpc	邪道结局使用	npc\worldnpc140	47	4	15		8		1							
																	
	//新世界-西域-金蜈洞																
EventNpc_jwd_001	EventNpc	金蜈洞1	npc\worldnpc140	47	4	15		2		1							
EventNpc_jwd_002	EventNpc	金蜈洞2	npc\worldnpc140	47	4	50		2		1							
EventNpc_jwd_003	EventNpc	金蜈洞3	npc\worldnpc140	47	4	15		2		1							
EventNpc_jwd_004	EventNpc	金蜈洞4	npc\worldnpc140	47	4	10		2		1							
EventNpc_jwd_005	EventNpc	金蜈洞5	npc\worldnpc140	47	4	15		2		1							
EventNpc_jwd_006	EventNpc	金蜈洞6	npc\worldnpc140	47	4	5		2		1							
																	
	//新世界-西域-楼兰																
EventNpc_newworld_xiyu_2	EventNpc	西夏结局使用	npc\worldnpc140	47	4	3		2		1							
EventNpc_newworld_xiyu_llhr_2	EventNpc	西夏结局使用	npc\worldnpc140	47	4	100		2		1							
																	
EventNpc_newworld_shuaguaizhandou_01	EventNpc	刷怪战斗	npc\worldnpc140	198	4	28		2		1							
																	
	//新世界-西域-草原																
EventNpc_newworld_xiyu_1	EventNpc	西夏结局使用	npc\worldnpc140	47	4	3		2		1						1260000	
EventNpc_newworld_xiyu_11	EventNpc	西夏结局使用	npc\worldnpc140	47	4	3		2		1						1260000	
EventNpc_newworld_xiyu_12	EventNpc	西夏结局使用	npc\worldnpc140	47	4	3		2		1						1260000	
EventNpc_newworld_xiyu_13	EventNpc	向九尘	npc\worldnpc053	47	4	100		2		1						5000	
EventNpc_newworld_xiyu_14	EventNpc	王逍	npc\worldnpc792	47	4	100		2		1						5000	
EventNpc_newworld_xiyu_15	EventNpc	沐蝶音	npc\worldnpc745	47	4	100		2		1						5000	
EventNpc_newworld_xiyu_16	EventNpc	时间到	npc\worldnpc745	47	4	100		2		1						5000	
																	
Event_scene12_01	EventNpc	草原监测点01	npc\worldnpc140	47	4	50				1							
EventNpc_activity_sz01	EventNpc	山贼刷新控制	npc\itemnpc057	52	4	1		2		1			3070				
EventNpc_activity_cd01	EventNpc	活动刷新控制-成都	npc\itemnpc057	52	4	1		2		1			3468				
EventNpc_nwboss_01	EventNpc	BOSS刷新控制	npc\itemnpc057	52	4	1		2		1							
																	
	//新世界-北原-无名洞																
EventNpc_wmd_001	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_wmd_002	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_wmd_003	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_wmd_004	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_wmd_005	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_wmd_006	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_wmd_007	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_wmd_008	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
EventNpc_wmd_009	EventNpc	无名洞	npc\worldnpc140	47	4	15		2		1							
