NPC±àºÅ	¶ÔÏóÀàÐÍ	Ãû³Æ	Ä£ÐÍ±àºÅ			NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯¶¯×÷Ãû	¶ÁÌõÊ±¼ä(ms)	µôÂä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä£¨s£©	×î´óÏûÊ§Ê±¼ä(s)	±¦Ïä¿ªÆôÇ°ÌØÐ§	±¦Ïä¿ªÆôºóÌØÐ§	Ô¿³×ÊýÁ¿	Ô¿³×id	NPCÌØÐ§Ãû³Æ	Êó±êÐÎ×´	¿ªÆôÌõ¼þ	Ëõ·Å	·ÖÅäÀàÐÍ	´æÔÚÊ±¼ä	´óÌÓÉ±×¨ÓÃ	ÍÅ¶ÓÏÔÊ¾µÀ¾ß																
BoxTG011	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia1	6000	6000						28			2																			
BoxTG012	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi1	6000	6000						28			2																			
BoxTG013	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing1	6000	6000						28			2																			
																																											
		//ÌìÏã²èÁÖ																																									
BoxTG0201	BoxNpc	¶«·½Óñ»·	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_2	6000	6000						28			1																			
BoxTG0202	BoxNpc	Ò¶ÄÏÖ®	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_2	6000	6000						28			1																			
BoxTG0203	BoxNpc	ÇØÐãÐã	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_2	6000	6000						28			1																			
BoxTG0204	BoxNpc	Ë¾Í½¾´	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_2	6000	6000						28			1																			
BoxTG0205	BoxNpc	Ë¾Þ¢	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_2	6000	6000						28			1																			
BoxTG021	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia2	6000	6000						28			2																			
BoxTG022	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi2	6000	6000						28			2																			
BoxTG023	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing2	6000	6000						28			2																			
																																											
		//Éò¼Ò±¤																																									
BoxTG0301	BoxNpc	Éò²×º£	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_3	6000	6000						28			1																			
BoxTG0304	BoxNpc	ÉòÅáçå	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_3	6000	6000						28			1																			
BoxTG0305	BoxNpc	ÉòÏ£çå	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_3	6000	6000						28			1																			
BoxTG0308	BoxNpc	ÐìÐÄÄþ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_3	6000	6000						28			1																			
BoxTG0309	BoxNpc	ÍõÌì»³	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_3	6000	6000						28			1																			
BoxTG031	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia3	6000	6000						28			2																			
BoxTG032	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi3	6000	6000						28			2																			
BoxTG033	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing3	6000	6000						28			2																			
																																											
	ÐìÔÆï£	//Ðì¼Ò×¯																																									
BoxTG0401	BoxNpc	ÐìÔÆï£	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_4	6000	6000						28			1																			
BoxTG0402	BoxNpc	Ðì×ÓÇä	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_4	6000	6000						28			1																			
BoxTG0403	BoxNpc	Ðì×ÓÁè	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_4	6000	6000						28			1																			
BoxTG0404	BoxNpc	Ðì×ÓË·	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_4	6000	6000						28			1																			
BoxTG0405	BoxNpc	Ðì×ÓÏ«	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_4	6000	6000						28			1																			
BoxTG041	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia4	6000	6000						28			2																			
BoxTG042	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi4	6000	6000						28			2																			
BoxTG043	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing4	6000	6000						28			2																			
																																											
		//ÄÏ¹¬ÊÀ¼Ò																																									
BoxTG0501	BoxNpc	ÄÏ¹¬°ÁÌì	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_5	6000	6000						28			1																			
BoxTG0502	BoxNpc	¶«·½ÇéÇé	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0503	BoxNpc	ÄÏ¹¬¿¡	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0504	BoxNpc	ÄÏ¹¬Æ½	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0505	BoxNpc	ÄÏ¹¬ÁÒ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0506	BoxNpc	ÄÏ¹¬³ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0507	BoxNpc	Ò¶´äÀ¼	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0508	BoxNpc	ÄÏ¹¬ÓñÕæ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0509	BoxNpc	ÑàÎõ¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0510	BoxNpc	ÄÏ¹¬çå	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0511	BoxNpc	ÄÏ¹¬ÇàÔÆ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0512	BoxNpc	ÄÏ¹¬ÇïÔÂ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0513	BoxNpc	ÄÏ¹¬óÝ¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG0514	BoxNpc	Ò¦»Æ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_5	6000	6000						28			1																			
BoxTG051	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia5	6000	6000						28			2																			
BoxTG052	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi5	6000	6000						28			2																			
BoxTG053	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing5	6000	6000						28			2																			
																																											
		//ÐÇËÞÅÉ																																									
BoxTG0601	BoxNpc	ËÕ°ÙÁé	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_6	6000	6000						28			1																			
BoxTG0602	BoxNpc	ÕªÐÇ×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_6	6000	6000						28			1																			
BoxTG0603	BoxNpc	ÌìÏþ×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_6	6000	6000						28			1																			
BoxTG0604	BoxNpc	ÓñÑô×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_6	6000	6000						28			1																			
BoxTG0605	BoxNpc	Ñ¦Ý¼	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_6	6000	6000						28			1																			
BoxTG0606	BoxNpc	À¼¼§	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_6	6000	6000						28			1																			
BoxTG0607	BoxNpc	éÈ¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_6	6000	6000						28			1																			
BoxTG0608	BoxNpc	³ö³¾×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_6	6000	6000						28			1																			
BoxTG0609	BoxNpc	·ÑÎÞÈÊ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_6	6000	6000						28			1																			
BoxTG061	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia6	6000	6000						28			2																			
BoxTG062	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi6	6000	6000						28			2																			
BoxTG063	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing6	6000	6000						28			2																			
																																											
		//ÑÎ°ï																																									
BoxTG0701	BoxNpc	ÁõÌ©	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_7	6000	6000						28			1																			
BoxTG0702	BoxNpc	ºú²»³î	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_7	6000	6000						28			1																			
BoxTG0703	BoxNpc	ºéÕÑÑô	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_7	6000	6000						28			1																			
BoxTG0704	BoxNpc	³Â»·Ðã	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_7	6000	6000						28			1																			
BoxTG071	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia7	6000	6000						28			2																			
BoxTG072	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi7	6000	6000						28			2																			
BoxTG073	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing7	6000	6000						28			2																			
																																											
		//ÏÉÏ¼ÅÉ																																									
BoxTG0801	BoxNpc	ÖÙËïÊ¥	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_8	6000	6000						28			1																			
BoxTG0802	BoxNpc	ÁºÁî¹«	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_8	6000	6000						28			1																			
BoxTG0803	BoxNpc	ÄÏÒÝÎÌ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_8	6000	6000						28			1																			
BoxTG0804	BoxNpc	ÇúÖÐÇó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_8	6000	6000						28			1																			
BoxTG0805	BoxNpc	Éò³å	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_8	6000	6000						28			1																			
BoxTG0806	BoxNpc	Ñ¦ÉÙ»ª	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_8	6000	6000						28			1																			
BoxTG0807	BoxNpc	ÀäÇïÁâ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_8	6000	6000						28			1																			
BoxTG081	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia8	6000	6000						28			2																			
BoxTG082	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi8	6000	6000						28			2																			
BoxTG083	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing8	6000	6000						28			2																			
																																											
		//ÄÞÉÑ¹¬																																									
BoxTG0901	BoxNpc	ÁîºüÑ©	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_9	6000	6000						28			1																			
BoxTG0902	BoxNpc	±åÁéóÞ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0903	BoxNpc	ÄÉÀ¼Çà¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0904	BoxNpc	ÍØ°Î¶Ð¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0905	BoxNpc	ÀèæÍ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0906	BoxNpc	ºìÓ°	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0907	BoxNpc	ÂÌÎÆ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0908	BoxNpc	À¶Ïö	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0909	BoxNpc	×ÏÑÌ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0910	BoxNpc	ºúÓñ·É	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG0911	BoxNpc	¹¬ç²Þ±	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_9	6000	6000						28			1																			
BoxTG091	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia9	6000	6000						28			2																			
BoxTG092	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi9	6000	6000						28			2																			
BoxTG093	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing9	6000	6000						28			2																			
																																											
		//Åùö¨ÌÃ																																									
BoxTG1001	BoxNpc	À×Ô¶ÌÃ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_10	6000	6000						28			1																			
BoxTG1002	BoxNpc	À×ÈçÁÒ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1003	BoxNpc	ÌÆä¸ä¸	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1004	BoxNpc	À×ÃÉ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1005	BoxNpc	À×À«Ìì	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1006	BoxNpc	ÒüÙ»¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1007	BoxNpc	À×Åô	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1008	BoxNpc	ÖÜè¡	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1009	BoxNpc	ÓÎÒ»Æ¯	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1010	BoxNpc	Ð¡À×Éñ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG1011	BoxNpc	À×¿ÉÐã	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_10	6000	6000						28			1																			
BoxTG101	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia10	6000	6000						28			2																			
BoxTG102	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi10	6000	6000						28			2																			
BoxTG103	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing10	6000	6000						28			2																			
																																											
		//ÍòÊÞÉ½×¯																																									
BoxTG1101	BoxNpc	Ê·ÊæÓ¥	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_11	6000	6000						28			1																			
BoxTG1102	BoxNpc	Ê·ÃÏÐÛ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_11	6000	6000						28			1																			
BoxTG1103	BoxNpc	Ê·ÔÆ±ª	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_11	6000	6000						28			1																			
BoxTG1104	BoxNpc	Ê·ÓðÊ©	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_11	6000	6000						28			1																			
BoxTG1105	BoxNpc	Ê·Ò«»¢	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_11	6000	6000						28			1																			
BoxTG111	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia11	6000	6000						28			2																			
BoxTG112	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi11	6000	6000						28			2																			
BoxTG113	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing11	6000	6000						28			2																			
																																											
		//áÔÉ½½£ÅÉ																																									
BoxTG1201	BoxNpc	×óÔÂÁÝ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_12	6000	6000						28			1																			
BoxTG1202	BoxNpc	ÄªÒÁÈË	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_12	6000	6000						28			1																			
BoxTG1203	BoxNpc	Éò³º	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_12	6000	6000						28			1																			
BoxTG1204	BoxNpc	ÁøÄ½³¾	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_12	6000	6000						28			1																			
BoxTG1205	BoxNpc	ÓÀêÝ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_12	6000	6000						28			1																			
BoxTG1206	BoxNpc	ÕÔÑÔÎä	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_12	6000	6000						28			1																			
BoxTG121	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia12	6000	6000						28			2																			
BoxTG122	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi12	6000	6000						28			2																			
BoxTG123	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing12	6000	6000						28			2																			
																																											
		//Éñ·ç°ï																																									
BoxTG1301	BoxNpc	ÇúÌì	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_13	6000	6000						28			1																			
BoxTG1302	BoxNpc	Åíìè	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1303	BoxNpc	ÇúÁé·ç	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1304	BoxNpc	ËÕÂå¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1305	BoxNpc	·ÑÇå	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1306	BoxNpc	»ÆÓÐÍ¨	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1307	BoxNpc	ÐÇÐ°	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1308	BoxNpc	ÌúÊ¢	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1309	BoxNpc	Â¦Ìú·ò	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1310	BoxNpc	ÂíÔªÇì	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1311	BoxNpc	°×ËÄ¹Ã	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1312	BoxNpc	ÎºÐÐ¸è	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1313	BoxNpc	ÁõÎÄÆæ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1314	BoxNpc	ÐìÇ«	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1315	BoxNpc	ÕÔÎÞ¼É	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1316	BoxNpc	ÍõÈÊÓÓ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG1317	BoxNpc	ÎÚÍòµÏ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_13	6000	6000						28			1																			
BoxTG131	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia13	6000	6000						28			2																			
BoxTG132	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi13	6000	6000						28			2																			
BoxTG133	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing13	6000	6000						28			2																			
																																											
		//ÓÄÚ¤¹¬																																									
BoxTG1401	BoxNpc	´ó¹¬Ö÷ °×Ó¨Ó¨	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_14	6000	6000						28			1																			
BoxTG1402	BoxNpc	¶þ¹¬Ö÷ °×·É·É	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_14	6000	6000						28			1																			
BoxTG1403	BoxNpc	Òøµ¶»¤ÎÀ ÁúÑÀ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_14	6000	6000						28			1																			
