NPC±àºÅ	¶ÔÏóÀàĞÍ	Ãû³Æ	Ä£ĞÍ±àºÅ	Í·Ïñ	NPCÀàĞÍ	NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	Êó±êĞÎ×´	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯Ê±ÌØĞ§Ãû	²É¼¯ºóÌØĞ§Ãû	²É¼¯ºóÌØĞ§³ÖĞøÊ±¼ä£¨ºÁÃë£©	²É¼¯¶¯×÷Ãû	Ë¢ĞÂÊ±¼ä£¨ms£©	¶ÁÌõÊ±¼ä(ms)	²É¼¯ÀàĞÍ	²ÎÊı1	²ÎÊı2	»ØÊÕ	µôÂä	²É¼¯µØµã	×î¶à¿É²É¼¯´ÎÊı	ÌåÁ¦	¹¤¾ßÏŞÖÆID£¨²»ÌîĞ´±íÊ¾Ã»ÓĞÏŞÖÆ£©	¶àÈËÍ¬Ê±²É¼¯£¨Ìî1ÔÊĞí£©	AI±à¼­°ü	´æÔÚÊ±¼ä
Gather00002jc	MineNpc	½ğ´¯²İ	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80193	0		taskitem_jc002		1					
Gather00003jc	MineNpc	ËÀÉß	npc\monster117	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80195	0		taskitem_jc003		1					
Gather00004jc	MineNpc	³àöÀÃÀ¾Æ	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80201	0		taskitem_jc006		1					
Gather00005jc	MineNpc	ÊìÍ¸µÄ¹ûÊµ	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80207	0		taskitem_jc008		1					
Gather00006jc	MineNpc	ÔªÆø²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80209	0		taskitem_jc009		1					
Gather00007jc	MineNpc	ÌìÏÉ»¨	npc\itemnpc219	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80753	0		taskitem_jc010		1					
Gather00008jc	MineNpc	ÑÎ´ü	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80755	0		taskitem_jc012		1					
Gather00009jc	MineNpc	Ò»Âé´üÑÎ	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80765	0		taskitem_jc014		1					
Gather00010jc	MineNpc	ÉßµÄµ°³²	npc\itemnpc217	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80766	0		taskitem_jc015		1					
Gather00011jc	MineNpc	À¶İ·²İ	npc\itemnpc228	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80701	0		taskitem_jc016		1					
Gather00012jc	MineNpc	Ä¾²Ä	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80705	0		taskitem_jc022		1					
Gather00013jc	MineNpc	Éñ·ç°ïÎï×Ê	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80717	0		taskitem_jc020		1					
Gather00014jc	MineNpc	½â¾¥²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80278	0		taskitem_jc027		1					
Gather00015jc	MineNpc	Ö¹Ñª²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	82951	0		taskitem_jc028		1					
Gather00016jc	MineNpc	Ä¾²Ä	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	82954	0		taskitem_jc030		1					
Gather00017jc	MineNpc	·ÏÆúµÄ»úĞµ²ÄÁÏ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	82958	0		taskitem_jc032		1					
Gather00018jc	MineNpc	¿ì»îÁÖÃÀ¾Æ	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	82960	0		taskitem_jc033		1					
Gather00019jc	MineNpc	µ¤°ÍÃÀ¾Æ	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	82969	0		taskitem_jc039		1					
Gather00020jc	MineNpc	Ä«¶û¶à±¦²Ø	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	82975	0		taskitem_jc040		1					
Gather00021jc	MineNpc	ÖñËñ	npc\itemnpc223	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	82952	0		taskitem_jc029		1					
Gather00022jc	MineNpc	²ØÄäµÄÏä×Ó	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	wy	0		taskitem_jc054		1					
Gather00023jc	MineNpc	Ä¾²Ä	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83302	0		taskitem_jc042		1					
Gather00024jc	MineNpc	±ùÔ­»¨	npc\itemnpc219	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83312	0		taskitem_jc055		1					
Gather00025jc	MineNpc	ÃÜ×ÚÎï×Ê	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	wy	0		taskitem_jc056		1					
Gather00026jc	MineNpc	Ñ©É½±¦²Ø	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83319	0		taskitem_jc057		1					
Gather00027jc	MineNpc	Ñ©É½ÃÀ¾Æ	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83303	0		taskitem_jc058		1					
Gather00028jc	MineNpc	ËéÊ¬¿é	npc\itemnpc416	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	wy	0		taskitem_jc059		1					
Gather00029jc	MineNpc	¿ÉÒÉµÄËéÊ¯¶Ñ	npc\itemnpc207	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	wy	0		taskitem_jc062		1					
Gather00030jc	MineNpc	Ñ©ÁéÖ¥	npc\itemnpc401	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83321	0		taskitem_jc060		1					
Gather00031jc	MineNpc	¶ªÊ§µÄ¾­Êé	npc\itemnpc049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83322	0		taskitem_jc061		1					
Gather00032jc	MineNpc	¼ĞÆ¤¹µÎï×Ê	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84652	0		taskitem_jc064		1					
Gather00033jc	MineNpc	²»ÆğÑÛµÄ±¦ÎïÏä	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84653	0		taskitem_jc065		1					
Gather00034jc	MineNpc	½ğ´¯²İ	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84660	0		taskitem_jc069		1					
Gather00035jc	MineNpc	ÉßµÄµ°³²	npc\itemnpc217	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84664	0		taskitem_jc073		1					
Gather00036jc	MineNpc	ºÚ·çÎï×ÊÏä	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	wy	0		taskitem_jc078		1					
Gather00037jc	MineNpc	·¢³ôµÄÊ¬Ìå	npc\itemnpc410	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84671	0		taskitem_jc079		1					
Gather00038jc	MineNpc	ºÚ·ç½Ì¹æÔ­¼ş	npc\itemnpc049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	wy	0		taskitem_jc077		1					
				icon\funcnpc\task.png					28																				
GatherClone019001	MineNpc	´©ĞÄ²İ	npc\cj_040046	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	1				interact017	500	3500	1	2924	0		taskitemclone019008		1					
GatherClone019002	MineNpc	¸¯ÀÃµÄÊ¬Ìå	npc\itemnpc410	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact009	500	3500	1	2912	2				1					
GatherClone019005	MineNpc	Ò»Ì³¾Æ	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	1				interact041	500	3500	1	2923	0		taskitemclone019018		1					
GatherClone019004	MineNpc	ÒõÑô²İ	npc\cj_150001b1	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	1				interact017	500	3500	1	2927	0		taskitemclone019019		1					
GatherClone019003	MineNpc	Ñî³É	npc\worldnpc493	icon\funcnpc\worldnpc493.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	0	3000	1	6804	0		taskitemclone019025		1					
GatherClone019006	MineNpc	¹¤¾ßÏä	npc\fbmac003021	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	1				interact041	500	3500	1	6807	0		taskitemclone019026		1					
									28																				
									28																				
									28																				
									28																				
Gather0001sl	MineNpc	²èÊ÷	npc\cj_040016	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_52sl		1					
Gather0002sl	MineNpc	¹ğ»¨Ê÷	npc\cj_030300	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81092;84839;80918	0		taskitem_53sl		1					
Gather0003sl	MineNpc	ĞÑ¾Æ²İ	npc\cj_040004	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81100;84209;84839;80020	0		taskitem_72sl		1					
Gather0004sl	MineNpc	²ñÄ¾¶Ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81109;81121;80396	0		taskitem_55sl		1					
Gather0005sl	MineNpc	¸Ê²İ	npc\cj_160250	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	85503;85622	0		taskitem_56sl		1					
Gather0006sl	MineNpc	³àÍ­¿ó	npc\cj_102007	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81090;84205;84841;85617;84223	0		taskitem_57sl		1					
Gather0007sl	MineNpc	Äµµ¤»¨´Ô	npc\itemnpc536	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81096;80894	0		taskitem_58sl		1					
Gather0008sl	MineNpc	µ¾Ìï	npc\cj_041120a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_59sl		1					
Gather0009sl	MineNpc	Ã¨ÑÛÊ¯	npc\cj_102022	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81091;85610	0		taskitem_60sl		1					
Gather0010sl	MineNpc	Âêè§Ê¯	npc\cj_102019	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84176;84840;85610	0		taskitem_61sl		1					
Gather0011sl	MineNpc	ĞÓÊ÷	npc\cj_040030	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81098	0		taskitem_62sl		5					
Gather0012sl	MineNpc	ÊÁ×ÓÊ÷	npc\cj_040035	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80395	0		taskitem_63sl		1					
Gather0013sl	MineNpc	ÃŞ»¨Ìï	npc\cj_040049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_64sl		1					
Gather0014sl	MineNpc	ºÓ°ö	npc\cj_101012	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80894	0		taskitem_65sl		1					
Gather0015sl	MineNpc	²İİ®´Ô	npc\cj_ts0002b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84207	0		taskitem_66sl		1					
Gather0016sl	MineNpc	ÖñÁÖ	npc\cj_030001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_67sl		1					
Gather0017sl	MineNpc	ÉßµÄÊ¬Ìå	npc\itemnpc585	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84224	0		taskitem_68sl		1					
Gather0018sl	MineNpc	É£Ê÷	npc\cj_030100	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_69sl		1					
Gather0019sl	MineNpc	ÂéÈ¸	npc\worldnpc1101	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_70sl		1					
Gather0020sl	MineNpc	ÂÜ²·	npc\cj_040001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80917	0		taskitem_71sl		1					
Gather0021sl	MineNpc	èÛè½´Ô	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80432;84848;85607	0		taskitem_54sl		1					
Gather0022sl	MineNpc	Ş½Ïã	npc\cj_040003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80891	0		taskitem_73sl		1					
Gather0023sl	MineNpc	ÉÖÒ©	npc\cj_040008	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81101;80351;80891	0		taskitem_74sl		1					
Gather0024sl	MineNpc	ÁéÖ¥	npc\itemnpc441	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81111;84172;80351;80427;80884	0		taskitem_75sl		1					
Gather0025sl	MineNpc	ÖìÉ°¿ó	npc\cj_102011	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80406;84846;84841;85617	0		taskitem_76sl		1					
Gather0026sl	MineNpc	ÏÉº×²İ	npc\cj_041160a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81106;84818;85607	0		taskitem_77sl		1					
Gather0027sl	MineNpc	ÜòÜß	npc\cj_040200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80402;80424	0		taskitem_78sl		1					
Gather0028sl	MineNpc	É½¶¹¸ù	npc\cj_150050c	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	85628	0		taskitem_79sl		1					
Gather0029sl	MineNpc	Â¹	npc\monster008	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84838	0		taskitem_80sl		1					
Gather0030sl	MineNpc	Â¹	npc\monster008	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_81sl		1					
Gather0031sl	MineNpc	»Æ¾«	npc\itemnpc213	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80350;84846;80921	0		taskitem_82sl		1					
Gather0032sl	MineNpc	±î	npc\cj_101013	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_83sl		1					
Gather0033sl	MineNpc	ÁçÑò	npc\monster008	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84838	0		taskitem_84sl		1					
Gather0034sl	MineNpc	µ±¹é	npc\cj_150100	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84174;84850;84855;85608;84222;80889	0		taskitem_85sl		1					
Gather0035sl	MineNpc	ÑÓºúË÷	npc\cj_160150	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84224;84850;80889	0		taskitem_86sl		1					
Gather0036sl	MineNpc	ÆÑ»Æ	npc\cj_160100	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84200;85608	0		taskitem_87sl		1					
Gather0037sl	MineNpc	Áõ¼ÄÅ«²İ	npc\cj_160001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80358;85612	0		taskitem_88sl		1					
Gather0038sl	MineNpc	Èí×Ï²İ	npc\cj_150001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84202;80397;85612	0		taskitem_89sl		1					
Gather0039sl	MineNpc	½ğÒø»¨	npc\itemnpc209	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81118;84225;85629	0		taskitem_90sl		1					
Gather0040sl	MineNpc	Èâ¹ğ	npc\cj_040030	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84222	0		taskitem_91sl		5					
Gather0041sl	MineNpc	ºì¹û	npc\cj_ts0002b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81110;84178;84803;84822	0		taskitem_92sl		5					
Gather0042sl	MineNpc	Åá½«¾ü±®	npc\itemnpc006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81095;80345;85627;80919	0		taskitem_93sl		1					
Gather0043sl	MineNpc	¶à±¦Ëş±®	npc\itemnpc006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81099;84844	0		taskitem_94sl		1					
Gather0044sl	MineNpc	ÖĞĞËËÌ	npc\itemnpc006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_95sl		1					
Gather0045sl	MineNpc	ÑÏ¼ÒÃí±®	npc\itemnpc006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80946	0		taskitem_96sl		1					
Gather0046sl	MineNpc	½ğ¸Õ¾­¿ÌÊ¯	npc\itemnpc006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84825	0		taskitem_97sl		1					
Gather0047sl	MineNpc	Éñ²ß¾ü±®	npc\itemnpc006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84843;80003	0		taskitem_98sl		1					
Gather0048sl	MineNpc	ĞşÃØËş±®	npc\itemnpc006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81114;84843	0		taskitem_99sl		1					
Gather0049sl	MineNpc	¸´¶«ÁÖ±®	npc\itemnpc006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_100sl		1					
Gather0050sl	MineNpc	ÏãÌ³	npc\itemnpc035	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_160sl		1					
Gather0051sl	MineNpc	ÌÕ´ÉÒ©Æ¿	npc\itemnpc014	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	85609	0		taskitem_161sl		1					
Gather0052sl	MineNpc	ÌÕ´ÉÒ©¾ÆÌ³	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81115;84858;85609	0		taskitem_162sl		1					
Gather0053sl	MineNpc	Ê¬Ìå	npc\itemnpc409	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_163sl		1					
Gather0054sl	MineNpc	Ê¬Ìå	npc\itemnpc409	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81097;80352	0		taskitem_164sl		1					
Gather0055sl	MineNpc	Ëé²¼¶Ñ	npc\itemnpc164	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_165sl		1					
Gather0056sl	MineNpc	Â·±ßµØÉÏ	npc\itemnpc139	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80426	0		taskitem_166sl		1					
Gather0057sl	MineNpc	±Ê¼Ü	npc\itemnpc040	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84842;84827;85611	0		taskitem_167sl		1					
Gather0058sl	MineNpc	»­Í²	npc\itemnpc434	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84842;85611	0		taskitem_168sl		1					
Gather0059sl	MineNpc	¾Æ½Ñ	npc\itemnpc470	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80892;85505;80929	0		taskitem_169sl		10					
Gather0060sl	MineNpc	ĞÌ¾ß¼Ü	npc\itemnpc432	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80888;84821	0		taskitem_170sl		1					
Gather0061sl	MineNpc	³éÌë	npc\fbmac00206	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80895;84845	0		taskitem_135sl		1					
Gather0062sl	MineNpc	Ã×¿ğ	npc\itemnpc461	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84225;85606	0		taskitem_172sl		1					
Gather0063sl	MineNpc	ÖíÓÍ¹Ş	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80419;84852;84849	0		taskitem_173sl		100000			1		
Gather0064sl	MineNpc	ÆÆ²¼¶Ñ	npc\itemnpc164	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81119	0		taskitem_174sl		1					
Gather0065sl	MineNpc	²ñ¶Ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84849	0		taskitem_175sl		1					
Gather0066sl	MineNpc	Êé¼Ü	npc\itemnpc535	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80890	3		taskitem_176sl		1					
Gather0067sl	MineNpc	¹ø	npc\itemnpc020	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84826	0		taskitem_118sl		1					
Gather0068sl	MineNpc	ÑÎ´ü	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80418;84847	0		taskitem_178sl		1					
Gather0069sl	MineNpc	´×Ì³	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84847;85606	0		taskitem_179sl		1					
Gather0070sl	MineNpc	Ä¾ºĞ	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_180sl		1					
Gather0071sl	MineNpc	ÌúÉ°¶Ñ	npc\itemnpc207	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_181sl		1					
Gather0072sl	MineNpc	³éÌë	npc\fbmac00206	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80354;84845	0		taskitem_135sl		1					
Gather0073sl	MineNpc	Êá×±Ì¨	npc\itemnpc534	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80896;84845	0		taskitem_183sl		1					
Gather0074sl	MineNpc	Ç¿µÁÊ¬Ìå	npc\itemnpc409	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	85625	0		taskitem_184sl		1					
Gather0075sl	MineNpc	Ê¬Ìå	npc\itemnpc409	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80924;80359	0		taskitem_185sl		1					
Gather0076sl	MineNpc	Ä¾Ïä	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80344;85621;80886;80896;80927	0		taskitem_186sl		1					
Gather0077sl	MineNpc	Ä¾²Ä¶Ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80927;80408	0		taskitem_187sl		1					
Gather0078sl	MineNpc	Ò»ÕÅ·ÏÖ½	npc\itemnpc160	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80890	0		taskitem_188sl		1					
Gather0079sl	MineNpc	ÊÖÍÆ³µ	npc\itemnpc421	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_189sl		1					
Gather0080sl	MineNpc	ÊÖÍÆ³µ	npc\itemnpc421	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	81120;80892	0		taskitem_190sl		1					
Gather0081sl	MineNpc	·Ú¾Æ¾Æ¸×	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84175;80364	0		taskitem_191sl		1					
Gather0082sl	MineNpc	Ê¯»Ò´ü	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84824;80928	0		taskitem_192sl		1					
Gather0083sl	MineNpc	Êé£¨¼Ğ²ãÖĞ£©	npc\itemnpc021	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_193sl		1					
Gather0084sl	MineNpc	Ê¬Ìå	npc\itemnpc409	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_194sl		1					
Gather0085sl	MineNpc	²ËÀº	npc\itemnpc543	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_195sl		1					
Gather0086sl	MineNpc	²ËÀº	npc\itemnpc543	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_196sl		1					
