NPC编号	对象类型	名称	模型编号	头像	NPC类型	NPC种类ID	响应范围	选择操作分类	鼠标形状	脚本编号	采集范围	采集动作名	刷新时间（ms）	读条时间(ms)	采集类型	参数1	参数2	钓鱼难度	回收	掉落	掉落物品	采集地点	最多可采集次数	体力	消耗工具耐久	排行榜积分	影响时间	运营管理读取类别	运营管理读取名称	分解技能等级	身份掉落包	生活掉落包	生活心得	工具限制ID（不填写表示没有限制）	选中是否有绿色光圈	非vip采集次数	等同最多可采集次数	无拾取物消失时间	最大消失时间	AI编辑包	模型路径	限制包	NPC优先显示	是否求助	呼叫半径	采集成功添加BUFF
fishnpc10089new	MineNpc	凶猛卷口鱼群	npc\cj_101007	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	75	3		fishnpc10089	"fish_10029,fish_10037"	锦衣卫	6	3	5	2	1000	13	13			3989	45	207		3	6		3							
fishnpc10090new	MineNpc	凶猛白鳞鱼群	npc\cj_101008	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	95	4		fishnpc10090	"fish_10049,fish_10063"	锦衣卫	6	3	7	2	1000	13	13			3990	45	207		3	6		3							
fishnpc10091new	MineNpc	凶猛白花鱼群	npc\cj_101006	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	135	7		fishnpc10091	"fish_10070,fish_10085"	锦衣卫	6	4	15	6	1000	13	13			3991	45	207		3	6		3							
fishnpc10092new	MineNpc	鲜活银鼓鱼群	npc\cj_101009	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	185	9		fishnpc10092	"fish_10113,fish_10136"	锦衣卫	4	6	30	12	1000	13	13			3992	45	207		2	4		2							
fishnpc10093new	MineNpc	鲜活昂丝鱼群	npc\cj_101004	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	125	5		fishnpc10093	"fish_10056,fish_10066"	梅花岭	6	4	10	4	1000	13	13			3993	45	207		3	6		3							
fishnpc10094new	MineNpc	鲜活大口鲶群	npc\cj_101006	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	135	6		fishnpc10094	"fish_10069,fish_10078"	梅花岭	6	4	15	6	1000	13	13			3994	45	207		3	6		3							
fishnpc10095new	MineNpc	鲜活叶结鱼群	npc\cj_101008	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	185	8		fishnpc10095	"fish_10097,fish_10099"	梅花岭	6	6	30	12	1000	13	13			3995	45	207		3	6		3							
fishnpc10096new	MineNpc	鲜活唇鱼群	npc\cj_101009	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	185	9		fishnpc10096	"fish_10103,fish_10124"	梅花岭	4	6	30	12	1000	13	13			3996	45	207		2	4		2							
fishnpc10097new	MineNpc	鲜活太湖白鱼群	npc\cj_101007	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	165	7		fishnpc10097	"fish_10082,fish_10093"	苏州	6	5	20	8	1000	13	13			3997	45	207		3	6		3							
fishnpc10098new	MineNpc	鲜活白肌银鱼群	npc\cj_101007	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	185	9		fishnpc10098	"fish_10101,fish_10123"	苏州	6	6	30	12	1000	13	13			3998	45	207		3	6		3							
fishnpc10099new	MineNpc	鲜活太湖白虾群	npc\cj_101008	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	225	10		fishnpc10099	"fish_10144,fish_10150"	苏州	6	7	45	18	1000	13	13			3999	45	207		3	6		3							
fishnpc10100new	MineNpc	鲜活太湖银鱼群	npc\cj_101010	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	245	12		fishnpc10100	"fish_10164,fish_10182"	苏州	4	8	60	24	1000	13	13			4000	45	207		2	4		2							
																																														
																																														
TaskItemClone005030	MineNpc	新鲜的鱼	npc\cj_101010	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	12		fishnpc10095	"fish_10097,fish_10099"	少林	6	1	1	0	1000	13	13			1001	45	207		3	6		3							
szqy_001	MineNpc	鲜活鱼群	npc\cj_101006	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	6		fishnpc10096	"fish_10103,fish_10124"	苏州	6	1	10	4	1000	13	13			4002	45	207		3	6		3							
szqy_002	MineNpc	鲜活鱼群	npc\cj_101007	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7		fishnpc10097	"fish_10082,fish_10093"	苏州	6	1	20	8	1000	13	13			4003	45	207		3	6		3							
szqy_003	MineNpc	鲜活鱼群	npc\cj_101008	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	8		fishnpc10098	"fish_10101,fish_10123"	苏州	6	1	30	12	1000	13	13			4004	45	207		3	6		3							
szqy_004	MineNpc	鲜活鱼群	npc\cj_101009	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	10		fishnpc10099	"fish_10144,fish_10150"	苏州	6	1	45	18	1000	13	13			4005	45	207		3	6		3							
szqy_005	MineNpc	鲜活鱼群	npc\cj_101010	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	12		fishnpc10100	"fish_10164,fish_10182"	苏州	6	2	60	24	1000	13	13			4006	45	207		3	6		3							
																																														
hdqy_001	MineNpc	六带石斑鱼	npc\cj_101006	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	9				荒岛	99		1			13	13			7001		207		99	99		3							
																																														
																																														
																																														
																																														
	//新版采集物																																													
																																														
kuangshi_1001npc01	MineNpc	铁矿	npc\cj_102005	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	1	10	4	1000	13	13			5001	45	208		1	3		1		"2,npc\kuangshi_1001npc01_1;1,npc\kuangshi_1001npc01_2"					
kuangshi_1002npc01	MineNpc	铜矿	npc\cj020040	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	2	20	8	1000	13	13			5002	45	208		1	3		1		"2,npc\kuangshi_1002npc01_1;1,npc\kuangshi_1002npc01_2"					
kuangshi_1003npc01	MineNpc	铅矿	npc\cj_102008	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	4	40	16	1000	13	13			5003	45	208		1	3		1		"2,npc\kuangshi_1003npc01_1;1,npc\kuangshi_1003npc01_2"					
kuangshi_1004npc01	MineNpc	银矿	npc\cj020120	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	6	60	24	1000	13	13			5004	45	208		1	3		1		"2,npc\kuangshi_1004npc01_1;1,npc\kuangshi_1004npc01_2"					
kuangshi_1006npc01	MineNpc	金矿	npc\cj_102001	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	10	80	32	1000	13	13			5005	45	208		1	3		1		"2,npc\kuangshi_1006npc01_1;1,npc\kuangshi_1006npc01_2"					
																																														
ore_1001npc01	MineNpc	松林石	npc\cj_106028a	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	1	10	4	1000	13	13			5006	45	208		1	3		1							
ore_1002npc01	MineNpc	黑曜石	npc\cj_106028a	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	2	20	8	1000	13	13			5007	45	208		1	3		1							
ore_1003npc01	MineNpc	龟纹石	npc\cj_106028a	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	4	40	16	1000	13	13			5008	45	208		1	3		1							
ore_1004npc01	MineNpc	幽兰石	npc\cj_106028a	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	6	60	24	1000	13	13			5009	45	208		1	3		1							
ore_1006npc01	MineNpc	炎晶	npc\cj_106028a	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg							3	10	80	32	1000	13	13			5010	45	208		1	3		1							
																																														
tre_1001npc01	MineNpc	白杨树	npc\box001	icon\funcnpc\cj_030050.png	143	10	20	14	14		2.5	interact007	20000	5000	2	sh_qf							3	1	10	4	1000	13	13			5011	45	211		1	3		1							
tre_1002npc01	MineNpc	柏树	npc\box001	icon\funcnpc\cj_030050.png	143	10	20	14	14		2.5	interact007	20000	5000	2	sh_qf							3	2	20	8	1000	13	13			5012	45	211		1	3		1							
tre_1003npc01	MineNpc	桂花树	npc\box001	icon\funcnpc\cj_030050.png	143	10	20	14	14		2.5	interact007	20000	5000	2	sh_qf							3	4	40	16	1000	13	13			5013	45	211		1	3		1							
tre_1004npc01	MineNpc	松树	npc\box001	icon\funcnpc\cj_030050.png	143	10	20	14	14		2.5	interact007	20000	5000	2	sh_qf							3	6	60	24	1000	13	13			5014	45	211		1	3		1							
tre_1006npc01	MineNpc	银杉树	npc\box001	icon\funcnpc\cj_030050.png	143	10	20	14	14		2.5	interact007	20000	5000	2	sh_qf							3	10	80	32	1000	13	13			5015	45	211		1	3		1							
																																														
drug_1001npc01	MineNpc	薄荷	npc\cj_160250a1	icon\funcnpc\cj_150001.png	144	7	20	7	7		2.5	interact017	20000	5000	2	sh_ys							3	1			1000	13	13			5016	0			1	3		1							
drug_1002npc01	MineNpc	苦情花	npc\cj_106001a1	icon\funcnpc\cj_150001.png	144	7	20	7	7		2.5	interact017	20000	5000	2	sh_ys							3	2			1000	13	13			5017	0			1	3		1							
drug_1003npc01	MineNpc	艾草	npc\cj_106001a1	icon\funcnpc\cj_150001.png	144	7	20	7	7		2.5	interact017	20000	5000	2	sh_ys							3	4			1000	13	13			5018	0			1	3		1							
drug_1004npc01	MineNpc	白术	npc\cj_106013a1	icon\funcnpc\cj_150001.png	144	7	20	7	7		2.5	interact017	20000	5000	2	sh_ys							3	6			1000	13	13			5019	0			1	3		1							
drug_1006npc01	MineNpc	马勃	npc\cj_160050c	icon\funcnpc\cj_150001.png	144	7	20	7	7		2.5	interact017	20000	5000	2	sh_ys							3	10			1000	13	13			5020	0			1	3		1							
																																														
toxicant_1001npc01	MineNpc	红粉白株	npc\cj_106012b2	icon\funcnpc\cj_160150.png	145	8	20	7	7		2.5	interact017	20000	5000	2	sh_ds							3	1			1000	13	13			5021	0			1	3		1							
toxicant_1002npc01	MineNpc	断肠花	npc\cj_160001b1	icon\funcnpc\cj_160150.png	145	8	20	7	7		2.5	interact017	20000	5000	2	sh_ds							3	2			1000	13	13			5022	0			1	3		1							
toxicant_1003npc01	MineNpc	独一味	npc\cj_160200b2	icon\funcnpc\cj_160150.png	145	8	20	7	7		2.5	interact017	20000	5000	2	sh_ds							3	4			1000	13	13			5023	0			1	3		1							
toxicant_1004npc01	MineNpc	马钱子	npc\cj_160250b1	icon\funcnpc\cj_160150.png	145	8	20	7	7		2.5	interact017	20000	5000	2	sh_ds							3	6			1000	13	13			5024	0			1	3		1							
toxicant_1006npc01	MineNpc	夺命草	npc\cj_160250b2	icon\funcnpc\cj_160150.png	145	8	20	7	7		2.5	interact017	20000	5000	2	sh_ds							3	10			1000	13	13			5025	0			1	3		1							
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
itemclone001001	MineNpc	天心海棠	npc\cj_160050	icon\funcnpc\cj_160150.png	255	4	10	2	2			interact017	20000	5000	2				9	itemclone001001			10					13	13							10			10							
																																														
																																														
																																														
																																														
																																														
CloneGatherNpc00001	MineNpc		npc\cj020020	icon\funcnpc\cj_020020.png	152	4	20	2	2		3	interact006	-1	5000	3					CloneGatherNpc00001	CloneGatherNpc00001		30	0				13	13																	
CloneGather007001	MineNpc	磁石	npc\cj_102005	icon\funcnpc\cj_020020.png	153	5	20	6	6	npc\clone\clone007\CloneGather007001.lua	3	offact006	-1	5000	4					CloneGather007001	CloneGather007001		5	0				13	13					126	1											
CloneGather007002	MineNpc	锄头1	npc\npcitem031		153	4	20	2	9		3	interact041	-1	3000	4					CloneGather007002	CloneGather007002		1	0				13	13						1											
CloneGather007003	MineNpc	锄头2	npc\npcitem126		153	4	20	2	9		3	interact041	-1	3000	4					CloneGather007003	CloneGather007003		1	0				13	13						1											
CloneGather007004	MineNpc	铁锹	npc\npcitem365		153	4	20	2	9		3	interact041	-1	3000	4					CloneGather007004	CloneGather007004		1	0				13	13						1											
GatherClone007006	MineNpc	乱木堆	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	14	14	Adventure\general_gathernpc.lua	3	interact021	30000	5000	4					TaskItemClone_007018	TaskItemClone_007018		10	0				13	13					127	1											
cjshow_zhangben	MineNpc	账本	npc\itemnpc053	icon\funcnpc\itemnpc053.png	153	4	20	2	9		3	interact041	30000	3000	4					key_suzhou_zhangben	key_suzhou_zhangben		1	0				13	13						1											
qiyu_yyz_zhangb	MineNpc	账本	npc\itemnpc053	icon\funcnpc\itemnpc053.png	153	4	20	2	9		3	interact041	30000	3000	4					key_yyz_zhangb	key_yyz_zhangb		1	0				13	13						1											
qy_yanjing_sunzibingfa	MineNpc	孙子兵法	npc\itemnpc053	icon\funcnpc\itemnpc053.png	153	4	20	2	9		3	interact041	30000	3000	4					key_yanjing_sunzibingfa	key_yanjing_sunzibingfa		1	0				13	13						1											
qy_luoyang_yishu	MineNpc	遺書	npc\itemnpc475	icon\funcnpc\itemnpc475.png	153	4	20	2	9		3	interact041	-1	3000	4					key_luoyang_yishu	key_luoyang_yishu		1	0				13	13						1											
qy_luoyang_shuitong	MineNpc	水桶	npc\npcitem067	icon\funcnpc\npcitem067.png	153	4	20	2	9		3	interact041	-1	3000	4					key_luoyang_shuitong	key_luoyang_shuitong		1	0				13	13						1											
																																														
	// 门派战宝箱NPC																																													
GatherNpcSchoolWar01	MineNpc		npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox01	item_swbox01		1	0				13	13						1											
GatherNpcSchoolWar02	MineNpc		npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox02	item_swbox02		1	0				13	13						1											
GatherNpcSchoolWar03	MineNpc		npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox03	item_swbox03		1	0				13	13						1											
GatherNpcSchoolWar04	MineNpc	木板	npc\itemnpc603	icon\funcnpc\itemnpc603.png	153	4	20	2	2		2	interact017	15000	15000	4					SchoolWarBox04	item_sl01		10000	0				13	13						1											
GatherNpcSchoolWar05	MineNpc	水桶	npc\npcitem067	icon\funcnpc\npcitem067.png	173	4	20	2	2		2	interact017	10000	15000	4					SchoolWarBox05	item_jyw01		1	0				13	13						1											
GatherNpcSchoolWar06	MineNpc	火药	npc\itemnpc434	icon\funcnpc\itemnpc434.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox06	item_huoyao_jyw02		1	0				13	13						1											
GatherNpcSchoolWar07	MineNpc	水缸	npc\itemnpc553	icon\funcnpc\itemnpc435.png	173	4	20	2	2	npc\clone\schoolwar5\gather_npc_schoolwar07.lua	3	interact041	-1	15000	4								10000	0				13	13						1											
GatherNpcSchoolWar08	MineNpc		npc\itemnpc422	icon\funcnpc\itemnpc436.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox08	switem_gb_flag		10000	0				13	13						1											
GatherNpcSchoolWar09	MineNpc		npc\itemnpc422	icon\funcnpc\itemnpc436.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox08	switem_gb_flag		10000	0				13	13						1											
GatherNpcSchoolWar10	MineNpc		npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox09	item_jz01		1	0				13	13						1											
GatherNpcSchoolWar11	MineNpc		npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox10	item_jz02		1	0				13	13						1											
GatherNpcSchoolWar12	MineNpc		npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox11	item_jz03		1	0				13	13						1											
GatherNpcSchoolWar13	MineNpc		npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	153	4	20	2	2		2	interact017	-1	15000	4					SchoolWarBox12	item_jz04		1	0				13	13						1											
GatherNpcTask28047	MineNpc		npc\cj_160250b2	icon\funcnpc\cj_160150.png	153	4	20	2	2		2	interact017	-1	5000	4					GatherTask_28047	taskitem_287b		1	0				13	13						1					110						
																																														
	// 雪球雪人																																													
GatherNpcXueQiu01	MineNpc	雪人	npc\npcitem814	icon\funcnpc\npcitem067.png	153	4	20	2	2		2	interact017	-1	5000	4					drop_beiyuan_xueqiu_001	item_xueqiu_001		10000	0				13	13						1											
	// 帮派战旗帜																																													
GatherNpcGuildWar	MineNpc		npc\Guildwar002_01		153	4	20	2	2	War\GuildWar\guild_war_flag_npc.lua	2	interact17	-1	120000	3								1	0				13	13						1								1			
	// 晕倒的丫鬟																																													
GatherNpcGuildGirl01	MineNpc		npc\Guildwargirl01	icon\funcnpc\worldnpc370.png	153	4	20	2	2	War\GuildWar\gather_girl.lua	2	interact017	-1	10000	3								1	0				13	13						1			1	1							
GatherNpcGuildGirl02	MineNpc		npc\Guildwargirl02	icon\funcnpc\worldnpc195.png	153	4	20	2	2	War\GuildWar\gather_girl.lua	2	interact017	-1	10000	3								1	0				13	13						1			1	1							
GatherNpcGuildGirl03	MineNpc		npc\Guildwargirl03	icon\funcnpc\worldnpc129.png	153	4	20	2	2	War\GuildWar\gather_girl.lua	2	interact017	-1	10000	3								1	0				13	13						1			1	1							
	//帮派战放火																																													
GatherNpcGuildHuodui	MineNpc		npc\itemnpc552	icon\funcnpc\itemnpc038.png	153	4	20	2	2	War\GuildWar\gather_huoba.lua	5	interact017	1	10000	3					GuildWarBox001	huoba_005		999	0				13	13						1											
GatherNpcGuildShuigang	MineNpc		npc\itemnpc553	icon\funcnpc\itemnpc060.png	153	4	20	2	2	War\GuildWar\gather_shuitong.lua	3	interact017	1	10000	3					GuildWarBox002	shuitong_005		999	0				13	13						1											
GatherNpcGuildPillar	MineNpc		npc\guildwar010	icon\funcnpc\worldnpc370.png	153	4	20	2	2	War\GuildWar\guild_war_pillar.lua	2	interact017	1	40000	3								9999	0				13	13						1											
																																														
Gather_qy_kongque_001	MineNpc	宝箱	npc\itemboxnpc001	icon\funcnpc\itemnpc005.png	153	4	20	2	9	Adventure\general_gathernpc.lua	3	interact041	60000	3000	4					qy_kongque_mixin	key_kongque_mixin		1	0				13	13					128	1											
Gather_qy_kongque_002	MineNpc	尸体	npc\fbmac003026	icon\funcnpc\fbmac003026.png	153	4	20	2	9	Adventure\general_gathernpc.lua	3	interact041	60000	3000	4					qy_kongque_mixin2	key_kongque_mixin2		1	0				13	13					129	1											
Gather_qy_kongque_003	MineNpc	断魂草	npc\cj_160150	icon\prop\prop187.png	153	4	20	2	9	Adventure\general_gathernpc.lua	3	interact041	60000	3000	4					qy_kongque_xiangzi1	key_kongque_xiangzi1		1	0				13	13					130	1											
Gather_qy_kongque_004	MineNpc	蛇信花	npc\cj_160150	icon\prop\prop196.png	153	4	20	2	9	Adventure\general_gathernpc.lua	3	interact041	60000	3000	4					qy_kongque_daizi1	key_kongque_daizi1		1	0				13	13					131	1											
																																														
qy_yanjing_ssd	MineNpc		npc\itemnpc649	icon\funcnpc\cj_020020.png	142	5	20	6	6		2.5	interact006	20000	5000	2	sh_kg	0				key_yanjing_dsk	水府洞天	1	8			1000	13	13							1	2									
qy_muchai001	MineNpc		npc\guildeffect009		142	5	20	6	6		2.5	interact068	20000	2000	2	sh_jf	0				blade_huoba_001		1	5			1000	13	13							1	1									
qy_huodui002	MineNpc		npc\itemnpc038		142	5	20	6	6		2.5	interact068			2	sh_jf	0				huozhezi001		1	5			1000	13	13							1	1									
																																														
																																														
qyjysmjushi	MineNpc	巨石	npc\itemnpc540	icon\funcnpc\task.png	153	4	20	2	9	Adventure\jysm\qyjysmjushi.lua	2	interact017	-1	2000	4								5	0				13	13						1											
																																														
	//移花宫门派讨伐																																													
yhgtaofa_gouhuo	MineNpc		npc\itemnpc552	icon\funcnpc\itemnpc038.png	153	4	20	2	2		2	interact017	10000	1000	3					drop_yhgtaofa_huoba			9999	0				13	13						1											
yhgtaofa_jieducao	MineNpc		npc\cj_160150	icon\funcnpc\itemnpc038.png	153	4	20	2	2		1	interact017	10000	2000	3					drop_yhgtaofa_jieducao			1	0				13	13						1											
	//桃花岛钓鱼日常																																													
thd_diaoyu_001	MineNpc	弓鱼	npc\cj_101004	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6010	0	220		99	99		3							
thd_diaoyu_002	MineNpc	鳟鱼    	npc\cj_101004	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6011	0	220		99	99		3							
thd_diaoyu_003	MineNpc	团头鲂	npc\cj_101005	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6012	0	220		99	99		3							
thd_diaoyu_004	MineNpc	岩原鲤	npc\cj_101009	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6013	0	220		99	99		3							
thd_diaoyu_005	MineNpc	青竹鱼	npc\cj_101004	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6014	0	220		99	99		3							
thd_diaoyu_006	MineNpc	石首鱼	npc\cj_101006	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6015	0	220		99	99		3							
thd_diaoyu_007	MineNpc	小黄鱼	npc\cj_101008	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6016	0	220		99	99		3							
thd_diaoyu_008	MineNpc	黑鱼	npc\cj_101010	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6017	0	220		99	99		3							
thd_diaoyu_009	MineNpc	花鲈	npc\cj_101005	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6018	0	220		99	99		3							
thd_diaoyu_010	MineNpc	鲮鱼	npc\cj_101006	icon\funcnpc\cj_010001.png	421	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				桃花岛	99	0				13	13			6019	0	220		99	99		3							
	//移花宫剧情任务																																													
yhgcy_001	MineNpc	紫苏	npc\itemnpc166		153	2	20	2	2		2	interact041	20000	5000	2					drop_item_yhg_taskyp_01	item_yhg_taskyp_01	移花宫	99	10	1			13	13			6020	0	221		99	99		3							
yhgcy_002	MineNpc	天雄	npc\itemnpc452		153	2	20	2	2		2	interact041	20000	5000	2					drop_item_yhg_taskyp_02	item_yhg_taskyp_02	移花宫	99	10	1			13	13			6021	0	221		99	99		3							
yhgcy_003	MineNpc	丁香	npc\itemnpc457		153	2	20	2	2		2	interact041	20000	5000	2					drop_item_yhg_taskyp_03	item_yhg_taskyp_03	移花宫	99	10	1			13	13			6022	0	221		99	99		3							
yhgcy_004	MineNpc	旋复花	npc\itemnpc875		153	2	20	2	2		2	interact041	20000	5000	2					drop_item_yhg_taskyp_04	item_yhg_taskyp_04	移花宫	99	10	1			13	13			6023	0	221		99	99		3							
yhgcy_005	MineNpc	威灵仙	npc\cj_ty0001b		153	2	20	2	2		2	interact041	20000	5000	2					drop_item_yhg_taskyp_05	item_yhg_taskyp_05	移花宫	99	10	1			13	13			6024	0	221		99	99		3							
yhgcy_006	MineNpc	忍冬花（金银花）	npc\cj_ty0001b		153	2	20	2	2		2	interact041	20000	5000	2					drop_item_yhg_taskyp_06	item_yhg_taskyp_06	移花宫	99	10	1			13	13			6025	0	221		99	99		3							
yhgcy_007	MineNpc	苍术	npc\itemnpc455		153	2	20	2	2		2	interact041	20000	5000	2					drop_item_yhg_taskyp_07	item_yhg_taskyp_07	移花宫	99	10	1			13	13			6026	0	221		99	99		3							
																																														
																																														
																																														
																																														
																																														
	//江湖采集植物-合成材料																																													
	//农夫																																													
jh_sh_gathernpc_1001	MineNpc	蓖麻	npc\cj_040201	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6027	0			1	1		3							
jh_sh_gathernpc_1002	MineNpc	灌木	npc\npcitem744	icon\funcnpc\cj_030050.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6028	0			1	1		3							
jh_sh_gathernpc_1009	MineNpc	燧石	npc\npcitem740	icon\funcnpc\cj_020020.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6029	0			1	1		3							
	//樵夫																																													
jh_sh_gathernpc_1011	MineNpc	白杨树	npc\itemnpc1360	icon\funcnpc\cj_030050.png	143	2	20	14	14		2	interact007	20000	1000	2	sh_qf							1		0			13	13			6030	0	211		1	1		3							
jh_sh_gathernpc_1012	MineNpc	松树	npc\cj_040033	icon\funcnpc\cj_030050.png	143	2	20	14	14		2	interact007	20000	1000	2	sh_qf							1		0			13	13			6031	0	211		1	1		3							
	//矿工																																													
jh_sh_gathernpc_1010	MineNpc	岩石矿	npc\cj_102005	icon\funcnpc\cj_020020.png	142	2	20	6	6		2	interact006a	20000	1000	2	sh_kg							1		0			13	13			6032	0	208		1	1		3							
																																														
																																														
	//江湖采集植物-合成材料（北原）																																													
jh_sh_gathernpc_1003	MineNpc	野山灵芝	npc\itemnpc1400	icon\funcnpc\cj_150001.png	144	2	20	7	7		2	interact017	20000	1000	2	sh_ys							1		0			13	13			6033	0			1	1		3							
jh_sh_gathernpc_1004	MineNpc	百年何首乌	npc\itemnpc1399	icon\funcnpc\cj_150001.png	144	2	20	7	7		2	interact017	20000	1000	2	sh_ys							1		0			13	13			6034	0			1	1		3							
jh_sh_gathernpc_1005	MineNpc	野山人参	npc\itemnpc1451	icon\funcnpc\cj_150001.png	144	2	20	7	7		2	interact017	20000	1000	2	sh_ys							1		0			13	13			6035	0			1	1		3							
jh_sh_gathernpc_1006	MineNpc	冰魄雪莲	npc\itemnpc1402	icon\funcnpc\cj_150001.png	145	2	20	7	7		2	interact017	20000	1000	2	sh_ds							1		0			13	13			6036	0			1	1		3							
jh_sh_gathernpc_1007	MineNpc	七夜寒	npc\itemnpc1401	icon\funcnpc\cj_150001.png	145	2	20	7	7		2	interact017	20000	1000	2	sh_ds							1		0			13	13			6037	0			1	1		3							
jh_sh_gathernpc_1008	MineNpc	金银花	npc\itemnpc1450	icon\funcnpc\cj_150001.png	145	2	20	7	7		2	interact017	20000	1000	2	sh_ds							1		0			13	13			6038	0			1	1		3							
