NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	门派职权	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	对话类型	地位评分	世界触发器相关	报复等级	报复手段	是否可结婚	格挡方式(-1表示不格挡)	模型缩放	存在时间	退出发声对话	是否预载入模型	是否可被捕捉	捕捉道具	桃花岛骑鱼QTE	天气包	只关心距离脱离战斗	优先显示	动作集
JlgNpc094	CommonNpc	严巍		8	89	2	2			1.25	4	hand1_1	npc\worldnpc288			icon\funcnpc\worldnpc288.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc095	CommonNpc	融宝月		8	89	2	2			1.25	4	hand1_1	npc\worldnpc384			icon\funcnpc\worldnpc384.png					0				3	0	0			20				1			6	2	2	talkrule060202		StoryMZ_106					161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																							1			4																
JlgNpc096	CommonNpc	雍博文		8	89	2	2			1.25	4	hand1_1	npc\worldnpc541			icon\funcnpc\worldnpc541.png					0				3	0	0			20				1			7	5	1	talkrule070501							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc097	CommonNpc	封允		8	89	2	2			1.25	4	hand1_1	npc\worldnpc542			icon\funcnpc\worldnpc542.png					0				3	0	0			20				1			7	5	1	talkrule070501							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc098	CommonNpc	师瑾可		8	89	2	2			1.25	4	hand1_1	npc\worldnpc563			icon\funcnpc\worldnpc563.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc099	CommonNpc	松轩		8	89	2	2			1.25	4	hand1_1	npc\worldnpc367			icon\funcnpc\worldnpc367.png					0				3	0	0			20				1			7	5	5	talkrule070505							163;171;182;188;192					1	2		1											1						1			2000	15		2000								0	10																							1			3																
JlgNpc100	CommonNpc	缑箭		8	89	2	2			1.25	4	hand1_1	npc\worldnpc292			icon\funcnpc\worldnpc292.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc101	CommonNpc	红昊		8	89	2	2			1.25	4	hand1_1	npc\worldnpc202			icon\funcnpc\worldnpc202.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc102	CommonNpc	海祺		8	89	2	2			1.25	4	hand1_1	npc\monster440			icon\monster\monster440.png					0				3	0	0			20				1			7	2	3	talkrule070203			1				159;175;176;184;195					14	22		1											1						1			2000	15		2000						1		0	10																							1			2																
JlgNpc103	CommonNpc	 武岌		8	89	2	2			1.25	4	hand1_1	npc\worldnpc214			icon\funcnpc\worldnpc214.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc104	CommonNpc	房泽洋		8	89	2	2			1.25	4	hand1_1	npc\monster231			icon\monster\monster231.png					0				3	0	0			20				1			6	2	1	talkrule060201												1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc105	CommonNpc	宋浩南		8	89	2	2			1.25	4	hand1_1	npc\monster239			icon\monster\monster239.png					0				3	0	0			20				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc106	CommonNpc	饶致远		8	89	2	2			1.25	4	hand1_1	npc\monster066			icon\monster\monster066.png					0				3	0	0			20				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc107	CommonNpc	季晟睿		8	89	2	2			1.25	4	hand1_1	npc\monster039			icon\monster\monster039.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc108	CommonNpc	融梦		8	89	2	2			1.3	4.8	hand1_2	npc\worldnpc366			icon\funcnpc\worldnpc366.png					0				3	0	0			20				1			7	2	4	talkrule070204							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc109	CommonNpc	祁哲		8	89	2	2			1.25	4	hand1_1	npc\worldnpc485			icon\funcnpc\worldnpc485.png					0				3	0	0			20				1			7	1	3	talkrule070103							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																							1			3																
JlgNpc110	CommonNpc	太叔煜城		8	89	2	2			1.25	4	hand1_1	npc\worldnpc155			icon\funcnpc\worldnpc155.png					0				3	0	0			20				1			7	2	1	talkrule070201							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc111	CommonNpc	戴淞		8	89	2	2			1.25	4	hand1_1	npc\worldnpc404			icon\funcnpc\worldnpc404.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc112	CommonNpc	毕渊		8	89	2	2			1.25	4	hand1_1	npc\worldnpc413			icon\funcnpc\worldnpc413.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc113	CommonNpc	白旬		8	89	2	2			1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc114	CommonNpc	寇晟睿		8	89	2	2			1.25	4	hand1_1	npc\worldnpc256			icon\funcnpc\worldnpc256.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc115	CommonNpc	燕则		8	89	2	2			1.25	4	hand1_1	npc\worldnpc219			icon\funcnpc\worldnpc219.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc116	CommonNpc	蒙弩		8	89	2	2			1.25	4	hand1_1	npc\worldnpc500			icon\funcnpc\worldnpc500.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc117	CommonNpc	韩远航		8	89	2	2			1.25	4	hand1_1	npc\monster115			icon\monster\monster115.png					0				3	0	0			20				1			7	7	5	talkrule070705							167;172;178;184;196					1	2		1											1						1			2000	15		2000								0	10																							1			3		3	19													
JlgNpc118	CommonNpc	柯烨磊		8	89	2	2			1.25	4	hand1_1	npc\monster492			icon\monster\monster492.png					0				3	0	0			20				1			7	7	5	talkrule070705							167;172;178;184;196					1	2		1											1						1			2000	15		2000								0	10																							1			3		3	19													
JlgNpc119	CommonNpc	甄目		8	89	2	2			1.25	4	hand1_1	npc\worldnpc567			icon\funcnpc\worldnpc567.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc120	CommonNpc	鄂懿轩		8	89	2	2			1.25	4	hand1_1	npc\worldnpc568			icon\funcnpc\worldnpc568.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc121	CommonNpc	颜淑		8	89	2	2			1.3	4.8	hand1_2	npc\worldnpc406			icon\funcnpc\worldnpc406.png					0				3	0	0			20				1			7	2	4	talkrule070204							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc122	CommonNpc	陆君		8	89	2	2			1.25	4	hand1_1	npc\monster072			icon\monster\monster072.png					0				3	0	0			20				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							1			4																
JlgNpc123	CommonNpc	商越希		8	89	2	2			1.25	4	hand1_1	npc\worldnpc360			icon\funcnpc\worldnpc360.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc124	CommonNpc	戚炎彬		8	89	2	2			1.25	4	hand1_1	npc\worldnpc356			icon\funcnpc\worldnpc356.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc125	CommonNpc	范朝卫		8	89	2	2			1.25	4	hand1_1	npc\worldnpc359			icon\funcnpc\worldnpc359.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc126	CommonNpc	夏弓		8	89	2	2			1.25	4	hand1_1	npc\worldnpc552			icon\funcnpc\worldnpc552.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc127	CommonNpc	慕志泽		8	89	2	2			1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc128	CommonNpc	殷钒		8	89	2	2			1.25	4	hand1_1	npc\monster072			icon\monster\monster072.png					0				3	0	0			20				1			6	2	2	talkrule060202							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc129	CommonNpc	东予		8	89	2	2			1.25	4	hand1_1	npc\monster500			icon\monster\monster500.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc130	CommonNpc	鄂象		8	89	2	2			1.25	4	hand1_1	npc\worldnpc560			icon\funcnpc\worldnpc560.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc131	CommonNpc	有祺		8	89	2	2			1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc561.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc132	CommonNpc	仲鹏煊		8	89	2	2			1.25	4	hand1_1	npc\worldnpc562			icon\funcnpc\worldnpc562.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc133	CommonNpc	琴默		8	89	2	2			0.9	2.4	hand_0	npc\monster041			icon\monster\monster041.png					0				3	0	0			20				1			6	2	2	talkrule060202							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc134	CommonNpc	东方瑾可		8	89	2	2			1.25	4	hand1_1	npc\worldnpc515			icon\funcnpc\worldnpc515.png					0				3	0	0			20				1			7	5	5	talkrule070505							163;171;182;188;192					1	2		1											1						1			2000	15		2000								0	10																							1			3																
JlgNpc135	CommonNpc	李驽		8	89	2	2			1.25	4	hand1_1	npc\worldnpc383			icon\funcnpc\worldnpc383.png					0				3	0	0			20				1			6	2	2	talkrule060202							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc136	CommonNpc	西门伟泽		8	89	2	2			1.25	4	hand1_1	npc\worldnpc239			icon\funcnpc\worldnpc239.png					0				3	0	0			20				1			7	2	18	talkrule070218							166;175;177;189;195					1	2		1											1						1			2000	15		2000								0	10																							1			4		4	22													
JlgNpc137	CommonNpc	薄鑫		8	89	2	2			1.25	4	hand1_1	npc\worldnpc516			icon\funcnpc\worldnpc516.png					0				3	0	0			20				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc138	CommonNpc	聂璀		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			8				1			7	5	1	talkrule070501							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc139	CommonNpc	谯黎昕		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc541			icon\funcnpc\worldnpc541.png					0				3	0	0			8				1			7	5	1	talkrule070501							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc140	CommonNpc	甘志远		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc542			icon\funcnpc\worldnpc542.png					0				3	0	0			8				1			7	5	1	talkrule070501							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc141	CommonNpc	戚旭尧		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc564			icon\funcnpc\worldnpc564.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc142	CommonNpc	鲜于依晨		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc524			icon\funcnpc\worldnpc524.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc143	CommonNpc	闻彤		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc525			icon\funcnpc\worldnpc525.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc144	CommonNpc	阮艺馨		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc527			icon\funcnpc\worldnpc527.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc145	CommonNpc	羊玉纯		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc293			icon\funcnpc\worldnpc293.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc146	CommonNpc	查晓		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc013			icon\funcnpc\worldnpc013.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc147	CommonNpc	朱靓馨		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc055			icon\funcnpc\worldnpc055.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc148	CommonNpc	公冶雯萱		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc240			icon\funcnpc\worldnpc240.png					0	npc\clone\CJ\npc_talk_minigame.lua			3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc149	CommonNpc	尤翅		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc362			icon\funcnpc\worldnpc362.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							2			4																
JlgNpc150	CommonNpc	二子		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			8				1			7	5	1	talkrule070501							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc151	CommonNpc	解迫盛		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc454			icon\funcnpc\worldnpc454.png					0				3	0	0			8				1			7	5	2	talkrule070502							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc152	CommonNpc	昌榕致		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc569			icon\funcnpc\worldnpc569.png					0				3	0	0			8				1			7	5	2	talkrule070502							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc153	CommonNpc	别曹庆		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0				3	0	0			8				1			7	5	2	talkrule070502							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc154	CommonNpc	江霆平		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc214			icon\funcnpc\worldnpc214.png					0				3	0	0			8				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc155	CommonNpc	溥油安		8	89	2	2		0	0.9	4	hand1_1	npc\worldnpc192			icon\funcnpc\worldnpc192.png					0				3	0	0			8				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc156	CommonNpc	劳淑芳		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc311			icon\funcnpc\worldnpc311.png					0				3	0	0			8				1			7	2	4	talkrule070204							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc157	CommonNpc	蓝瑶茗		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc370			icon\funcnpc\worldnpc370.png					0				3	0	0			8				1			7	2	6	talkrule070206							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc158	CommonNpc	祖番珠		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc405			icon\funcnpc\worldnpc405.png					0				3	0	0			8				1			7	2	4	talkrule070204							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc159	CommonNpc	卓咏芬		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc407			icon\funcnpc\worldnpc407.png					0				3	0	0			8				1			7	2	4	talkrule070204							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc160	CommonNpc	贲进朋		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0				3	0	0			8				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc161	CommonNpc	解志		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0				3	0	0			8				1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc162	CommonNpc	符海		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			8				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc163	CommonNpc	殳世		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc511			icon\funcnpc\worldnpc511.png					0				3	0	0			8				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc164	CommonNpc	毛毛		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc436			icon\funcnpc\worldnpc436.png					0				3	0	0			8				1			7	2	7	talkrule070207							164;173;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc165	CommonNpc	豆豆		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc437			icon\funcnpc\worldnpc437.png					0				3	0	0			8				1			7	2	7	talkrule070207							164;173;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc166	CommonNpc	盍遇腾		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc787			icon\funcnpc\worldnpc390.png					0				3	0	0			8				1			6	1	2	talkrule060102							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							1			5																
JlgNpc167	CommonNpc	郎睦		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc786			icon\funcnpc\worldnpc544.png					0				3	0	0			8				1			6	1	2	talkrule060102												1	2		1											1						1			2000	15		2000								0	10																							1			5																
JlgNpc168	CommonNpc	极乐谷守卫		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc544			icon\funcnpc\worldnpc543.png					0				3	0	0			8				1			1	4	4	talkrule010404			1				159;175;176;184;195					2	16		1											1						1			2000	15		2000						1		0	10																							2			3																
JlgNpc169	CommonNpc	极乐谷守卫		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc544			icon\funcnpc\worldnpc200.png					0				3	0	0			8				1			1	4	4	talkrule010404			1				159;175;176;184;195					2	17		1											1						1			2000	15		2000						1		0	10																							2			3																
JlgNpc170	CommonNpc	燕冰		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc309			icon\funcnpc\worldnpc309.png					0				3	0	0			8				1			7	2	4	talkrule070204							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc171	CommonNpc	野马		8	112	2	2		0	0	0	hand_0	npc\monster550			icon\monster\monster550.png					0				3	0	0			8				1																																																					10																										0																
JlgNpc172	CommonNpc	辛梁泽		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc553			icon\funcnpc\worldnpc553.png					0				3	0	0			8				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc173	CommonNpc	褚场		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc567			icon\funcnpc\worldnpc567.png					0				3	0	0			8				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc174	CommonNpc	乔东德		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc101			icon\funcnpc\worldnpc101.png					0				3	0	0			8				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
JlgNpc175	CommonNpc	袁店朋		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc569			icon\funcnpc\worldnpc569.png					0				3	0	0			8				1			7	5	2	talkrule070502							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc176	CommonNpc	周达		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc570			icon\funcnpc\worldnpc570.png					0				3	0	0			8				1			7	5	2	talkrule070502							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc177	CommonNpc	寇翰子		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc383			icon\funcnpc\worldnpc383.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							1			4																
JlgNpc178	CommonNpc	韩姣天		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc573			icon\funcnpc\worldnpc573.png					0				3	0	0			8				1			6	2	1	talkrule060201							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																							1			4																
JlgNpc179	CommonNpc	极乐谷受伤弟子		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc544			icon\funcnpc\worldnpc544.png					0				3	0	0			8				1			1	4	4	talkrule010404							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																							2			3																
JlgNpc180	CommonNpc	童子		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc228			icon\funcnpc\worldnpc228.png					0				3	0	0			8				1			7	2	7	talkrule070207							164;173;176;183;194					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc181	CommonNpc	童子		8	89	2	2		0	1.3	4.8	hand1_1	npc\worldnpc616			icon\funcnpc\worldnpc616.png					0				3	0	0			8				1			7	2	7	talkrule070207												1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc182	CommonNpc	党获元		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc459			icon\funcnpc\worldnpc459.png					0				3	0	0			8				1			7	1	14	talkrule070114							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																							1			3																
JlgNpc183	CommonNpc	羿锦		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc460			icon\funcnpc\worldnpc460.png					0				3	0	0			8				1			7	1	14	talkrule070114							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																							1			3																
JlgNpc184	CommonNpc	闵茂泰		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc418			icon\funcnpc\worldnpc418.png					0				3	0	0			8				1			7	2	19	talkrule070219							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10								6803;6809;6810;6811;6812;6813;6814;	6809;6812;6814;														1			2																
JlgNpc185	CommonNpc	盛平		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc198			icon\funcnpc\worldnpc198.png					0				3	0	0			8				1			7	5	3	talkrule070503							162;174;182;189;198					1	2		1											1						1			2000	15		2000								0	10																							1			1																
JlgNpc186	CommonNpc	宋忠		8	89	2	2		0	1.25	4	hand1_1	npc\monster243			icon\monster\monster243.png					0				3	0	0			8				1									1									1	45		1											1						1			2000	15		2000						1		255	10																										0																
JlgNpc187	CommonNpc	极乐谷受伤弟子		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc544			icon\funcnpc\worldnpc544.png					0				3	0	0			8				1			6	1	2	talkrule060102							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10								6801;6802;6804;6805;	6801;6802;6803;6804;6805;6810;6811;6813;														4			5																
JlgNpc188	CommonNpc	遥见		8	89	2	2		0	1.3	4.8	hand1_2	npc\worldnpc781			icon\funcnpc\worldnpc246.png					0				3	0	0			8				1									1									1	8		1											1						1			2000	15		2000						1		0	10								48020;48021;48024;48025;48026;48029;	48019;48020;48023;48024;48025;48028;																	0																
JlgNpc189	CommonNpc	瑾瑜		8	89	2	2		0	1.25	4	hand1_1	npc\funcnpc004			icon\funcnpc\funcnpc004.png					0				3	0	0			8				1																		1	2		1											1						1			2000	15		2000								0	10									48032;																	0																
JlgNpc190	CommonNpc	步甘		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc236			icon\funcnpc\worldnpc236.png					0				3	0	0			8				1																		1	1		1											1						1			2000	15		2000								0	10																										0																
JlgNpc191	CommonNpc	夏小七		8	89	2	2		0	1.25	4	hand1_1	npc\worldnpc410			icon\funcnpc\worldnpc410.png					0				3	0	0			8				1																		1	1		1											1						1			2000	15		2000								0	10																										0																
JlgNpc192	CommonNpc	极乐谷女弟子		8	89	2	2			1.3	4.8	hand1_2	npc\worldnpc784			icon\monster\monster125.png					0				3	0	0			20				1			6	1	6	talkrule060106												1	2		1											1						1			2000	15		2000								0	10								48002;	48001;														4			0																
