NPC编号	对象类型	ini注释名称	NPC乞讨信息	AI编辑包	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器名称	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	锁定位移攻击	禁播受击动作	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	修理时间	修理动作	修理范围	普通攻击	技能表	无拾取物消失时间	AI编辑包	NPC交互停留时间	直接触发	脱战回血	镖车寻路	世界触发器相关	存在时间	捐献类型	使用轻功	天气包	缩放尺寸	跟随距离	跟随位置	是否镖道扬威镖车	镖车能否修复	镖车能否控制	移动状态	优先显示	不进入战斗
																																																																																																																																			
	//大招NPC																																																																																																																																		
DazhaoNpc001	CommonNpc	大招爆炸效果NPC			8	202									npc\itemnpc057								4			3	0	0			8																																																																																																				
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
	//擂台																																																																																																																																		
leitai_prepare_checkpoint	CommonNpc	擂台准备确认点				202	2			0					npc\itemnpc057		1						4	npc\leitai\leitai_prepare_checkpoint.lua							1																																																																																																				
LeitaiAnyWhereNpc01	LeitaiAnyWhereNpc	擂台旗帜				232	2	2		0					npc\itemnpc611								4																																																																-1																																												
LeitaiAnyWhereNpc02	LeitaiAnyWhereNpc	擂台旗帜				232	2	2		0					npc\itemnpc612								4																																																																-1																																												
LeitaiAnyWhereNpc03	LeitaiAnyWhereNpc	擂台旗帜				232	2	2		0					npc\itemnpc613								4																																																																-1																																												
LeitaiAnyWhereNpc04	LeitaiAnyWhereNpc	擂台旗帜				232	2	2		0					npc\itemnpc614								4																																																																-1																																												
LeitaiAnyWhereNpc05	LeitaiAnyWhereNpc	擂台旗帜				232	2	2		0					npc\itemnpc615								4																																																																-1																																												
																																																																																																																																			
																																																																																																																																			
leitai_yanjing_register	CommonNpc	燕京			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					4	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_yanjing_range	CommonNpc	燕京擂台范围				230									npc\itemnpc057								4								30																																																																																																				
leitai_yanjing_bocai	LeitaiBocaiNpc	燕京博彩			8	94	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua							8																																																																																																				
YanJingLeitaiRewardNpc	LeitaiRewardNpc	燕京领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
leitai_yanjing_invite	CommonNpc	燕京裁判			8	5	2	2		0				hand1_1	npc\monster383	1		icon\monster\monster383.png						npc\leitai\leitai_invite.lua							8																																																																																																				
YanJingLeitaiRewardNpc1	LeitaiRewardNpc	燕京领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
YanJingLeitaiRewardNpc2	LeitaiRewardNpc	燕京领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
YanJingLeitaiRewardNpc3	LeitaiRewardNpc	燕京领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
YanJingLeitaiRewardNpc4	LeitaiRewardNpc	燕京领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
																																																																																																																																			
leitai_suzhou_register	CommonNpc	苏州			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					4	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_suzhou_range	CommonNpc	苏州擂台范围				230									npc\itemnpc057								4								50																																																																																																				
leitai_suzhou_bocai	LeitaiBocaiNpc	苏州博彩			8	95	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua							8																																																																																																				
SuZhouLeitaiRewardNpc	LeitaiRewardNpc	苏州领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
leitai_suzhou_invite	CommonNpc	苏州裁判			8	5	2	2		0				hand1_2	npc\monster381	2		icon\monster\monster381.png						npc\leitai\leitai_invite.lua							8																																																																																																				
SuZhouLeitaiRewardNpc1	LeitaiRewardNpc	苏州领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
SuZhouLeitaiRewardNpc2	LeitaiRewardNpc	苏州领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
SuZhouLeitaiRewardNpc3	LeitaiRewardNpc	苏州领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
																																																																																																																																			
leitai_jinling_register	CommonNpc	金陵			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					4	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_jinling_range	CommonNpc	金陵擂台范围				230									npc\itemnpc057								4								50																																																																																																				
leitai_jinling_bocai	LeitaiBocaiNpc	金陵博彩			8	96	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua							8																																																																																																				
JinLingLeitaiRewardNpc	LeitaiRewardNpc	金陵领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
leitai_jinling_invite	CommonNpc	金陵裁判			8	5	2	2		0				hand1_1	npc\monster383	1		icon\monster\monster383.png						npc\leitai\leitai_invite.lua							8																																																																																																				
JinLingLeitaiRewardNpc1	LeitaiRewardNpc	金陵领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
JinLingLeitaiRewardNpc2	LeitaiRewardNpc	金陵领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
JinLingLeitaiRewardNpc3	LeitaiRewardNpc	金陵领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
																																																																																																																																			
leitai_luoyang_register	CommonNpc	洛阳			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					4	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_luoyang_range	CommonNpc	洛阳擂台范围				230									npc\itemnpc057								4								50																																																																																																				
leitai_luoyang_bocai	LeitaiBocaiNpc	洛阳博彩			8	97	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua							8																																																																																																				
LuoYangLeitaiRewardNpc	LeitaiRewardNpc	洛阳领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
leitai_luoyang_invite	CommonNpc	洛阳裁判			8	5	2	2		0				hand1_1	npc\monster382	1		icon\monster\monster382.png						npc\leitai\leitai_invite.lua							8																																																																																																				
LuoYangLeitaiRewardNpc1	LeitaiRewardNpc	洛阳领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
LuoYangLeitaiRewardNpc2	LeitaiRewardNpc	洛阳领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
LuoYangLeitaiRewardNpc3	LeitaiRewardNpc	洛阳领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
																																																																																																																																			
leitai_chengdu_register	CommonNpc	成都			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					4	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_chengdu_range	CommonNpc	成都擂台范围				230									npc\itemnpc057								4								50																																																																																																				
leitai_chengdu_bocai	LeitaiBocaiNpc	成都博彩			8	98	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua							8																																																																																																				
ChengDuLeitaiRewardNpc	LeitaiRewardNpc	成都领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
leitai_chengdu_invite	CommonNpc	成都裁判			8	5	2	2		0				hand1_2	npc\monster380	2		icon\monster\monster380.png						npc\leitai\leitai_invite.lua							8																																																																																																				
ChengDuLeitaiRewardNpc1	LeitaiRewardNpc	成都领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
ChengDuLeitaiRewardNpc2	LeitaiRewardNpc	成都领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
ChengDuLeitaiRewardNpc3	LeitaiRewardNpc	成都领奖			8	238	2	2		0				hand1_1	npc\worldnpc439			icon\funcnpc\worldnpc439.png													8																								Shop_leitai_001																																																																												
																																																																																																																																			
leitai_qiandeng_register	CommonNpc	千灯			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					4	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_qiandeng_range	CommonNpc	千灯擂台范围				230									npc\itemnpc057								4								50																																																																																																				
leitai_qiandeng_bocai	LeitaiBocaiNpc	千灯博彩			8	82	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_eren_register	CommonNpc	恶人			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_eren_range	CommonNpc	恶人擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_eren_bocai	LeitaiBocaiNpc	恶人博彩			8	83	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_yanyu_register	CommonNpc	烟雨			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_yanyu_range	CommonNpc	烟雨擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_yanyu_bocai	LeitaiBocaiNpc	烟雨博彩			8	84	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_jiming_register	CommonNpc	鸡鸣			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_jiming_range	CommonNpc	鸡鸣擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_jiming_bocai	LeitaiBocaiNpc	鸡鸣博彩			8	85	2	2		0				hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_jinyi_register	CommonNpc	锦衣卫			8	237	2	2		0				#REF!	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_jinyi_range	CommonNpc	锦衣卫擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_jinyi_bocai	LeitaiBocaiNpc	锦衣卫博彩			8	86	2	2		0				#REF!	npc\worldnpc512			icon\funcnpc\worldnpc512.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_gaibang_register	CommonNpc	丐帮			8	237	2	2		0				#REF!	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_gaibang_range	CommonNpc	丐帮擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_gaibang_bocai	LeitaiBocaiNpc	丐帮博彩			8	87	2	2		0				#REF!	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_junzi_register	CommonNpc	君子堂			8	237	2	2		0				#REF!	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_junzi_range	CommonNpc	君子堂擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_junzi_bocai	LeitaiBocaiNpc	君子堂博彩			8	88	2	2		0				#REF!	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_jile_register	CommonNpc	极乐谷			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_jile_range	CommonNpc	极乐谷擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_jile_bocai	LeitaiBocaiNpc	极乐谷博彩			8	89	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_tangmen_register	CommonNpc	唐门			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_tangmen_range	CommonNpc	唐门擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_tangmen_bocai	LeitaiBocaiNpc	唐门博彩			8	90	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_emei_register	CommonNpc	峨眉			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_emei_range	CommonNpc	峨眉擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_emei_bocai	LeitaiBocaiNpc	峨眉博彩			8	91	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_wudang_register	CommonNpc	武当			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_wudang_range	CommonNpc	武当擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_wudang_bocai	LeitaiBocaiNpc	武当博彩			8	92	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
leitai_shaolin_register	CommonNpc	少林			8	237	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\leitai\yanjing_register.lua		3	0	0			8																																																																																																				
leitai_shaolin_range	CommonNpc	少林擂台范围				230									npc\itemnpc057																50																																																																																																				
leitai_shaolin_bocai	LeitaiBocaiNpc	少林博彩			8	93	2	2		0				hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png						npc\leitai\yanjing_bocai.lua																																																																																																											
																																																																																																																																			
																																																																																																																																			
																																																																																																																																			
RN_qiandeng01	CommonNpc	千灯武馆义勇兵			8	1	2				3	6.5		hand1_1	npc\worldnpc160								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3		10																			
RN_qiandeng02	CommonNpc	千灯巡逻捕快			8	1	2				3	6.5	b_r_npcitem348	blade1_1	npc\monster555								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_2		10																			
RN_qiandeng03	CommonNpc	武馆二师父海天虎			8	1	2				3	6.5		hand1_1	npc\funcnpc011								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3		10																			
RN_qiandeng04	CommonNpc	千灯镇隐居高手			8	1	2				3	6.5	b_r_npcitem348	blade1_1	npc\worldnpc112								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_2		10																			
																																																																																																																																			
RN_yanjing01	CommonNpc	燕京城守			8	1	2				3	6.5	lsp_r_npcitem060	lstuff1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3		10																			
RN_yanjing02	CommonNpc	燕京巡逻士兵			8	1	2				3	6.5	lsp_r_npcitem060	lspear1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3		10																			
RN_yanjing03	CommonNpc	燕京巡逻精英队长			8	1	2				3	6.5	lsp_r_npcitem207	lspear1_1	npc\monster482								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3		10																			
RN_yanjing04	CommonNpc	燕京巡逻将军			8	1	2				3	6.5	lsp_r_npcitem215	lspear1_1	npc\funcnpc031								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
																																																																																																																																			
RN_jinling01	CommonNpc	金陵城守			8	1	2				3	6.5	lsp_r_npcitem060	lstuff1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_jinling02	CommonNpc	金陵巡逻士兵			8	1	2				3	6.5	lsp_r_npcitem060	lspear1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_jinling03	CommonNpc	金陵巡逻精英队长			8	1	2				3	6.5	lsp_r_npcitem207	lspear1_1	npc\monster482a								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_jinling04	CommonNpc	金陵巡逻将军			8	1	2				3	6.5		lspear1_1	npc\fbboss00327								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
																																																																																																																																			
RN_huanggong01	CommonNpc	皇宫守卫			8	1	2				3	6.5	lsp_r_npcitem060	lstuff1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_huanggong02	CommonNpc	皇宫巡逻士兵			8	1	2				3	6.5		lspear1_1	npc\monster482a								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_huanggong03	CommonNpc	皇宫巡逻精英队长			8	1	2				3	6.5		lspear1_1	npc\fbboss00366								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_huanggong04	CommonNpc	皇宫巡逻将军			8	1	2				3	6.5		lspear1_1	npc\fbboss004007								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
																																																																																																																																			
RN_suzhou01	CommonNpc	苏州城守			8	1	2				3	6.5	lsp_r_npcitem060	lspear1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_suzhou02	CommonNpc	苏州巡逻士兵			8	1	2				3	6.5	lsp_r_npcitem060	lspear1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_suzhou03	CommonNpc	苏州巡逻精英队长			8	1	2				3	6.5	lsp_r_npcitem207	lspear1_1	npc\monster485								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_suzhou04	CommonNpc	苏州巡逻将军			8	1	2				3	6.5		sword1_1	npc\fbboss00325								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_3		10																			
																																																																																																																																			
RN_luoyang01	CommonNpc	洛阳城守			8	1	2				3	6.5	lsp_r_npcitem060	lstuff1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_luoyang02	CommonNpc	洛阳巡逻士兵			8	1	2				3	6.5	lsp_r_npcitem060	lspear1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_luoyang03	CommonNpc	洛阳巡逻精英队长			8	1	2				3	6.5	lsp_r_npcitem207	lspear1_1	npc\monster483								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_luoyang04	CommonNpc	洛阳巡逻将军			8	1	2				3	6.5	lsp_r_npcitem356	lspear1_1	npc\fbboss00367								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
																																																																																																																																			
RN_chengdu01	CommonNpc	成都城守			8	1	2				3	6.5	lsp_r_npcitem060	lstuff1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_chengdu02	CommonNpc	成都巡逻士兵			8	1	2				3	6.5	lsp_r_npcitem060	lspear1_1	npc\monster105								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_chengdu03	CommonNpc	成都巡逻精英队长			8	1	2				3	6.5	lsp_r_npcitem207	lspear1_1	npc\monster484								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
RN_chengdu04	CommonNpc	成都巡逻将军			8	1	2				3	6.5		lspear1_1	npc\fbboss004001								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk05_3		10																			
																																																																																																																																			
RN_jimingyi01	CommonNpc	鸡鸣驿武馆义勇兵			8	1	2				3	6.5		hand1_1	npc\worldnpc160								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3		10																			
RN_jimingyi02	CommonNpc	鸡鸣驿巡逻捕快			8	1	2				3	6.5	b_r_npcitem348	blade1_1	npc\monster555								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_2		10																			
RN_jimingyi03	CommonNpc	鸡鸣驿武馆教头			8	1	2				3	6.5		hand1_1	npc\funcnpc011								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3		10																			
RN_jimingyi04	CommonNpc	鸡鸣驿隐居高手			8	1	2				3	6.5	b_r_npcitem348	blade1_1	npc\worldnpc112								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_2		10																			
																																																																																																																																			
RN_yanyuzhuang01	CommonNpc	烟雨庄武馆义勇兵			8	1	2				3	6.5		hand1_1	npc\worldnpc160								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3																					
RN_yanyuzhuang02	CommonNpc	烟雨庄巡逻捕快			8	1	2				3	6.5	b_r_npcitem348	blade1_1	npc\monster555								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_2																					
RN_yanyuzhuang03	CommonNpc	烟雨庄武馆教头			8	1	2				3	6.5		hand1_1	npc\funcnpc011								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3																					
RN_yanyuzhuang04	CommonNpc	烟雨庄隐居高手			8	1	2				3	6.5	b_r_npcitem348	blade1_1	npc\worldnpc112								0			3	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_2																					
																																																																																																																																			
RN_erengu01	CommonNpc	恶人谷壮丁1			8	1	2				3	6.5		hand1_1	npc\monster066																																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3																					
RN_erengu02	CommonNpc	恶人谷壮丁2			8	1	2				3	6.5		hand1_1	npc\monster190																																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk02_3																					
RN_erengu03	CommonNpc	恶人谷壮丁3			8	1	2				3	6.5		blade7_1	npc\fbboss004006																																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk01_2																					
RN_erengu04	CommonNpc	恶人谷壮丁4			8	1	2				3	6.5																																																													98	100		4										0				0	0	0			1200	120	1							999																											
																																																																																																																																			
RN_shaolin01	CommonNpc	少林红名追捕NPC1			8	1	2				3	6	lst_r_npcitem056	lstuff5_1	npc\monster145								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk04_1		10																			
RN_shaolin02	CommonNpc	少林红名追捕NPC2			8	1	2				3	6	lst_r_npcitem056	lstuff5_1	npc\monster145								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk04_1		10																			
RN_shaolin03	CommonNpc	少林红名追捕NPC3			8	1	2				3	6	lst_r_npcitem316	lstuff5_1	npc\monster126								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk04_2		10																			
RN_shaolin04	CommonNpc	少林红名追捕NPC4			8	1	2				3	6	lst_r_npcitem210	lstuff5_1	npc\monster155								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk04_3		10																			
RN_wudang01	CommonNpc	武当红名追捕NPC1			8	1	2				3	6	s_r_npcitem417	sword1_1	npc\worldnpc224								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_1		10																			
RN_wudang02	CommonNpc	武当红名追捕NPC2			8	1	2				3	6	s_r_npcitem417	sword1_1	npc\worldnpc224								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_1		10																			
RN_wudang03	CommonNpc	武当红名追捕NPC3			8	1	2				3	6	s_r_npcitem202	sword1_1	npc\monster564								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_2		10																			
RN_wudang04	CommonNpc	武当红名追捕NPC4			8	1	2				3	6	s_r_npcitem204	sword1_1	npc\monster565								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk06_3		10																			
RN_emei01	CommonNpc	峨眉红名追捕NPC1			8	1	2				3	6	s_r_npcitem330	sword1_2	npc\worldnpc382								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk03_1		10																			
RN_emei02	CommonNpc	峨眉红名追捕NPC2			8	1	2				3	6	s_r_npcitem330	sword1_2	npc\worldnpc382								0			1	0	0			8																																										98	100		4										0				0	0	0			1200	120	1							999						rn_atk03_1		10																			
