NPC编号	对象类型	ini注释名称	脚本编号	Npc类型	实力包编号	级别	修为经验	怪物强度	掉落	表现AI包编号	AI类型	主动被动	响应范围	NPC种类ID	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	护送类型	护送目标场景编号	护送目标点X	护送目标点Z	能否攻击	能不能被攻击	不能被杀死	护送事件表	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	"追击范围,米"	路径ID	是否随机出现	武器持握方式	武器名称	武器类型	刷新时间	随机动作	出生状态	走路速度	跑步速度	能否移动	是否转身	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	战斗AI命令表	敌人NPC编号表	队友编号	攻击防御比重	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	附加随机能力编号	普通攻击	是否停止AI	AI编辑包	生存时间	轻功	直接触发	缩放	格挡方式(-1表示不格挡)	破防几率	动作集	势力归属
monrm050028	AttackNpc	闹事的天宝寨弟子		6	1	8		1			1	0	10	0	npc\monster252		0.93417	icon\monster\monster252.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm050029	AttackNpc	假庄主同伙		6	1	34		1			1	0	10	0	npc\monster189		0.938074	icon\monster\monster189.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm050030	AttackNpc	饲蛇人		6	1	41		1			1	0	10	0	npc\monster103		0.901124	icon\monster\monster103.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm050031	AttackNpc	金环毒蛇		6	1	42		1			1	0	10	0	npc\monster117		0.989951	icon\monster\monster117.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1	-1						1																																			
monrm050032	AttackNpc	囚牢护卫		6	1	10		1			1	0	10	0	npc\monster261		0.912081	icon\monster\monster261.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm050033	AttackNpc	混入唐门的锦衣卫		6	1	10		1			1	0	10	0	npc\monster383		0.97	icon\monster\monster383.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm050034	AttackNpc	大凉派弟子		6	6	67		1			1	1	10	0	npc\monster235		0.915	icon\monster\monster235.png				"jn_jgdf_001,1,50;jn_jgdf_002,1,50"					0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm050035	AttackNpc	大凉派杀手		6	6	67		1			1	1	10	0	npc\monster235		0.915	icon\monster\monster235.png				"jn_jgdf_001,1,50;jn_jgdf_003,1,50"					0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
					1																																																																																					
					1																																																																																					
					1																																																																																					
monrm069500	AttackNpc	星宿派杀手		6	1	37		1			1	0	10	0	npc\monster071		0.945	icon\monster\monster071.png									0	0				2	40	20	60		0	5	15			hand1_1						1.25	4						1																																			
monrm069600	AttackNpc	门主夫人		6	1	30		1			1	0	10	0	npc\worldnpc179		0.867144	icon\funcnpc\worldnpc179.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5						1																																			
monrm069700	AttackNpc	唐门精英弟子		6	1	45		2			1	0	10	0	npc\monster043		0.928146	icon\monster\monster043.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.2	3.5						1																																			
monrm069800	AttackNpc	蛇窟初级弟子		6	1	40		1			1	0	10	0	npc\monster132		0.907274	icon\monster\monster132.png									0	0				2	40	20	60		0	5				hand1_1			-1			1.25	4						1																																			
monrm069900	AttackNpc	十二连环坞中级弟子		6	1	42		1			1	0	10	0	npc\monster252		0.93417	icon\monster\monster252.png									0	0				2	40	20	60		0	5				hand1_1			-1			1.25	4						1																																			
monrm070000	AttackNpc	神秘杀手		6	1	39		1			1	0	10	0	npc\monster247		0.92	icon\monster\monster247.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm070001	AttackNpc	沐云庄叛徒		6	1	25		1			1	0	10	0	npc\monster122		0.919509	icon\monster\monster122.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm070002	AttackNpc	贼枭		6	1	32		1			1	0	10	0	npc\worldnpc384		0.922367	icon\funcnpc\worldnpc384.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm070003	AttackNpc	赤练蛇		6	1	28		1			1	0	10	0	npc\monster117		0.989951	icon\monster\monster117.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1	4						1																																			
monrm070004	AttackNpc	神秘锦衣卫		6	1	36		1			1	0	10	0	npc\monster121		1.058118	icon\monster\monster121.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm070005	AttackNpc	前寨帮众		6	1	40		1			1	0	10	0	npc\monster261		0.912081	icon\monster\monster261.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm070006	AttackNpc	总舵三堂高手		6	1	40		1			1	0	10	0	npc\monster447		0.97	icon\monster\monster447.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm070007	AttackNpc	总堡护卫		6	1	44		1			1	0	10	0	npc\monster261		0.912081	icon\monster\monster261.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm070008	AttackNpc	假庄主党羽		6	1	33		1			1	0	10	0	npc\monster189		0.938074	icon\monster\monster189.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm070009	AttackNpc	金环蛇		6	1	45		1			1	0	10	0	npc\monster117		0.989951	icon\monster\monster117.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1	4						1																																			
monrm070010	AttackNpc	魅惑魔女		6	1	40		1			1	0	10	0	npc\monster182		0.885	icon\monster\monster182.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4						1																3500																			
monrm070011	AttackNpc	沐云庄精英		6	1	41		1			1	0	10	0	npc\monster455		0.9	icon\monster\monster455.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																3500																			
monrm070012	AttackNpc	江湖浪人高手		6	1	42		1			1	0	10	0	npc\monster601		0.905	icon\monster\monster601.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																3500																			
monrm070013	AttackNpc	唐门探子		6	1	33		1			1	0	10	0	npc\monster134		0.879219	icon\monster\monster134.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5						1																																			
																																																																																										
Summon_4nei_tm_xianren	AttackNpc	唐门四内		6	297	50		3			1	0	15	0	npc\worldnpc574		1					"Npc_jh_jhdf07,1,1;Npc_jh_jhdf06,1,1;Npc_jh_jhdf05,1,1;Npc_jh_jhdf04,1,1;Npc_jh_jhdf03,1,1;Npc_jh_jhdf02,1,1;Npc_jh_jhdf01,1,1;"					0	0				2	40	20	60		0	5	15			blade3_1	b_r_66		-1		stand	1.3	4.5						1																2000											1932								
Summon_4nei_tm_tsg	AttackNpc	唐门四内		6	31	65		3			1	0	15	0	npc\monster171		1					"Npc_tm_jsc01,1,1;Npc_tm_jsc02,1,1;Npc_tm_jsc03,1,1;Npc_tm_jsc04,1,1;Npc_tm_jsc05,1,1;Npc_tm_jsc06,1,1;Npc_tm_jsc07,1,1;Npc_jl_fgz01,1,1;Npc_jl_fgz02,1,1;Npc_jl_fgz03,1,1;Npc_jl_fgz04,1,1;Npc_jl_fgz05,1,1;Npc_jl_fgz06,1,1;Npc_jl_fgz07,1,1;"					0	0				2	40	20	60		0	5	15			knife1_1	k_r_401		-1		stand	1.3	4.5						1																2000											1985		15						
Summon_4nei_xszhh_kill01	AttackNpc	雪山之后		6	297	60		2			1	0	15	0	npc\worldnpc571		1					"Npc_jh_jhdf07,1,1;Npc_jh_jhdf06,1,1;Npc_jh_jhdf05,1,1;Npc_jh_jhdf04,1,1;Npc_jh_jhdf03,1,1;Npc_jh_jhdf02,1,1;Npc_jh_jhdf01,1,1;"					0	0				2	40	20	60		0	5	15			blade3_1	b_r_66		-1		stand	1.3	4.5						1																3000																			
Summon_4nei_xszhh_kill02	AttackNpc	雪山之后		6	297	60		2			1	0	15	0	npc\worldnpc572		1					"Npc_jh_jhdf07,1,1;Npc_jh_jhdf06,1,1;Npc_jh_jhdf05,1,1;Npc_jh_jhdf04,1,1;Npc_jh_jhdf03,1,1;Npc_jh_jhdf02,1,1;Npc_jh_jhdf01,1,1;"					0	0				2	40	20	60		0	5	15			blade3_1	b_r_66		-1		stand	1.3	4.5						1																3000																			
Summon_4nei_xszhh_kill03	AttackNpc	雪山之后		6	297	60		2			1	0	15	0	npc\worldnpc574		1					"Npc_jh_jhdf07,1,1;Npc_jh_jhdf06,1,1;Npc_jh_jhdf05,1,1;Npc_jh_jhdf04,1,1;Npc_jh_jhdf03,1,1;Npc_jh_jhdf02,1,1;Npc_jh_jhdf01,1,1;"					0	0				2	40	20	60		0	5	15			blade3_1	b_r_66		-1		stand	1.3	4.5						1																3000																			
Summon_4nei_xszhh_kill04	AttackNpc	雪山之后		6	51	70		5			1	0	15	0	npc\fbnpc021021		1					"Npc_jh_jwdf01,1,10;Npc_jh_jwdf02,1,10;Npc_jh_jwdf03,1,10;Npc_jh_jwdf04,1,10;Npc_jh_jwdf05,1,10;Npc_jh_jwdf06,1,10;Npc_jh_jwdf07,1,10;Npc_jh_jwdf08,1,10;"					0	0				2	40	20	60		0	5	15			blade4_1	b_r_96		-1		stand	1.3	4.5						1																3000											2031		15						
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
					1																																																																																					
					1																																																																																					
	"//m06,峨眉刷怪NPC"				1			1						0																				20																					2																																			
monrm060100	AttackNpc	峨眉派护山弟子		6	1	8		1			1	0	10	0	npc\monster293		0.875	icon\monster\monster293.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5						2																3500																			
monrm060200	AttackNpc	峨眉派守派弟子		6	1	15		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5						2																3500																			
monrm060300	AttackNpc	青竹帮淫贼		6	1	18		1			1	0	10	0	npc\monster125		0.873442	icon\monster\monster125.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5						2																3500																			
monrm060400	AttackNpc	青竹帮恶徒		6	1	21		1			1	0	10	0	npc\monster133		0.918037	icon\monster\monster133.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						2																3500																			
monrm060500	AttackNpc	青竹帮高手佟巨		6	1	24		1			1	0	10	0	npc\monster126		0.887865	icon\monster\monster126.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						2																3500																			
monrm060600	AttackNpc	嚣张跋扈的兵痞		6	1	27		1			1	0	10	0	npc\monster036		1.030654	icon\monster\monster036.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						2																3500																			
monrm060700	AttackNpc	峨眉弟子慕容荻云		6	1	23		1			1	0	10	0	npc\worldnpc078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm060800	AttackNpc	峨眉下山弟子		6	1	30		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5						2																																			
monrm060900	AttackNpc	峨眉弟子轩辕楚晴		6	1	24		1			1	0	10	0	npc\worldnpc056		0.885	icon\funcnpc\worldnpc597.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm061000	AttackNpc	魏柔		6	1	23		1			1	0	10	0	npc\worldnpc525		0.84	icon\funcnpc\worldnpc525.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm061100	AttackNpc	峨眉弟子		6	1	40		1			1	0	10	0	npc\monster293		0.875	icon\monster\monster293.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm061200	AttackNpc	邪派中人		6	1	41		1			1	0	10	0	npc\monster235		0.915	icon\monster\monster235.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm061300	AttackNpc	绝尘师太		6	1	40		1			1	0	10	0	npc\fbboss00161		0.89	icon\funcnpc\worldnpc031.png									0	0				2	40	20	60		0	5	15			hand_0			-1			0.6	1.2																						3500																			
monrm061400	AttackNpc	峨眉派初级弟子		6	1	23		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm061500	AttackNpc	峨眉派高级弟子		6	1	24		1			1	0	10	0	npc\monster095		0.871958	icon\monster\monster095.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm061600	AttackNpc	带头黑衣人		6	1	28		1			1	0	10	0	npc\fbnpc00006		0.864603	icon\funcnpc\fbnpc00006.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.35	4.5																						3500																			
monrm061601	AttackNpc	带头黑衣人		6	1	29		1			1	0	10	0	npc\fbnpc00006		0.864603	icon\funcnpc\fbnpc00006.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.35	4.5																																									
monrm061700	AttackNpc	蒙面黑衣女子		6	1	24		1			1	0	10	0	npc\monster058		0.857726	icon\monster\monster058.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm061800	AttackNpc	峨眉派守卫弟子		6	1	23		1			1	0	10	0	npc\monster050		0.832025	icon\monster\monster050.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm061900	AttackNpc	沐云庄高级弟子		6	1	23		1			1	0	10	0	npc\monster043		0.928146	icon\monster\monster043.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.2	3.5																						3500																			
monrm062000	AttackNpc	绿小玖		6	1	23		1			1	0	10	0	npc\fbfunnpc00003		0.853073	icon\funcnpc\fbfunnpc00003.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.1	4																						3500																			
monrm062100	AttackNpc	庞青山		6	1	23		1			1	0	10	0	npc\monster114		0.930587	icon\monster\monster114.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm062200	AttackNpc	龙奇春		6	1	23		1			1	0	10	0	npc\worldnpc358		0.940895	icon\funcnpc\worldnpc358.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm062300	AttackNpc	五仙教弟子		6	1	31		1			1	0	10	0	npc\monster047		0.906333	icon\monster\monster047.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm062400	AttackNpc	沐云庄杀手		6	1	23		1			1	0	10	0	npc\monster115		0.915409	icon\monster\monster115.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm062500	AttackNpc	沐云庄打手		6	1	23		1			1	0	10	0	npc\monster115		0.915409	icon\monster\monster115.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm062600	AttackNpc	黑衣人		6	1	23		1			1	0	10	0	npc\fbnpc00006		0.864603	icon\funcnpc\fbnpc00006.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.35	4.5																						3500																			
monrm062700	AttackNpc	峨眉守剑弟子		6	1	30		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm062800	AttackNpc	金眼蜘蛛		6	1	7		1			1	1	10	0	npc\monster006		0.143695	icon\monster\monster006.png									1	1				2	40	20	60		0	5	15			hand_0			-1			0.4	1.2																						3500																			
monrm062900	AttackNpc	宵小		6	1	12		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm063000	AttackNpc	黑衣人		6	1	12		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm063100	AttackNpc	禁军		6	1	13		1			1	0	10	0	npc\monster105		1.091011	icon\monster\monster105.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm063200	AttackNpc	鞑子刺客		6	1	13		2			1	0	10	0	npc\monster311		0.849352	icon\monster\monster311.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm063300	AttackNpc	鞑子首领		6	1	13		3			1	0	10	0	npc\monster190		0.925	icon\monster\monster190.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm063400	AttackNpc	匪徒		6	1	10		1			1	0	10	0	npc\monster235		0.915	icon\monster\monster235.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm063500	AttackNpc	峨执法弟子		6	1	7		1			1	0	10	0	npc\monster213		0.863286	icon\monster\monster213.png									0	0				2	40	20	60		0	5	15			hand1_1						1.25	4																																									
monrm063600	AttackNpc	峨眉天池守卫弟子		6	1	29		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm063601	AttackNpc	峨眉天池守卫弟子		6	1	29		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm063700	AttackNpc	可疑的村民		6	1	30		1			1	0	10	0	npc\worldnpc403		0.910314	icon\funcnpc\worldnpc403.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm063800	AttackNpc	天剑门弟子		6	1	30		2			1	0	10	0	npc\monster235		0.915	icon\monster\monster235.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm063900	AttackNpc	山下流氓		6	1	23		1			1	0	10	0	npc\monster036		1.030654	icon\monster\monster036.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm064000	AttackNpc	鬼祟的黑衣人		6	1	23		1			1	0	10	0	npc\monster058		0.857726	icon\monster\monster058.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm064100	AttackNpc	拦路强盗		6	1	20		1			1	0	10	0	npc\monster036		1.030654	icon\monster\monster036.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm064200	AttackNpc	切磋小师妹		6	1	10		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm064300	AttackNpc	青竹帮刺客		6	1	11		1			1	0	10	0	npc\monster133		0.918037	icon\monster\monster133.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm064400	AttackNpc	黑衣人		6	1	14		1			1	0	10	0	npc\monster072		0.857726	icon\monster\monster058.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.3	4.5																																									
monrm064500	AttackNpc	青竹帮小头目		6	1	11		1			1	0	10	0	npc\monster115		0.915409	icon\monster\monster115.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm064600	AttackNpc	峨眉弟子		6	1	40		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm064700	AttackNpc	邪派中人		6	1	41		1			1	0	10	0	npc\monster235		0.915	icon\monster\monster235.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
																																																																																										
monrm064900	AttackNpc	神秘黑衣人		6	1	11		1			1	0	10	0	npc\monster058		0.857726	icon\monster\monster058.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm065000	AttackNpc	黑衣杀手		6	1	15		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm065100	AttackNpc	峨眉荷系弟子		6	1	38		1			1	0	10	0	npc\monster187		0.87	icon\monster\monster187.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm065200	AttackNpc	盗贼		6	1	39		1			1	0	10	0	npc\monster115		0.915409	icon\monster\monster115.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm065300	AttackNpc	野猴子		6	1	30		1			1	0	10	0	npc\monster600		0.645	icon\monster\monster600.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.5	3.2																						3500																			
monrm065400	AttackNpc	锦衣卫		6	1	30		1			1	0	10	0	npc\monster121		1.058118	icon\monster\monster121.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm065500	AttackNpc	大蛇		6	1	32		1			1	0	10	0	npc\monster117		0.989951	icon\monster\monster117.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1	-1																						3500																			
monrm065600	AttackNpc	仙霞派弟子		6	1	30		1			1	0	10	0	npc\worldnpc522		0.965	icon\funcnpc\worldnpc522.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm065700	AttackNpc	拦路高手		6	1	32		2			1	0	10	0	npc\worldnpc574		0.915	icon\funcnpc\worldnpc574.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm065800	AttackNpc	峨眉派弟子		6	1	27		1			1	0	10	0	npc\worldnpc469		0.865	icon\funcnpc\worldnpc469.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm065900	AttackNpc	青竹帮追杀者		6	1	28		1			1	0	10	0	npc\monster235		0.915	icon\monster\monster235.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm066000	AttackNpc	锦衣卫弟子		6	1	28		1			1	0	10	0	npc\worldnpc522		0.965	icon\funcnpc\worldnpc522.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm066100	AttackNpc	峨眉高级弟子		6	1	28		1			1	0	10	0	npc\monster050		0.832025	icon\monster\monster050.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm066200	AttackNpc	柳凤心腹		6	1	28		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm066300	AttackNpc	武当弟子		6	1	28		1			1	0	10	0	npc\worldnpc053		0.970371	icon\funcnpc\worldnpc053.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																						3500																			
monrm066400	AttackNpc	峨眉护卫弟子		6	1	28		1			1	0	10	0	npc\monster050		0.832025	icon\monster\monster050.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm066500	AttackNpc	苏玉竹		6	1	30		3			1	0	10	0	npc\worldnpc381		0.859723	icon\funcnpc\worldnpc381.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm066600	AttackNpc	峨眉弟子		6	1	39		1			1	0	10	0	npc\worldnpc469		0.865	icon\funcnpc\worldnpc469.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																						3500																			
monrm066700	AttackNpc	神秘江湖人		6	1	39		1			1	0	10	0	npc\monster262		0.92	icon\monster\monster262.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.3	4																																									
monrm066800	AttackNpc	恶霸		6	1	40		1			1	0	10	0	npc\monster313		0.905	icon\monster\monster313.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.3	4																																									
monrm066900	AttackNpc	青竹帮杀手		6	1	10		1			1	0	10	0	npc\monster235		0.915	icon\monster\monster235.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.3	4																																									
monrm067000	AttackNpc	刺客		6	1	40		1			1	0	10	0	npc\monster247		0.92	icon\monster\monster247.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.3	4																																									
monrm067001	AttackNpc	神秘黑衣人		6	1	16		1			1	0	10	0	npc\monster247		0.92	icon\monster\monster247.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.3	4																																									
monrm067002	AttackNpc	保镖		6	1	17		1			1	0	10	0	npc\monster313		0.905	icon\monster\monster313.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.3	4																																									
monrm067003	AttackNpc	七色地狱恶徒		6	1	17		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm067007	AttackNpc	七色地狱恶徒		6	1	17		1			1	0	10	0	npc\monster078		0.892101	icon\monster\monster078.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm067004	AttackNpc	七色地狱精英		6	1	17		1			1	0	10	0	npc\monster043		0.928146	icon\monster\monster043.png									0	0				2	40	20	60		0	5	15			hand_0			-1			1.2	3.5																																									
monrm067005	AttackNpc	五仙教弟子		6	1	18		1			1	0	10	0	npc\monster047		0.906333	icon\monster\monster047.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm067006	AttackNpc	青竹帮刺客		6	1	19		1			1	0	10	0	npc\monster133		0.918037	icon\monster\monster133.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm067700	AttackNpc	黑衣暗杀者		6	1	26		1			1	0	10	0	npc\monster058		0.857726	icon\monster\monster058.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm067701	AttackNpc	盗贼		6	1	15		2			1	0	10	0	npc\monster115		0.915409	icon\monster\monster115.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm067702	AttackNpc	青竹帮余党		6	1	11		1			1	0	10	0	npc\monster134		0.879219	icon\monster\monster134.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm067703	AttackNpc	黑衣人		6	1	11		1			1	0	10	0	npc\monster058		0.857726	icon\monster\monster058.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm067704	AttackNpc	青竹帮帮众		6	1	29		1			1	0	10	0	npc\monster235		0.915	icon\monster\monster235.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm067705	AttackNpc	峨眉守卫弟子		6	1	29		1			1	0	10	0	npc\worldnpc382		0.860046	icon\funcnpc\worldnpc382.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm067706	AttackNpc	沐云庄弟子		6	1	29		1			1	0	10	0	npc\worldnpc558		0.915	icon\funcnpc\worldnpc558.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm067707	AttackNpc	峨眉山贼		6	1	8		1			1	0	10	0	npc\monster036		1.030654	icon\monster\monster036.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monrm067708	AttackNpc	峨眉执法弟子		6	1	8		1			1	0	10	0	npc\worldnpc203		0.872345	icon\funcnpc\worldnpc203.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
monrm067714	AttackNpc	五仙教杀手		6	6	67		1			1	1	10	0	npc\monster047		0.906333	icon\monster\monster047.png				"jn_dcs_001,1,60;jn_dcs_002,1,60"					0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5																																									
