NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	初始动作固定帧播放	碰撞对话规则	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC所属势力	动作集	大逃杀专用	团队显示道具
Worldwarlxc100	CommonNpc	阎如山		8	104	2	2			1.25	4	hand1_1	npc\worldnpc205	1		icon\funcnpc\worldnpc205.png					0				3	0	0			20				1																			1	2		1																													0	10																																															
Worldwarlxc101	CommonNpc	贝齐彭		8	104	2	2			1.25	4	hand1_1	npc\worldnpc207	1		icon\funcnpc\worldnpc207.png					0				3	0	0			20				1																			1	2		1																													0	10																																															
Worldwarlxc102	CommonNpc	祖大荣		8	104	2	2			1.25	4	hand1_1	npc\worldnpc191	1		icon\funcnpc\worldnpc191.png					0				3	0	0			20				1																			1	2		1																													0	10																																															
Worldwarlxc103	CommonNpc	西门大娘		8	104	2	2			1.25	4	hand1_1	npc\worldnpc193	2		icon\funcnpc\worldnpc193.png					0				3	0	0			20				1																			1	2		1																													0	10																																															
Worldwarlxc104	CommonNpc	蓝凤		8	104	2	2			1.25	4	hand1_1	npc\worldnpc201	2		icon\funcnpc\worldnpc201.png					0				3	0	0			20				1																			1	2		1																													0	10																																															
																																																																																																																																					
Worldwarlxc201	CommonNpc	凌霄城宝物收缴人		8	104	2	2			1.25	4	hand1_1	npc\monster071	1		icon\funcnpc\worldnpc1116.png					0				3	0	0			20				1																			1	2		1					30	10	10																							1300																										1699																					
Worldwarlxc202	CommonNpc	冰凌谷宝物收缴人		8	104	2	2			1.25	4	hand1_1	npc\monster390	1		icon\funcnpc\worldnpc1116.png					0				3	0	0			20				1																			1	2		1					30	10	10																							1302																										1699																					
Worldwarlxc203	CommonNpc	雪山圣域宝物收缴人		8	104	2	2			1.25	4	hand1_1	npc\monster178	2		icon\funcnpc\worldnpc1116.png					0				3	0	0			20				1																			1	2		1					30	10	10																							1301																										1699																					
Worldwarlxc204	CommonNpc	血刀门宝物收缴人		8	104	2	2			1.25	4	hand1_1	npc\monster168	1		icon\funcnpc\worldnpc1116.png					0				3	0	0			20				1																			1	2		1					30	10	10																							1303																										1699																					
Worldwarlxc205	CommonNpc	凌霄城物资收集人		8	104	2	2			1.25	4	hand1_1	npc\monster071	1		icon\funcnpc\worldnpc1116.png					0				3	0	0			20				1																			1	2		1																														1300																																															
Worldwarlxc206	CommonNpc	冰灵谷物资收集人		8	104	2	2			1.25	4	hand1_1	npc\monster390	1		icon\funcnpc\worldnpc1116.png					0				3	0	0			20				1																			1	2		1																														1302																																															
Worldwarlxc207	CommonNpc	雪山圣域物资收集人		8	104	2	2			1.25	4	hand1_1	npc\monster178	2		icon\funcnpc\worldnpc1116.png					0				3	0	0			20				1																			1	2		1																														1301																																															
Worldwarlxc208	CommonNpc	血刀门物资收集人		8	104	2	2			1.25	4	hand1_1	npc\monster168	1		icon\funcnpc\worldnpc1116.png					0				3	0	0			20				1																			1	2		1																														1303																																															
																																																																																																																																					
warjudianjiance01	CommonNpc	山下监测点		8	104	2	0						npc\monster168																																																																																																																								
warjudianjiance02	CommonNpc	山下监测点		8	104	2	0						npc\monster168																																																																																																																								
																																																																																																																																					
warjudian001	CommonNpc	据点1		8	104	2	0			1.25	4		npc\itemnpc057								0	npc\clone\worldwar02\worldwarassistant.lua			3	0	0			20				1																																																																																																			
warjudian002	CommonNpc	据点2		8	104	2	0			1.25	4		npc\itemnpc057								0	npc\clone\worldwar02\worldwarstrongpoint.lua			3	0	0			20				1																																																																																																			
																																																																																																																																					
warxd001	CommonNpc	血刀夺旗使者		8	249	2	2			1.25	5	hand1_1	npc\monster168								0				3	0		war_lx_1																																																																																				1826																					
warxd002	CommonNpc	血刀战旗		8	245	2	2			1.25	5	hand1_1	npc\itemnpc786								0				3																																																																																																												
warxd003	CommonNpc	血刀护卫		8	245	2	2			1.25	4	hand1_1	npc\monster168								0				3																																																																																																												
warxd004	CommonNpc	血刀据点长1		8	245	2	2			1.25	4	blade1_1	npc\monster168							b_r_npcitem318	0				3																												59	67							15	3	60			"jn_lxzc_judian_013,1,0;jn_lxzc_judian_014,1,0;jn_lxzc_judian_015,1,0;jn_lxzc_judian_016,1,0"		-1				1				1000	10	2000								1303	"1300,0;1301,0;1302,0"																									1818		1																			
warxd005	CommonNpc	血刀据点长2		8	245	2	2			1.25	4	blade1_1	npc\monster168							b_r_npcitem318	0				3																												59	67							15	3	60			"jn_lxzc_judian_013,1,0;jn_lxzc_judian_014,1,0;jn_lxzc_judian_015,1,0;jn_lxzc_judian_016,1,0"		-1				1				1000	10	2000								1303	"1300,0;1301,0;1302,0"																									1818		1																			
warxd006	CommonNpc	血刀护旗高手		8	245	2	2			1.25	4	blade1_1	npc\monster168							b_r_npcitem318	0				3	0	2			20																							63	67							15	3	60		jn_lxzc_judian_020			-1				1				1000	10	2000								1303	"1300,0;1301,0;1302,0"																											1																			
warxd007	CommonNpc	血刀护旗高手		8	245	2	2			1.25	4	blade1_1	npc\monster168							b_r_npcitem318	0				3	0	2			20																							63	67							15	3	60		jn_lxzc_judian_020			-1				1				1000	10	2000								1303	"1300,0;1301,0;1302,0"																									1831		1																			
warxd008	CommonNpc	血刀据点长3		8	245	2	2			1.25	4	blade1_1	npc\monster168							b_r_npcitem318	0				3																												59	67							15	3	60			"jn_lxzc_judian_013,1,0;jn_lxzc_judian_014,1,0;jn_lxzc_judian_015,1,0;jn_lxzc_judian_016,1,0"		-1				1				1000	10	2000								1303	"1300,0;1301,0;1302,0"																									1818		1																			
warxd009	CommonNpc	血刀据点长4		8	245	2	2			1.25	4	blade1_1	npc\monster168							b_r_npcitem318	0				3																												59	67							15	3	60			"jn_lxzc_judian_013,1,0;jn_lxzc_judian_014,1,0;jn_lxzc_judian_015,1,0;jn_lxzc_judian_016,1,0"		-1				1				1000	10	2000								1303	"1300,0;1301,0;1302,0"																									1818		1																			
warxd010	CommonNpc	血刀据点长5		8	245	2	2			1.25	4	blade1_1	npc\monster168							b_r_npcitem318	0				3																												59	67							15	3	60			"jn_lxzc_judian_013,1,0;jn_lxzc_judian_014,1,0;jn_lxzc_judian_015,1,0;jn_lxzc_judian_016,1,0"		-1				1				1000	10	2000								1303	"1300,0;1301,0;1302,0"																									1818		1																			
																																																																																																																																					
warlx001	CommonNpc	凌霄夺旗使者		8	246	2	2			1.25	5	hand1_1	npc\monster168								0				3	0		war_lx_2																																																																																				1823																					
warlx002	CommonNpc	凌霄战旗		8	242	2	2			1.25	5	hand1_1	npc\itemnpc782								0				3																																																																																																												
warlx003	CommonNpc	凌霄护卫		8	242	2	2			1.25	4	hand1_1	npc\monster168								0				3																																																																																																												
warlx004	CommonNpc	凌霄据点长1		8	242	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_001,1,0;jn_lxzc_judian_002,1,0;jn_lxzc_judian_003,1,0;jn_lxzc_judian_004,1,0"		-1				1				1000	10		2000							1300	"1301,0;1302,0;1303,0"																									1815		1																			
warlx005	CommonNpc	凌霄据点长2		8	242	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_001,1,0;jn_lxzc_judian_002,1,0;jn_lxzc_judian_003,1,0;jn_lxzc_judian_004,1,0"		-1				1				1000	10		2000							1300	"1301,0;1302,0;1303,0"																									1815		1																			
warlx006	CommonNpc	凌霄护旗高手		8	242	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3	0	2																										63	67							15	3	60		jn_lxzc_judian_017			-1				1				1000	10		2000							1300	"1301,0;1302,0;1303,0"																											1																			
warlx007	CommonNpc	凌霄护旗高手		8	242	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3	0	2																										63	67							15	3	60		jn_lxzc_judian_017			-1				1				1000	10		2000							1300	"1301,0;1302,0;1303,0"																									1834		1																			
warlx008	CommonNpc	凌霄据点长3		8	242	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_001,1,0;jn_lxzc_judian_002,1,0;jn_lxzc_judian_003,1,0;jn_lxzc_judian_004,1,0"		-1				1				1000	10		2000							1300	"1301,0;1302,0;1303,0"																									1815		1																			
warlx009	CommonNpc	凌霄据点长4		8	242	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_001,1,0;jn_lxzc_judian_002,1,0;jn_lxzc_judian_003,1,0;jn_lxzc_judian_004,1,0"		-1				1				1000	10		2000							1300	"1301,0;1302,0;1303,0"																									1815		1																			
warlx010	CommonNpc	凌霄据点长5		8	242	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_001,1,0;jn_lxzc_judian_002,1,0;jn_lxzc_judian_003,1,0;jn_lxzc_judian_004,1,0"		-1				1				1000	10		2000							1300	"1301,0;1302,0;1303,0"																									1815		1																			
																																																																																																																																					
warbl001	CommonNpc	冰灵夺旗使者		8	248	2	2			1.25	5	hand1_1	npc\monster168								0				3	0		war_lx_1																																																																																				1825																					
warbl002	CommonNpc	冰灵战旗		8	244	2	2			1.25	5	hand1_1	npc\itemnpc784								0				3																																																																																																												
warbl003	CommonNpc	冰灵护卫		8	244	2	2			1.25	4	hand1_1	npc\monster168								0				3																																																																																																												
warbl004	CommonNpc	冰灵据点长1		8	244	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_009,1,0;jn_lxzc_judian_010,1,0;jn_lxzc_judian_011,1,0;jn_lxzc_judian_012,1,0"		-1				1				1000	10		2000							1302	"1300,0;1301,0;1303,0"																									1817		1																			
warbl005	CommonNpc	冰灵据点长2		8	244	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_009,1,0;jn_lxzc_judian_010,1,0;jn_lxzc_judian_011,1,0;jn_lxzc_judian_012,1,0"		-1				1				1000	10		2000							1302	"1300,0;1301,0;1303,0"																									1817		1																			
warbl006	CommonNpc	冰灵护旗高手		8	244	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3	0	0																										63	67							15	3	60		jn_lxzc_judian_019			-1				1				1000	10		2000							1302	"1300,0;1301,0;1303,0"																											1																			
warbl007	CommonNpc	冰灵护旗高手		8	244	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3	0	0																										63	67							15	3	60		jn_lxzc_judian_019			-1				1				1000	10		2000							1302	"1300,0;1301,0;1303,0"																									1832		1																			
warbl008	CommonNpc	冰灵据点长3		8	244	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_009,1,0;jn_lxzc_judian_010,1,0;jn_lxzc_judian_011,1,0;jn_lxzc_judian_012,1,0"		-1				1				1000	10		2000							1302	"1300,0;1301,0;1303,0"																									1817		1																			
warbl009	CommonNpc	冰灵据点长4		8	244	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_009,1,0;jn_lxzc_judian_010,1,0;jn_lxzc_judian_011,1,0;jn_lxzc_judian_012,1,0"		-1				1				1000	10		2000							1302	"1300,0;1301,0;1303,0"																									1817		1																			
warbl010	CommonNpc	冰灵据点长5		8	244	2	2			1.25	4	sword1_1	npc\monster168							s_r_npcitem417	0				3																												59	67							15	3	60			"jn_lxzc_judian_009,1,0;jn_lxzc_judian_010,1,0;jn_lxzc_judian_011,1,0;jn_lxzc_judian_012,1,0"		-1				1				1000	10		2000							1302	"1300,0;1301,0;1303,0"																									1817		1																			
																																																																																																																																					
warxs001	CommonNpc	圣域夺旗使者		8	247	2	2			1.25	5	hand1_1	npc\monster168								0				3	0		war_lx_1																																																																																				1824																					
warxs002	CommonNpc	圣域战旗		8	243	2	2			1.25	5	hand1_1	npc\itemnpc780								0				3																																																																																																												
warxs003	CommonNpc	圣域护卫		8	243	2	2			1.25	4	hand1_1	npc\monster168								0				3																																																																																																												
warxs004	CommonNpc	圣域据点长1		8	243	2	2			1.25	4	hand1_1	npc\monster168								0				3																												59	67							15	3	60			"jn_lxzc_judian_005,1,0;jn_lxzc_judian_006,1,0;jn_lxzc_judian_007,1,0;jn_lxzc_judian_008,1,0"		-1				1				1000	10		2000							1301	"1300,0;1302,0;1303,0"																									1816		1																			
warxs005	CommonNpc	圣域据点长2		8	243	2	2			1.25	4	hand1_1	npc\monster168								0				3																												59	67							15	3	60			"jn_lxzc_judian_005,1,0;jn_lxzc_judian_006,1,0;jn_lxzc_judian_007,1,0;jn_lxzc_judian_008,1,0"		-1				1				1000	10		2000							1301	"1300,0;1302,0;1303,0"																									1816		1																			
warxs006	CommonNpc	圣域护旗高手		8	243	2	2			1.25	4	hand1_1	npc\monster168								0				3	0	0																										63	67							15	3	60		jn_lxzc_judian_018			-1				1				1000	10		2000							1301	"1300,0;1302,0;1303,0"																											1																			
warxs007	CommonNpc	圣域护旗高手		8	243	2	2			1.25	4	hand1_1	npc\monster168								0				3	0	0																										63	67							15	3	60		jn_lxzc_judian_018			-1				1				1000	10		2000							1301	"1300,0;1302,0;1303,0"																									1833		1																			
warxs008	CommonNpc	圣域据点长3		8	243	2	2			1.25	4	hand1_1	npc\monster168								0				3																												59	67							15	3	60			"jn_lxzc_judian_005,1,0;jn_lxzc_judian_006,1,0;jn_lxzc_judian_007,1,0;jn_lxzc_judian_008,1,0"		-1				1				1000	10		2000							1301	"1300,0;1302,0;1303,0"																									1816		1																			
warxs009	CommonNpc	圣域据点长4		8	243	2	2			1.25	4	hand1_1	npc\monster168								0				3																												59	67							15	3	60			"jn_lxzc_judian_005,1,0;jn_lxzc_judian_006,1,0;jn_lxzc_judian_007,1,0;jn_lxzc_judian_008,1,0"		-1				1				1000	10		2000							1301	"1300,0;1302,0;1303,0"																									1816		1																			
warxs010	CommonNpc	圣域据点长5		8	243	2	2			1.25	4	hand1_1	npc\monster168								0				3																												59	67							15	3	60			"jn_lxzc_judian_005,1,0;jn_lxzc_judian_006,1,0;jn_lxzc_judian_007,1,0;jn_lxzc_judian_008,1,0"		-1				1				1000	10		2000							1301	"1300,0;1302,0;1303,0"																									1816		1																			
																																																																																																																																					
Worldwarlx10001	AttackNpc	凌霄城高手		8		2	2			1.25	4	hand1_1	npc\monster168								0				3	0	0																										31	67													0									1000	25	1	1000																																																						
																																																																																																																																					
	//凌霄战场守卫NPC																																																																																																																																				
Worldwar30001	CommonNpc	重装守卫（凌霄城）		8	242	2	2			1.25	4	sword1_1	npc\monster285		1					s_r_npcitem213	0				3	0	0			30																							32	67		1			1		15	10	60			"jn_lxzc_monnpc_001,1,0;jn_lxzc_monnpc_002,1,0;jn_lxzc_monnpc_003,1,0;jn_lxzc_monnpc_004,1,0"	0	90000		worldwar30001;worldwar30002;worldwar30003;worldwar30004;worldwar30005		1				1000	25		1000							1300	"1301,0;1302,0;1303,0"	0																								1565		1		-1																	
Worldwar30002	CommonNpc	轻装刺客（凌霄城）		8	242	2	2			1.25	4	knife1_1	npc\monster284		1					k_r_npcitem307	0				3	0	0			30																							63	67		1			1		15	10	60			"jn_lxzc_monnpc_005,1,0;jn_lxzc_monnpc_006,1,0;jn_lxzc_monnpc_007,1,0;jn_lxzc_monnpc_010,1,0"	0	90000		worldwar30001;worldwar30002;worldwar30003;worldwar30004;worldwar30005		1				1000	25		1000							1300	"1301,0;1302,0;1303,0"	0																								1569		1		-1																	
Worldwar30003	CommonNpc	轻装守卫（凌霄城）		8	242	2	2			1.25	4	sword1_1	npc\monster283		1					s_r_npcitem213	0				3	0	0			30																							29	67		1			1		15	10	60		jn_lxzc_monnpc_012		0	90000		worldwar30001;worldwar30002;worldwar30003;worldwar30004;worldwar30005		1				1000	25		1000							1300	"1301,0;1302,0;1303,0"	0																								1570		1		-1																	
Worldwar30004	CommonNpc	暗器高手（凌霄城）		8	242	2	2			1.25	4	hand1_2	npc\worldnpc1136		1						0				3	0	0			30																							112	67		1			1		15	10	60		jn_lxzc_monnpc_017	"jn_lxzc_monnpc_013,1,0;jn_lxzc_monnpc_014,1,0;jn_lxzc_monnpc_015,1,0;jn_lxzc_monnpc_016,1,0;jn_lxzc_monnpc_017,1,0"	0	90000		worldwar30001;worldwar30002;worldwar30003;worldwar30004;worldwar30005		1				1000	25		1000							1300	"1301,0;1302,0;1303,0"	0																								1571		1		-1																	
Worldwar30005	CommonNpc	巡逻斥候（凌霄城）		8	242	2	2			1.25	4	sword1_1	npc\monster284		1						0				3	0	0			30																							49	67		1					15	10	60		jn_lxzc_monnpc_004	"jn_lxzc_monnpc_004,1,100"	0	90000		worldwar30001;worldwar30002;worldwar30003;worldwar30004;worldwar30005		1				1000	25		1000							1300	"1301,0;1302,0;1303,0"	0																								1572		1		-1																	
Worldwar30006	CommonNpc	重装守卫（雪山圣域）		8	243	2	2			1.25	4	hand1_1	npc\monster285		1						0				3	0	0			30																							32	67		1			1		15	10	60			"jn_lxzc_xssy_mon_001,1,0;jn_lxzc_xssy_mon_002,1,0;jn_lxzc_xssy_mon_003,1,0;jn_lxzc_monnpc_001,1,0"	0	90000		worldwar30006;worldwar30007;worldwar30008;worldwar30009;worldwar30010		1				1000	25		1000							1301	"1300,0;1302,0;1303,0"	0																								1628		1		-1																	
Worldwar30007	CommonNpc	轻装刺客（雪山圣域）		8	243	2	2			1.25	4	hand1_1	npc\monster284		1						0				3	0	0			30																							63	67		1			1		15	10	60			"jn_lxzc_xssy_mon_004,1,0;jn_lxzc_xssy_mon_005,1,0;jn_lxzc_xssy_mon_006,1,0;jn_lxzc_monnpc_005,1,0"	0	90000		worldwar30006;worldwar30007;worldwar30008;worldwar30009;worldwar30010		1				1000	25		1000							1301	"1300,0;1302,0;1303,0"	0																								1629		1		-1																	
Worldwar30008	CommonNpc	轻装守卫（雪山圣域）		8	243	2	2			1.25	4	hand1_1	npc\monster283		1						0				3	0	0			30																							29	67		1			1		15	10	60			"jn_lxzc_xssy_mon_007,1,0;jn_lxzc_xssy_mon_008,1,0;jn_lxzc_xssy_mon_009,1,0;jn_lxzc_monnpc_009,1,0"	0	90000		worldwar30006;worldwar30007;worldwar30008;worldwar30009;worldwar30010		1				1000	25		1000							1301	"1300,0;1302,0;1303,0"	0																								1630		1		-1																	
Worldwar30009	CommonNpc	暗器高手（雪山圣域）		8	243	2	2			1.25	4	hand1_2	npc\worldnpc1136		1						0				3	0	0			30																							112	67		1			1		15	10	60		jn_lxzc_monnpc_017	"jn_lxzc_xssy_mon_010,1,0;jn_lxzc_xssy_mon_011,1,0;jn_lxzc_xssy_mon_012,1,0;jn_lxzc_monnpc_013,1,0"	0	90000		worldwar30006;worldwar30007;worldwar30008;worldwar30009;worldwar30010		1				1000	25		1000							1301	"1300,0;1302,0;1303,0"	0																								1643		1		-1																	
Worldwar30010	CommonNpc	巡逻斥候（雪山圣域）		8	243	2	2			1.25	4	hand1_1	npc\monster284		1						0				3	0	0			30																							49	67		1					15	10	60		jn_lxzc_xssy_mon_003	"jn_lxzc_xssy_mon_003,1,100"	0	90000		worldwar30006;worldwar30007;worldwar30008;worldwar30009;worldwar30010		1				1000	25		1000							1301	"1300,0;1302,0;1303,0"	0																								1632		1		-1																	
Worldwar30011	CommonNpc	重装守卫（冰灵谷）		8	244	2	2			1.25	4	sword1_1	npc\monster285		1					s_r_npcitem213	0				3	0	0			30																							32	67		1			1		15	10	60			"jn_lxzc_xssy_mon_013,1,0;jn_lxzc_xssy_mon_014,1,0;jn_lxzc_xssy_mon_015,1,0;jn_lxzc_monnpc_001,1,0"	0	90000		worldwar30011;worldwar30012;worldwar30013;worldwar30014;worldwar30015		1				1000	25		1000							1302	"1301,0;1300,0;1303,0"	0																								1633		1		-1																	
Worldwar30012	CommonNpc	轻装刺客（冰灵谷）		8	244	2	2			1.25	4	hand1_1	npc\monster284		1						0				3	0	0			30																							63	67		1			1		15	10	60			"jn_lxzc_xssy_mon_016,1,0;jn_lxzc_xssy_mon_017,1,0;jn_lxzc_xssy_mon_018,1,0;jn_lxzc_monnpc_005,1,0"	0	90000		worldwar30011;worldwar30012;worldwar30013;worldwar30014;worldwar30015		1				1000	25		1000							1302	"1301,0;1300,0;1303,0"	0																								1634		1		-1																	
Worldwar30013	CommonNpc	轻装守卫（冰灵谷）		8	244	2	2			1.25	4	sword1_1	npc\monster283		1					s_r_npcitem213	0				3	0	0			30																							29	67		1			1		15	10	60			"jn_lxzc_xssy_mon_019,1,0;jn_lxzc_xssy_mon_020,1,0;jn_lxzc_xssy_mon_021,1,0;jn_lxzc_monnpc_009,1,0"	0	90000		worldwar30011;worldwar30012;worldwar30013;worldwar30014;worldwar30015		1				1000	25		1000							1302	"1301,0;1300,0;1303,0"	0																								1635		1		-1																	
Worldwar30014	CommonNpc	暗器高手（冰灵谷）		8	244	2	2			1.25	4	hand1_2	npc\worldnpc1136		1						0				3	0	0			30																							112	67		1			1		15	10	60		jn_lxzc_monnpc_017	"jn_lxzc_xssy_mon_022,1,0;jn_lxzc_xssy_mon_023,1,0;jn_lxzc_xssy_mon_024,1,0;jn_lxzc_monnpc_013,1,0"	0	90000		worldwar30011;worldwar30012;worldwar30013;worldwar30014;worldwar30015		1				1000	25		1000							1302	"1301,0;1300,0;1303,0"	0																								1636		1		-1																	
Worldwar30015	CommonNpc	巡逻斥候（冰灵谷）		8	244	2	2			1.25	4	sword1_1	npc\monster284		1					s_r_npcitem213	0				3	0	0			30																							49	67		1					15	10	60		jn_lxzc_xssy_mon_014	"jn_lxzc_xssy_mon_014,1,100"	0	90000		worldwar30011;worldwar30012;worldwar30013;worldwar30014;worldwar30015		1				1000	25		1000							1302	"1301,0;1300,0;1303,0"	0																								1637		1		-1																	
Worldwar30016	CommonNpc	重装守卫（血刀门）		8	245	2	2			1.25	4	blade1_1	npc\monster285		1					b_r_npcitem348	0				3	0	0			30																							32	67		1			1		15	10	60			"jn_lxzc_xssy_mon_025,1,0;jn_lxzc_xssy_mon_026,1,0;jn_lxzc_xssy_mon_027,1,0;jn_lxzc_monnpc_001,1,0;jn_lxzc_xssy_mon_037,1,0"	0	90000		worldwar30016;worldwar30017;worldwar30018;worldwar30019;worldwar30020		1				1000	25		1000							1303	"1301,0;1300,0;1302,0"	0																								1638		1		-1																	
Worldwar30017	CommonNpc	轻装刺客（血刀门）		8	245	2	2			1.25	4	blade1_1	npc\monster284		1					b_r_npcitem348	0				3	0	0			30																							63	67		1			1		15	10	60			"jn_lxzc_xssy_mon_028,1,0;jn_lxzc_xssy_mon_029,1,0;jn_lxzc_xssy_mon_030,1,0;jn_lxzc_monnpc_005,1,0"	0	90000		worldwar30016;worldwar30017;worldwar30018;worldwar30019;worldwar30020		1				1000	25		1000							1303	"1301,0;1300,0;1302,0"	0																								1639		1		-1																	
Worldwar30018	CommonNpc	轻装守卫（血刀门）		8	245	2	2			1.25	4	blade1_1	npc\monster283		1					b_r_npcitem348	0				3	0	0			30																							29	67		1			1		15	10	60			"jn_lxzc_xssy_mon_031,1,0;jn_lxzc_xssy_mon_032,1,0;jn_lxzc_xssy_mon_033,1,0;jn_lxzc_monnpc_009,1,0"	0	90000		worldwar30016;worldwar30017;worldwar30018;worldwar30019;worldwar30020		1				1000	25		1000							1303	"1301,0;1300,0;1302,0"	0																								1640		1		-1																	
Worldwar30019	CommonNpc	暗器高手（血刀门）		8	245	2	2			1.25	4	hand1_2	npc\worldnpc1136		1						0				3	0	0			30																							112	67		1			1		15	10	60		jn_lxzc_monnpc_017	"jn_lxzc_xssy_mon_034,1,0;jn_lxzc_xssy_mon_035,1,0;jn_lxzc_xssy_mon_036,1,0;jn_lxzc_monnpc_013,1,0"	0	90000		worldwar30016;worldwar30017;worldwar30018;worldwar30019;worldwar30020		1				1000	25		1000							1303	"1301,0;1300,0;1302,0"	0																								1641		1		-1																	
Worldwar30020	CommonNpc	巡逻斥候（血刀门）		8	245	2	2			1.25	4	blade1_1	npc\monster284		1					b_r_npcitem348	0				3	0	0			30																							49	67		1					15	10	60		jn_lxzc_xssy_mon_025	"jn_lxzc_xssy_mon_025,1,0"	0	90000		worldwar30016;worldwar30017;worldwar30018;worldwar30019;worldwar30020		1				1000	25		1000							1303	"1301,0;1300,0;1302,0"	0																								1642		1		-1																	
Worldwar30021	CommonNpc	雪猿		8	243	2	2			1.25	4	hand_0	npc\petm_c_1001		1						0				3	0	0			30																							152	67		1			1		15	10	60			"jn_lxzc_lxcnpc_007,1,0;jn_lxzc_lxcnpc_008,1,0;jn_lxzc_lxcnpc_009,1,0"	0	-1		worldwar30006;worldwar30007;worldwar30008;worldwar30009;worldwar30010		1				1000	25		1000							1301	"1300,0;1302,0;1303,0"	0																								1774		1		-1																	
Worldwar30022	CommonNpc	城主亲卫		8	242	2	2			1.25	4	sword1_1	npc\monster285		1					s_r_npcitem213	0				3	0	0			30																							29	67		1			1		15	10	60			"jn_lxzc_lxcnpc_004,1,0;jn_lxzc_lxcnpc_005,1,0;jn_lxzc_lxcnpc_006,1,0;jn_lxzc_lxcnpc_010,1,0"	0	-1		worldwar30001;worldwar30002;worldwar30003;worldwar30004;worldwar30005		1				1000	25		1000							1300	"1301,0;1302,0;1303,0"	0																								1773		1		-1																	
Worldwar30023	CommonNpc	外出寻宝人（凌霄城）		8	242	2	2			1.25	4	sword1_1	npc\monster283		1					s_r_npcitem213	0				3	0	0			30																							6	67		1			1		15	10	60			"jn_lxzc_monnpc_009,1,0;jn_lxzc_monnpc_012,1,0;jn_lxzc_monnpc_011,1,0;jn_lxzc_monnpc_008,1,0"	0	90000		worldwar30001;worldwar30002;worldwar30003;worldwar30004;worldwar30005		1				1000	25		1000							1300	"1301,0;1302,0;1303,0"	0																										1		-1																	
