NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	Í£ÁôÊ±¼ä	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý1	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	ÉúÆ½	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	Ö÷¶¯±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ËùÊô°ï»áµØ¿é±àºÅ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	Ö±½Ó´¥·¢	·ÀÓù¸ÅÂÊÊôÐÔ	µØÎ»ÆÀ·Ö	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	NPCÓÅÏÈÏÔÊ¾	´æÔÚÊ±¼ä
WorldNpc06997	CommonNpc	ºÎÓñ¿ü		8	107	2	2			1.25	4	hand1_1	npc\monster458			icon\monster\monster458.png					0	npc\clone\CJ\npc_talk_qiecuo.lua		3	0	0			20				1			9	1	2	talkrule090102			1				162;173;179;205;156					1	2		1											1						1		2000	15		2000						1		0	10						30759;30764;	30758;30761;30768;														1			5				
WorldNpc06998	CommonNpc	¸¥ÁÖ		8	107	2	2			1.25	4	hand1_1	npc\monster235			icon\monster\monster235.png					0			3	0	0			20				1			7	1	2	talkrule070102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						30760;	30759;														1			3				
WorldNpc06999	CommonNpc	Àî¶þ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0			3	0	0			20				1			7	5	2	talkrule070502							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						30761;	30760;														1			1				
WorldNpc07000	CommonNpc	Ö£Í¯		8	107	2	2			1.25	4	hand1_1	npc\worldnpc180			icon\funcnpc\worldnpc180.png					0			3	0	0			20				1			7	5	2	talkrule070502							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			1				
																																														162;173;179;205																																							10																												
																																														162;173;179;205																																							10																												
																																														162;173;179;205																																							10																												
WorldNpc07001	CommonNpc	´ï¹þ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc624			icon\funcnpc\worldnpc624.png					0			3	0	0			20	prop_QiTaMenPai_1			1			8	4	2	talkrule080402			1				162;173;179;205;156					1	41		1											1						1		2000	15		2000						1		0	10						22742;	22740;														1			3				
WorldNpc07002	CommonNpc	ÇØÂ¹		8	107	2	2			1.25	4	hand1_1	npc\worldnpc191			icon\funcnpc\worldnpc191.png					0			3	0	0			20	prop_QiTaMenPai_1			1			1	3	3	talkrule010303			1				162;173;179;205;156					1	35		1											1						1		2000	15		2000						1		0	10						44568;44569;44570;22736;22759;22765;22766;	44565;44568;44569;22733;22758;22764;22765;														1			4				
WorldNpc07003	CommonNpc	ÎÚÀ­ºôÌ¨		8	107	2	2			1.25	4	hand1_1	npc\worldnpc618			icon\funcnpc\worldnpc618.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						22745;22760;22761;	22742;22759;22760;														1			5				
WorldNpc07004	CommonNpc	Ë¾ÈÕ¹ÅÀÕ		8	107	2	2			1	3	hand_0	npc\monster053			icon\monster\monster053.png					0			3	0	0			20				1			9	1	2	talkrule090102			1				162;173;179;205;156					1	41		1											1						1		2000	15		2000						1		0	10																					1			5				
WorldNpc07005	CommonNpc	°×º±³Ï		8	107	2	2			1.25	4	hand1_1	npc\worldnpc514			icon\funcnpc\worldnpc514.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07006	CommonNpc	°Íæ¼ÈÚ		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc025			icon\funcnpc\worldnpc025.png					0			3	0	0			20				1			7	2	4	talkrule070204							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07007	CommonNpc	Ã«Ã«		8	107	2	2			1.25	4	hand1_1	npc\worldnpc424			icon\funcnpc\worldnpc424.png					0			3	0	0			20				1			7	2	7	talkrule070207							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc07008	CommonNpc	¶¹¶¹		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc431			icon\funcnpc\worldnpc431.png					0			3	0	0			20				1			7	2	7	talkrule070207							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc07009	CommonNpc	Î×Öñ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc561.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07010	CommonNpc	³ÉºÚ»Ô		8	107	2	2			1.25	4	hand1_1	npc\worldnpc562			icon\funcnpc\worldnpc562.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07011	CommonNpc	Á÷²»·³		8	107	2	2			1.25	4	hand1_1	npc\worldnpc513			icon\funcnpc\worldnpc513.png					0			3	0	0			20				1			9	1	1	talkrule090101							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84106;	84106;														1			2				
WorldNpc07012	CommonNpc	Íõôå		8	107	2	2			1.25	4	hand1_1	npc\worldnpc419			icon\funcnpc\worldnpc419.png					0			3	0	0			20				1			9	1	1	talkrule090101							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							5105;														1			2				
WorldNpc07013	CommonNpc	Ð°Ð¦		8	107	2	2			1.25	4	hand1_1	npc\worldnpc514			icon\funcnpc\worldnpc514.png					0			3	0	0			20				1			9	1	1	talkrule090101							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84107;															1			2				
WorldNpc07014	CommonNpc	Ò×ÇÙÇÙ		8	107	2	2			1	4	hand_0	npc\worldnpc602			icon\funcnpc\worldnpc602.png					0			3	0	0			20				1			7	3	1	talkrule070301							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84107;														1			2				
WorldNpc07015	CommonNpc	Àî½¨		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc405			icon\funcnpc\worldnpc405.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07016	CommonNpc	°²´ï		8	107	2	2			1.25	4	hand1_1	npc\monster482			icon\monster\monster482.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84103;	84103;														1			5				
WorldNpc07017	CommonNpc	ÆàÃÀÃÀ		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc240			icon\funcnpc\worldnpc240.png					0			3	0	0			20				1			7	2	6	talkrule070206							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84104;	84104;														1			2				
WorldNpc07018	CommonNpc	Ð¤ÑÔ		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc509			icon\funcnpc\worldnpc509.png					0			3	0	0			20				1			1	5	4	talkrule010504							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84110;	84110;														1			3				
WorldNpc07019	CommonNpc	è°ÔÆ		8	107	2	2			1.25	4	hand1_1	npc\monster379			icon\monster\monster379.png					0			3	0	0			20				1			1	5	4	talkrule010504							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84111;	84111;														1			3				
WorldNpc07020	CommonNpc	ÐìÒÀÌì		8	107	2	2			1.25	4	hand1_1	npc\monster339			icon\monster\monster339.png					0			3	0	0			20				1			7	1	9	talkrule070109							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84113;	84113;														1			3				
WorldNpc07021	CommonNpc	ºÂºº		8	107	2	2			1.25	4	hand1_1	npc\worldnpc099			icon\funcnpc\worldnpc099.png					0			3	0	0			20				1			1	8	6	talkrule010806							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84114;	84114;														1			2				
WorldNpc07022	CommonNpc	ÁèÒä·æ		8	107	2	2			1.25	4	hand1_1	npc\monster114			icon\monster\monster114.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84123;															1			2				
WorldNpc07023	CommonNpc	Ò¶Ë¼Áé		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc179			icon\funcnpc\worldnpc179.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84123;														1			2				
WorldNpc07024	CommonNpc	°ØÀ½		8	107	2	2			1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0			3	0	0			20				1			7	1	5	talkrule070105							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84124;															1			3				
WorldNpc07025	CommonNpc	»ªÙ»		8	107	2	2			1.2	4.8	hand1_2	npc\worldnpc182			icon\funcnpc\worldnpc182.png					0			3	0	0			20				1			9	1	1	talkrule090101							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84124;														1			2				
WorldNpc07026	CommonNpc	ºúÐÄÔÃ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc239			icon\funcnpc\worldnpc239.png					0			3	0	0			20				1			7	7	8	talkrule070708							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84115;															1			5				
WorldNpc07027	CommonNpc	ÓÚÍû		8	107	2	2			1	4.8	hand1_2	npc\worldnpc274			icon\funcnpc\worldnpc274.png					0			3	0	0			20				1			6	2	1	talkrule060201							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84115;														1			4				
WorldNpc07028	CommonNpc	ÌïË¼Ë¼		8	107	2	2			1	4	hand_0	npc\monster560			icon\monster\monster350.png					0			3	0	0			20				1			7	2	6	talkrule070206							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84116;															1			2				
WorldNpc07029	CommonNpc	×¯Ð¡ÃÎ		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc504			icon\funcnpc\worldnpc504.png					0			3	0	0			20				1			8	1	2	talkrule080102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84116;														1			7				
WorldNpc07030	CommonNpc	ÁÎÒ»Æ¬		8	107	2	2			1.25	4	hand1_1	npc\monster036			icon\monster\monster036.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84117;															1			5				
WorldNpc07031	CommonNpc	¹ÈÏ²		8	107	2	2			1.25	4	hand1_1	npc\monster036			icon\monster\monster036.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84117;														1			5				
WorldNpc07032	CommonNpc	ÑîÖ¾		8	107	2	2			1.2	3.5	hand1_1	npc\monster043			icon\monster\monster043.png					0			3	0	0			20				1			7	7	8	talkrule070708							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84101;	84101;														1			5				
WorldNpc07033	CommonNpc	Â½ÏÍ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc312			icon\funcnpc\worldnpc312.png					0			3	0	0			20				1			7	1	12	talkrule070112							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07034	CommonNpc	ÎâÐ¡Ð¡		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc374			icon\funcnpc\worldnpc374.png					0			3	0	0			20				1			8	1	6	talkrule080106							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07035	CommonNpc	¶­À×		8	107	2	2			1.25	4	hand1_1	npc\monster254			icon\monster\monster254.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			5				
WorldNpc07036	CommonNpc	·¶¸Õ		8	107	2	2			1.25	4	hand1_1	npc\monster254			icon\monster\monster254.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84118;	84118;														1			5				
WorldNpc07037	CommonNpc	¹±ÁáÁ¢		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0			3	0	0			20				1			7	5	4	talkrule070504							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07038	CommonNpc	Â½Õý±±		8	107	2	2			1.25	4	hand1_1	npc\worldnpc200			icon\funcnpc\worldnpc200.png					0			3	0	0			20				1			6	2	1	talkrule060201							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07039	CommonNpc	ÅØÒÊÔ´		8	107	2	2			1.25	4	hand1_1	npc\monster103			icon\monster\monster103.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84119;														1			2				
WorldNpc07040	CommonNpc	É£Çà		8	107	2	2			1.25	4	hand1_1	npc\monster283			icon\monster\monster283.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84119;															1			5				
WorldNpc07041	CommonNpc	Â¬ÎÅ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc137			icon\funcnpc\worldnpc137.png					0			3	0	0			20				1			7	6	3	talkrule070603							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84108;															1			4				
WorldNpc07042	CommonNpc	Ìï¸Õ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc190			icon\funcnpc\worldnpc190.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84108;														1			2				
WorldNpc07043	CommonNpc	°¢´ï¶û		8	107	2	2			1.5	3.6	hand_0	npc\monster040			icon\monster\monster040.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84109;															1			5				
WorldNpc07044	CommonNpc	ÔúÄª		8	107	2	2			1.25	4	hand1_1	npc\monster492			icon\monster\monster492.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84109;														1			5				
WorldNpc07045	CommonNpc	Ô¬îÚ		8	107	2	2			1	4	hand1_1	npc\worldnpc057			icon\funcnpc\worldnpc057.png					0			3	0	0			20				1			1	6	7	talkrule010607							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84112;	84112;														1			2				
WorldNpc07046	CommonNpc	Áè³±		8	107	2	2			1.25	4	hand1_1	npc\worldnpc398			icon\funcnpc\worldnpc398.png					0			3	0	0			20				1			7	6	3	talkrule070603							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84120;															1			4				
WorldNpc07047	CommonNpc	Ôª»Ô		8	107	2	2			1.25	4	hand1_1	npc\worldnpc522			icon\funcnpc\worldnpc522.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84120;														1			2				
WorldNpc07048	CommonNpc	°¢À¼		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc411			icon\funcnpc\worldnpc411.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84121;	84121;														1			5				
WorldNpc07049	CommonNpc	Ò¶Ð¡¿ª		8	107	2	2			1.25	4	hand1_1	npc\worldnpc393			icon\funcnpc\worldnpc393.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84122;															1			2				
WorldNpc07050	CommonNpc	À×µç		8	107	2	2			1.25	4	hand1_1	npc\worldnpc451			icon\funcnpc\worldnpc451.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84122;														1			2				
WorldNpc07051	CommonNpc	ÂåÆÖ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc112			icon\funcnpc\worldnpc112.png					0			3	0	0			20				1			1	1	3	talkrule010103							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84125;	84125;														1			3				
WorldNpc07052	CommonNpc	 º®¿¬		8	107	2	2			1.25	4	hand1_1	npc\worldnpc513			icon\funcnpc\worldnpc513.png					0			3	0	0			20				1			7	1	6	talkrule070106							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07053	CommonNpc	ÅËÔÆ·É		8	107	2	2			1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0			3	0	0			20				1			7	7	5	talkrule070705							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84100;															1			3				
WorldNpc07054	CommonNpc	ÎâÓÃ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84100;														1			2				
WorldNpc07055	CommonNpc	Ôø»ª		8	107	2	2			1.4	3	hand_0	npc\monster329			icon\monster\monster329.png					0			3	0	0			20				1			1	6	7	talkrule010607							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84102;															1			2				
WorldNpc07056	CommonNpc	ÁÖ·²		8	107	2	2			1.25	4	hand1_1	npc\worldnpc519			icon\funcnpc\worldnpc519.png					0			3	0	0			20				1			6	2	2	talkrule060202							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84102;														1			4				
WorldNpc07057	CommonNpc	Ò¦ÏÒ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc521			icon\funcnpc\worldnpc521.png					0			3	0	0			20				1			1	3	3	talkrule010303							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						84105;															1			4				
WorldNpc07058	CommonNpc	Õ¶²¨		8	107	2	2			1.25	4	hand1_1	npc\monster189			icon\monster\monster189.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10							84105;														1			5				
WorldNpc07059	CommonNpc	Éò·¢		8	107	2	2			1.25	4	hand1_1	npc\monster482			icon\monster\monster482.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07060	CommonNpc	»ÝÔÆ·«		8	107	2	2			1.25	4	hand1_1	npc\monster482			icon\monster\monster482.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07061	CommonNpc	ÐíÕñÁÖ		8	107	2	2			1.25	4	hand1_1	npc\monster482			icon\monster\monster482.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07062	CommonNpc	ºÎÎ°		8	107	2	2			1.25	4	hand1_1	npc\monster482			icon\monster\monster482.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07063	CommonNpc	ºú±ø		8	107	2	2			1.25	4	hand1_1	npc\worldnpc233			icon\funcnpc\worldnpc233.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07064	CommonNpc	ÁÖ´óÓÓ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc128			icon\funcnpc\worldnpc128.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07065	CommonNpc	ÕÔ·å		8	107	2	2			1.25	4	hand1_1	npc\worldnpc276			icon\funcnpc\worldnpc276.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07066	CommonNpc	Ëï±ûÌì		8	107	2	2			1.25	4	hand1_1	npc\worldnpc276			icon\funcnpc\worldnpc276.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07067	CommonNpc	ÎâÓÐ²Æ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc276			icon\funcnpc\worldnpc276.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07068	CommonNpc	ºÎÁè·å		8	107	2	2			1.25	4	hand1_1	npc\worldnpc276			icon\funcnpc\worldnpc276.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07069	CommonNpc	¸®³¬		8	107	2	2			1.25	4	hand1_1	npc\worldnpc276			icon\funcnpc\worldnpc276.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07070	CommonNpc	ÎÚÔÆ		8	107	2	2			1.3	4.8	hand1_2	npc\monster352			icon\monster\monster352.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						30765;30768;	30764;30765;														1			2				
WorldNpc07071	CommonNpc	×ÏÁâ		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc085			icon\funcnpc\worldnpc085.png					0			3	0	0			20				1			4	8	2	talkrule040802							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						30601;	30595;														1			2				
WorldNpc07072	CommonNpc	µó×ôµÂ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc456			icon\funcnpc\worldnpc456.png					0			3	0	0			20				1			7	1	9	talkrule070109							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						30602;	30601;														1			3				
WorldNpc07073	CommonNpc	ÕÔÈê¼Ñ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc042			icon\funcnpc\worldnpc042.png					0			3	0	0			20				1			7	1	9	talkrule070109							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						30603;30604;	30602;30603;														1			3				
WorldNpc07074	CommonNpc	ÇàËØ		8	107	2	2			1.3	4.8	hand1_2	npc\worldnpc080			icon\funcnpc\worldnpc080.png					0			3	0	0			20				1			1	6	7	talkrule010607			1				162;173;179;205;156					1	45		1											1						1		2000	15		2000						1		0	10																					1			2				
WorldNpc07075	CommonNpc	Ç®»ÛÁØ		8	107	2	2			1.25	4	hand1_1	npc\worldnpc158			icon\funcnpc\worldnpc158.png					0			3	0	0			20				1			7	2	5	talkrule070205							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						30605;	30604;														1			2				
WorldNpc07076	CommonNpc	ÕÅÔÆÅô		8	107	2	2			1.25	4	hand1_1	npc\monster273			icon\monster\monster273.png					0			3	0	0			20				1			8	4	1	talkrule080401			1				161;210;212;156					1	45		1											1						1		2000	15		2000						1		0	10						30606;30613;	30605;30606;														1			6				
WorldNpc07077	CommonNpc	Ç®ÁèÉª		8	107	2	2			1.25	4	hand1_1	npc\worldnpc312			icon\funcnpc\worldnpc312.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10						30614;30615;30616;	30613;30614;30615;														1			3				
																																																																																					10																												
WorldNpc07101	CommonNpc	ÑàÁÖÉ½		8	107	2	2			1.25	4	hand1_1	npc\monster258			icon\monster\monster258.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10						22728;22739;22740;22748;22751;22758;	22726;22736;22739;22745;22750;22755;22768;														1			4				
WorldNpc07102	CommonNpc	°¢¿áÂòÂòÌá			107	2	2			1.25	4	hand1_1	npc\monster273			icon\monster\monster273.png					0			3	0	0			20				1			6	2	1	talkrule060201			1				159;166;174;200;209					1	41		1											1						1		2000	15		2000						1		0	10						22752;22754;22755;	22751;22753;22754;														1			4				
WorldNpc07103	CommonNpc	ÈüÇúÖÙ			107	2	2			0.65	1.3	hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10						22726;22750;22753;	22724;22748;22752;														1			4				
