NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	刷新时间	格挡类型	世界触发器相关	使用轻功	NPC绑定点	破防几率	破防技能	防御CD	世界战场声威	拾取半径	超过距离就脱战	脱战回血	存在时间	是否理会玩家	优先显示	缩放尺寸	跟随距离	跟随位置	时间轴	动作集	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
citywar03_school04_03	孙月玮	BossNpc		3	317	160		3			1.25	5	dsword3_1		npc\worldnpc776		0.970371	icon\monster\monster143.png				"Boss_jl_zfd01,7,0;Boss_jl_zfd02,7,0;Boss_jl_zfd03,7,0;Boss_jl_zfd04,7,0;Boss_jl_zfd05,7,0;Boss_jl_zfd06,7,0;Boss_jl_zfd07,7,0;Boss_jl_zfd07_sky,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing1,1,0"	7		15	1	1	2	8	60	40						s_r_npcitem411			1																			1000	1	1000	0					20			555	"556,0"	2426	1	-1	-1		15		1		1		3		5												
citywar03_school04_04	雾狐	BossNpc		3	317	160		3			1.25	5	dsword3_1		npc\fbfunnpc00222		0.939206	icon\monster\fbfunnpc00222.png				"Boss_jl_zfd01,7,0;Boss_jl_zfd02,7,0;Boss_jl_zfd03,7,0;Boss_jl_zfd04,7,0;Boss_jl_zfd05,7,0;Boss_jl_zfd06,7,0;Boss_jl_zfd07,7,0;Boss_jl_zfd07_sky,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing1,1,0"	7		15	1	1	2	8	60	40						s_r_npcitem411			1																			1000	1	1000	0					20			555	"556,0"	2426	1	-1	-1		15		1		1		3		5												
citywar03_school04_05	桀昂	BossNpc		3	317	160		3			1.25	5	dsword3_1		npc\worldnpc779		0.887166	icon\funcnpc\worldnpc544.png				"Boss_jl_zfd01,7,0;Boss_jl_zfd02,7,0;Boss_jl_zfd03,7,0;Boss_jl_zfd04,7,0;Boss_jl_zfd05,7,0;Boss_jl_zfd06,7,0;Boss_jl_zfd07,7,0;Boss_jl_zfd07_sky,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing1,1,0"	7		15	1	1	2	8	60	40						s_r_npcitem411			1																			1000	1	1000	0					20			555	"556,0"	2426	1	-1	-1		15		1		1		3		5												
																																																																																																	
	//唐门BOSS-school05																																																																																																
citywar03_school05_01	唐天行	BossNpc		4	316	160		4			1.25	5	knife1_2		npc\fbboss003004_1		0.9	icon\monster\fbboss003004.png				"PVE_special_1,1,30;Boss_tm_jsc01,7,0;Boss_tm_jsc02,7,0;Boss_tm_jsc03,7,0;Boss_tm_jsc04,7,0;Boss_tm_jsc05,7,0;Boss_tm_jsc06,7,0;Boss_tm_jsc07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7		15	1	1	2	8	60	40						k_r_503			1																			1000	1	1000	0					20		Npc_tm_jsc07	555	"556,0"	2427	1	-1	-1		15		1		1		3		5												
citywar03_school05_02	唐梁	BossNpc		3	317	160		3			1.25	5	knife1_2		npc\worldnpc534		0.925	icon\funcnpc\worldnpc534.png				"Boss_tm_jsc01,7,0;Boss_tm_jsc02,7,0;Boss_tm_jsc03,7,0;Boss_tm_jsc04,7,0;Boss_tm_jsc05,7,0;Boss_tm_jsc06,7,0;Boss_tm_jsc07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7		15	1	1	2	8	60	40						k_r_503			1																			1000	1	1000	0					20		Npc_tm_jsc07	555	"556,0"	2427	1	-1	-1		15		1		1		3		5												
citywar03_school05_03	唐四公	BossNpc		3	317	160		3			1.25	5	knife1_2		npc\worldnpc245		0.897269	icon\funcnpc\worldnpc245.png				"Boss_tm_jsc01,7,0;Boss_tm_jsc02,7,0;Boss_tm_jsc03,7,0;Boss_tm_jsc04,7,0;Boss_tm_jsc05,7,0;Boss_tm_jsc06,7,0;Boss_tm_jsc07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7		15	1	1	2	8	60	40						k_r_503			1																			1000	1	1000	0					20		Npc_tm_jsc07	555	"556,0"	2427	1	-1	-1		15		1		1		3		5												
citywar03_school05_04	唐少昂	BossNpc		3	317	160		3			1.25	5	knife1_2		npc\worldnpc725		0.905	icon\monster\monster258.png				"Boss_tm_jsc01,7,0;Boss_tm_jsc02,7,0;Boss_tm_jsc03,7,0;Boss_tm_jsc04,7,0;Boss_tm_jsc05,7,0;Boss_tm_jsc06,7,0;Boss_tm_jsc07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7		15	1	1	2	8	60	40						k_r_503			1																			1000	1	1000	0					20		Npc_tm_jsc07	555	"556,0"	2427	1	-1	-1		15		1		1		3		5												
citywar03_school05_05	唐解语	BossNpc		3	317	160		3			1.25	5	knife1_2		npc\worldnpc377		0.853696	icon\funcnpc\worldnpc377.png				"Boss_tm_jsc01,7,0;Boss_tm_jsc02,7,0;Boss_tm_jsc03,7,0;Boss_tm_jsc04,7,0;Boss_tm_jsc05,7,0;Boss_tm_jsc06,7,0;Boss_tm_jsc07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7		15	1	1	2	8	60	40						k_r_503			1																			1000	1	1000	0					20		Npc_tm_jsc07	555	"556,0"	2427	1	-1	-1		15		1		1		3		5												
																																																																																																	
	//峨眉BOSS-school06																																																																																																
citywar03_school06_01	绝尘师太	BossNpc		4	316	160		4			1.25	5	dknife2_2		npc\worldnpc1113		0.908137	icon\funcnpc\worldnpc1113.png				"PVE_special_1,1,30;Boss_em_lbc01,7,0;jn_tg_yanxing,1,0;Boss_em_lbc02,7,0;Boss_em_lbc03,7,0;Boss_em_lbc04,7,0;Boss_em_lbc05,7,0;Boss_em_lbc06,7,0;Boss_em_lbc07,7,0;Boss_em_lbc08,7,0;Boss_em_lbc06_sky,7,0;jn_tg_yanxing1,1,0"	7		15	1	1	2	8	60	40						dk_rl_npcitem392			1																			1000	1	1000	0					20			555	"556,0"	2428	1	-1	-1		15		1		1		3		5												
citywar03_school06_02	沐蝶音	BossNpc		3	317	160		3			1.25	5	dknife2_2		npc\worldnpc745		0.955	icon\funcnpc\worldnpc529.png				"Boss_em_lbc01,7,0;jn_tg_yanxing,1,0;Boss_em_lbc02,7,0;Boss_em_lbc03,7,0;Boss_em_lbc04,7,0;Boss_em_lbc05,7,0;Boss_em_lbc06,7,0;Boss_em_lbc07,7,0;Boss_em_lbc08,7,0;Boss_em_lbc06_sky,7,0;jn_tg_yanxing1,1,0"	7		15	1	1	2	8	60	40						dk_rl_npcitem392			1																			1000	1	1000	0					20			555	"556,0"	2428	1	-1	-1		15		1		1		3		5												
citywar03_school06_03	华真絮	BossNpc		3	317	160		3			1.25	5	dknife2_2		npc\worldnpc057		0.865	icon\funcnpc\worldnpc382.png				"Boss_em_lbc01,7,0;jn_tg_yanxing,1,0;Boss_em_lbc02,7,0;Boss_em_lbc03,7,0;Boss_em_lbc04,7,0;Boss_em_lbc05,7,0;Boss_em_lbc06,7,0;Boss_em_lbc07,7,0;Boss_em_lbc08,7,0;Boss_em_lbc06_sky,7,0;jn_tg_yanxing1,1,0"	7		15	1	1	2	8	60	40						dk_rl_npcitem392			1																			1000	1	1000	0					20			555	"556,0"	2428	1	-1	-1		15		1		1		3		5												
citywar03_school06_04	崔益鸾	BossNpc		3	317	160		3			1.25	5	dknife2_2		npc\worldnpc502		0.955	icon\funcnpc\worldnpc502.png				"Boss_em_lbc01,7,0;jn_tg_yanxing,1,0;Boss_em_lbc02,7,0;Boss_em_lbc03,7,0;Boss_em_lbc04,7,0;Boss_em_lbc05,7,0;Boss_em_lbc06,7,0;Boss_em_lbc07,7,0;Boss_em_lbc08,7,0;Boss_em_lbc06_sky,7,0;jn_tg_yanxing1,1,0"	7		15	1	1	2	8	60	40						dk_rl_npcitem392			1																			1000	1	1000	0					20			555	"556,0"	2428	1	-1	-1		15		1		1		3		5												
citywar03_school06_05	衣若熏	BossNpc		3	317	160		3			1.25	5	dknife2_2		npc\worldnpc055		0.955	icon\funcnpc\worldnpc528.png				"Boss_em_lbc01,7,0;jn_tg_yanxing,1,0;Boss_em_lbc02,7,0;Boss_em_lbc03,7,0;Boss_em_lbc04,7,0;Boss_em_lbc05,7,0;Boss_em_lbc06,7,0;Boss_em_lbc07,7,0;Boss_em_lbc08,7,0;Boss_em_lbc06_sky,7,0;jn_tg_yanxing1,1,0"	7		15	1	1	2	8	60	40						dk_rl_npcitem392			1																			1000	1	1000	0					20			555	"556,0"	2428	1	-1	-1		15		1		1		3		5												
																																																																																																	
	//武当BOSS-school07																																																																																																
citywar03_school07_01	紫阳真人	BossNpc		4	316	160		4			1.25	5	sword1_1		npc\worldnpc1116		0.94	icon\funcnpc\worldnpc1116.png				"PVE_special_1,1,30;Boss_wd_qfjf01,7,0;Boss_wd_qfjf02,7,0;Boss_wd_qfjf03,7,0;Boss_wd_qfjf04,7,0;Boss_wd_qfjf05,7,0;Boss_wd_qfjf06,7,0;Boss_wd_qfjf07,7,0;Boss_wd_qfjf02_sky,7,0;Boss_wd_qfjf06_sky,7,0"	7		15	1	1	2	8	60	40						s_r_229			1																			1000	1	1000	0					20		Npc_wd_qfjf01	555	"556,0"	2429	1	-1	-1		15		1		1		3		5												
citywar03_school07_02	天机子	BossNpc		3	317	160		3			1.25	5	sword1_1		npc\worldnpc225		0.939206	icon\funcnpc\worldnpc197.png				"Boss_wd_qfjf01,7,0;Boss_wd_qfjf02,7,0;Boss_wd_qfjf03,7,0;Boss_wd_qfjf04,7,0;Boss_wd_qfjf05,7,0;Boss_wd_qfjf06,7,0;Boss_wd_qfjf07,7,0;Boss_wd_qfjf02_sky,7,0;Boss_wd_qfjf06_sky,7,0"	7		15	1	1	2	8	60	40						s_r_229			1																			1000	1	1000	0					20		Npc_wd_qfjf01	555	"556,0"	2429	1	-1	-1		15		1		1		3		5												
citywar03_school07_03	玉旋子	BossNpc		3	317	160		3			1.25	5	sword1_1		npc\worldnpc052		0.911459	icon\funcnpc\worldnpc225.png				"Boss_wd_qfjf01,7,0;Boss_wd_qfjf02,7,0;Boss_wd_qfjf03,7,0;Boss_wd_qfjf04,7,0;Boss_wd_qfjf05,7,0;Boss_wd_qfjf06,7,0;Boss_wd_qfjf07,7,0;Boss_wd_qfjf02_sky,7,0;Boss_wd_qfjf06_sky,7,0"	7		15	1	1	2	8	60	40						s_r_229			1																			1000	1	1000	0					20		Npc_wd_qfjf01	555	"556,0"	2429	1	-1	-1		15		1		1		3		5												
citywar03_school07_04	向九尘	BossNpc		3	317	160		3			1.25	5	sword1_1		npc\worldnpc090		0.939861	icon\funcnpc\worldnpc090.png				"Boss_wd_qfjf01,7,0;Boss_wd_qfjf02,7,0;Boss_wd_qfjf03,7,0;Boss_wd_qfjf04,7,0;Boss_wd_qfjf05,7,0;Boss_wd_qfjf06,7,0;Boss_wd_qfjf07,7,0;Boss_wd_qfjf02_sky,7,0;Boss_wd_qfjf06_sky,7,0"	7		15	1	1	2	8	60	40						s_r_229			1																			1000	1	1000	0					20		Npc_wd_qfjf01	555	"556,0"	2429	1	-1	-1		15		1		1		3		5												
citywar03_school07_05	归音	BossNpc		3	317	160		3			1.25	5	sword1_1		npc\worldnpc079		0.887166	icon\funcnpc\worldnpc079.png				"Boss_wd_qfjf01,7,0;Boss_wd_qfjf02,7,0;Boss_wd_qfjf03,7,0;Boss_wd_qfjf04,7,0;Boss_wd_qfjf05,7,0;Boss_wd_qfjf06,7,0;Boss_wd_qfjf07,7,0;Boss_wd_qfjf02_sky,7,0;Boss_wd_qfjf06_sky,7,0"	7		15	1	1	2	8	60	40						s_r_229			1																			1000	1	1000	0					20		Npc_wd_qfjf01	555	"556,0"	2429	1	-1	-1		15		1		1		3		5												
																																																																																																	
	//少林BOSS-school08																																																																																																
citywar03_school08_01	玄怀大师	BossNpc		4	316	160		4			1.25	5	lstuff1_1		npc\worldnpc1117		0.970317	icon\funcnpc\worldnpc1117.png				"PVE_special_1,1,30;Boss_sl_dmgf02,7,0;Boss_sl_dmgf03,7,0;Boss_sl_dmgf04,7,0;Boss_sl_dmgf05,7,0;Boss_sl_dmgf06,7,0;Boss_sl_dmgf07,7,0;Boss_sl_dmgf01,7,0;Boss_sl_dmgf07_sky,7,0"	7		15	1	1	2	8	60	40						lst_r_896			1																			1000	1	1000	0					20		Npc_sl_dmgf01	555	"556,0"	2430	1	-1	-1		15		1		1		3		5												
citywar03_school08_02	清心	BossNpc		3	317	160		3			1.25	5	lstuff1_1		npc\worldnpc099		0.95833	icon\funcnpc\worldnpc099.png				"Boss_sl_dmgf02,7,0;Boss_sl_dmgf03,7,0;Boss_sl_dmgf04,7,0;Boss_sl_dmgf05,7,0;Boss_sl_dmgf06,7,0;Boss_sl_dmgf07,7,0;Boss_sl_dmgf01,7,0;Boss_sl_dmgf07_sky,7,0"	7		15	1	1	2	8	60	40						lst_r_896			1																			1000	1	1000	0					20		Npc_sl_dmgf01	555	"556,0"	2430	1	-1	-1		15		1		1		3		5												
citywar03_school08_03	祖明	BossNpc		3	317	160		3			1.25	5	lstuff1_1		npc\worldnpc152		0.903609	icon\funcnpc\worldnpc152.png				"Boss_sl_dmgf02,7,0;Boss_sl_dmgf03,7,0;Boss_sl_dmgf04,7,0;Boss_sl_dmgf05,7,0;Boss_sl_dmgf06,7,0;Boss_sl_dmgf07,7,0;Boss_sl_dmgf01,7,0;Boss_sl_dmgf07_sky,7,0"	7		15	1	1	2	8	60	40						lst_r_896			1																			1000	1	1000	0					20		Npc_sl_dmgf01	555	"556,0"	2430	1	-1	-1		15		1		1		3		5												
citywar03_school08_04	祖仁	BossNpc		3	317	160		3			1.25	5	lstuff1_1		npc\worldnpc152		0.903609	icon\funcnpc\worldnpc152.png				"Boss_sl_dmgf02,7,0;Boss_sl_dmgf03,7,0;Boss_sl_dmgf04,7,0;Boss_sl_dmgf05,7,0;Boss_sl_dmgf06,7,0;Boss_sl_dmgf07,7,0;Boss_sl_dmgf01,7,0;Boss_sl_dmgf07_sky,7,0"	7		15	1	1	2	8	60	40						lst_r_896			1																			1000	1	1000	0					20		Npc_sl_dmgf01	555	"556,0"	2430	1	-1	-1		15		1		1		3		5												
citywar03_school08_05	祖能	BossNpc		3	317	160		3			1.25	5	lstuff1_1		npc\worldnpc152		0.903609	icon\funcnpc\worldnpc152.png				"Boss_sl_dmgf02,7,0;Boss_sl_dmgf03,7,0;Boss_sl_dmgf04,7,0;Boss_sl_dmgf05,7,0;Boss_sl_dmgf06,7,0;Boss_sl_dmgf07,7,0;Boss_sl_dmgf01,7,0;Boss_sl_dmgf07_sky,7,0"	7		15	1	1	2	8	60	40						lst_r_896			1																			1000	1	1000	0					20		Npc_sl_dmgf01	555	"556,0"	2430	1	-1	-1		15		1		1		3		5												
																																																																																																	
bossworld003_01	凌云玉	BossNpc		393	342	160		4	drop_worldboss_011		1.25	5	hand_0		npc\boss067	1	1	icon\monster\boss067.png				"jn_boss_qqgz_jieti,1,0;jn_boss_qqgz_jieti2,1,0;jn_boss_qqgz01,1,0;jn_boss_qqgz02,1,0;jn_boss_qqgz03,1,0;jn_boss_qqgz04,1,0;jn_boss_qqgz05,1,0;jn_boss_qqgz06,1,30;jn_boss_qqgz07,1,0;jn_boss_qqgz08,1,30;jn_boss_qqgz09,1,0;jn_boss_qqgz10,1,30;jn_boss_qqgz11,1,30;jn_boss_qqgz13,1,30;jn_boss_qqgz_jieti2copy,1,0"	7	1	15	1	1	2	120	300	300	npc_foundplayer								1																	0		1000	1	2000	0					100		jn_boss_qqgz07	1		4898	1	-1	-1		3		1								1										1
bossworld003_01a	金剑童	BossNpc		393	343	160		3			1.25	5	hand_0		npc\boss066a	2	0.9	icon\monster\boss066.png				"jn_boss_qqgz08,1,30"	7	1	15	1	1	2	300	300	300	npc_foundplayer					s_r_260			1																	1		1000	1	2000	0					100		jn_boss_qqgz12	1		4902	1	-1	-1		3		1								1										
bossworld003_01b	银剑童	BossNpc		393	343	160		3			1.25	5	hand_0		npc\boss066b	2	0.9	icon\monster\boss066.png				"jn_boss_qqgz10,1,30"	7	1	15	1	1	2	300	300	300	npc_foundplayer					s_r_240			1																	1		1000	1	2000	0					100		jn_boss_qqgz12	1		4902	1	-1	-1		3		1								1										
bossworld003_01c	铜剑童	BossNpc		393	343	160		3			1.25	5	hand_0		npc\boss066c	2	0.9	icon\monster\boss066.png				"jn_boss_qqgz11,1,30"	7	1	15	1	1	2	300	300	300	npc_foundplayer					s_r_244			1																	1		1000	1	2000	0					100		jn_boss_qqgz12	1		4902	1	-1	-1		3		1								1										
bossworld003_01d	铁剑童	BossNpc		393	343	160		3			1.25	5	hand_0		npc\boss066d	2	0.9	icon\monster\boss066.png				"jn_boss_qqgz13,1,30"	7	1	15	1	1	2	300	300	300	npc_foundplayer					s_r_248			1																	1		1000	1	2000	0					100		jn_boss_qqgz12	1		4902	1	-1	-1		3		1								1										
bossworld003_01e	轿子	BossNpc		52	342	160		4			1.25	5	hand_0		npc\npcitem577	0	4					"jn_boss_qqgz_jieti,1,0;jn_boss_qqgz_jieti2,1,0;jn_boss_qqgz_heti,1,0;jn_boss_qqgz01,1,0;jn_boss_qqgz02,1,0;jn_boss_qqgz03,1,0;jn_boss_qqgz04,1,0;jn_boss_qqgz05,1,0"	7	1		1	1	1	300	300	300									1																	0		1000	1	2000	0					100			556	"555,0"	2438		-1	-1			"bossworld003_01,0,0,0,0,2,0;bossworld003_01a,-0.7,0,1.89,0,1,0;bossworld003_01b,0.7,0,1.89,0,1,0;bossworld003_01c,-0.7,0,-1.89,0,1,0;bossworld003_01d,0.7,0,-1.89,0,1,0"	1								1										
																																																																																																	
	//门派刺杀NPC																																																																																																
mpcsboss_gb1	断情	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2332	1	-1	-1		15				1		3		5		1										
mpcsboss_gb2	十八掌	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2333	1	-1	-1		15				1		3		5		1										
mpcsboss_gb3	铁头功	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2334	1	-1	-1		15				1		3		5		1										
mpcsboss_gb4	炎阳刀	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2335	1	-1	-1		15				1		3		5		1										
mpcsboss_wd1	断情	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2332	1	-1	-1		15				1		3		5		1										
mpcsboss_wd2	十八掌	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2333	1	-1	-1		15				1		3		5		1										
mpcsboss_wd3	铁头功	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2334	1	-1	-1		15				1		3		5		1										
mpcsboss_wd4	炎阳刀	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2335	1	-1	-1		15				1		3		5		1										
mpcsboss_sl1	断情	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2332	1	-1	-1		15				1		3		5		1										
mpcsboss_sl2	十八掌	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2333	1	-1	-1		15				1		3		5		1										
mpcsboss_sl3	铁头功	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2334	1	-1	-1		15				1		3		5		1										
mpcsboss_sl4	炎阳刀	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2335	1	-1	-1		15				1		3		5		1										
mpcsboss_em1	断情	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2332	1	-1	-1		15				1		3		5		1										
mpcsboss_em2	十八掌	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2333	1	-1	-1		15				1		3		5		1										
mpcsboss_em3	铁头功	BossNpc		4	96	160		3			1.25	4	hand1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3							1	0																		1000		1000						10			558		2334	1	-1	-1		15				1		3		5		1										
mpcsboss_em4	炎阳刀	BossNpc		4	96	160		3			1.25	4	blade1_1		npc\fbnpc00006	1	0.905	icon\funcnpc\worldnpc183.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1	0	30	1	1	2	30	10	60	npc_foundplayer	3				b_r_3			1	0																		1000		1000						10			558		2335	1	-1	-1		15				1		3		5		1										
