NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	刷新时间	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	权重	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC配偶	采集范围	采集动作名	读条时间(ms)	最大消失时间(s)	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	开启条件	分配类型	动作集	伤害判定奖励类BOSS类型	时间轴	
nlb_sm_hdxj_lh_05	CommonNpc	蝴蝶陷阱		8	6	2	2			1.25	4		npc\worldnpc1108_1								0				3						2																																																																															3389																																
nlb_sm_hdxj_lh_06	CommonNpc	蝴蝶陷阱		8	6	2	2			1.25	4		npc\worldnpc1109_1								0				3						2																																																																															3390																																
nlb_sm_hdxj_lh_07	CommonNpc	蝴蝶陷阱		8	6	2	2			1.25	4		npc\worldnpc1108_2								0				3						2																																																																															3391																																
																																																																																																																																														
		//念萝坝花会																																																																																																																																												
npc_nlb_lotus_manager	CommonNpc	开花任务NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc013	2		icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0									21334;																5																													
npc_nlb_lotus_manager01	CommonNpc	管理NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc011	2		icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_lotus	CommonNpc	莲花NPC		8	674	2	2			1.25	4	hand1_1	npc\npcitem903			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_th01	CommonNpc	投壶标记		8	674	2	2			1.25	4	hand1_1				icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0																						3378			5																													
npc_nlb_th02	CommonNpc	投壶管理员		8	674	2	2			1.25	4	hand1_1	npc\worldnpc207	1		icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0									21335;													3344			5																													
npc_nlb_th03	CommonNpc	壶		8	674	2	2			1.25	4	hand1_1	npc\npcitem904			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_ty01	CommonNpc	跳崖接任务NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc207			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_ty02	CommonNpc	跳崖交任务NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc207			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0									21336;																5																													
npc_nlb_bd	CommonNpc	捕蝶任务NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc433			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0									21333;																5																													
npc_nlb_lake_lotus01	CommonNpc	莲花		8	674	2	2			1.25	4	hand1_1	npc\npcitem903			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_lake_lotus02	CommonNpc	莲花		8	674	2	2			1.25	4	hand1_1	npc\npcitem903			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	55		3						20	40				1									1000	15		1000							1		0																						3395			5																													
npc_nlb_hh01	CommonNpc	观赏NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc1197	2		icon\funcnpc\worldnpc207.png					0				3	0	0				10													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_hh02	CommonNpc	观赏NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc1198	1		icon\funcnpc\worldnpc207.png					0				3	0	0				10													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_hh03	CommonNpc	观赏NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc1280	1		icon\funcnpc\worldnpc207.png					0				3	0	0				10													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_hh04	CommonNpc	观赏NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc216	2		icon\funcnpc\worldnpc207.png					0				3	0	0				10													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_hh05	CommonNpc	观赏NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc1282	1		icon\funcnpc\worldnpc207.png					0				3	0	0				10													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_hh06	CommonNpc	观赏NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc153a	1		icon\funcnpc\worldnpc207.png					0				3	0	0				10													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
npc_nlb_hh07	CommonNpc	观赏NPC		8	674	2	2			1.25	4	hand1_1	npc\worldnpc357	1		icon\funcnpc\worldnpc207.png					0				3	0	0				10													1									116	55		3						20	40				1									1000	15		1000							1		0																									5																													
																																																																																																																																														
npc_nlb_hh_lh_01	CommonNpc	念萝坝花会跳跳乐		8	674	2	2			1.25	4	hand1_1	npc\worldnpc1406			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	150								20	40				1									1000	15		1000							1											53050;																																													
npc_nlb_hh_lh_02	CommonNpc	念萝坝花会跳跳乐		8	674	2	2			1.25	4	hand1_1	npc\itemnpc1402			icon\funcnpc\worldnpc207.png					0				3	0	0				20													1									116	150								20	40				1									1000	15		1000							1																																																								
																																																																																																																																														
		//长风镖局-夺镖大会																																																																																																																																												
cfbj_hd_03_001	CommonNpc	活动报名		8	6	2	2			1.25	4	hand1_1	npc\worldnpc621			icon\funcnpc\worldnpc621.png					0				3	0	0		-1		20																						1	100							60	60	60													1000	25		1000																																						30																									
cfbj_hd_03_002	BossNpc	区域A小怪		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc207							lsp_r_npcitem356	0				3	0	0		-1		25																						9	100					1	1	3600	3600	3600		jn_cfbj_dbdh_032											1000	25		1000							1																								3314		1					30																									
cfbj_hd_03_003	BossNpc	区域ABOSS		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc536							lsp_r_npcitem356	0				3	0	0		-1		25																						105	100					1	1	3600	3600	3600		jn_cfbj_dbdh_033	"jn_cfbj_dbdh_034,1,0;jn_cfbj_dbdh_035,1,0;jn_cfbj_dbdh_036,1,0;jn_cfbj_dbdh_037,1,0"										1000	25	1	1000							1																								3315		1					30																									
cfbj_hd_03_004	BossNpc	区域B小怪		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc207							lsp_r_npcitem356	0				3	0	0		-1		25																						9	100					1	1	3600	3600	3600		jn_cfbj_dbdh_032											1000	25		1000							1																								3314		1					30																									
cfbj_hd_03_005	BossNpc	区域BBOSS		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc536							lsp_r_npcitem356	0				3	0	0		-1		25																						105	100					1	1	3600	3600	3600		jn_cfbj_dbdh_033	"jn_cfbj_dbdh_034,1,0;jn_cfbj_dbdh_035,1,0;jn_cfbj_dbdh_036,1,0;jn_cfbj_dbdh_037,1,0"										1000	25	1	1000							1																								3315		1					30																									
cfbj_hd_03_006	BossNpc	区域C小怪		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc207							lsp_r_npcitem356	0				3	0	0		-1		25																						9	100					1	1	3600	3600	3600		jn_cfbj_dbdh_032											1000	25		1000							1																								3314		1					30																									
cfbj_hd_03_007	BossNpc	区域CBOSS		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc536							lsp_r_npcitem356	0				3	0	0		-1		25																						105	100					1	1	3600	3600	3600		jn_cfbj_dbdh_033	"jn_cfbj_dbdh_034,1,0;jn_cfbj_dbdh_035,1,0;jn_cfbj_dbdh_036,1,0;jn_cfbj_dbdh_037,1,0"										1000	25	1	1000							1																								3315		1					30																									
cfbj_hd_03_008	BossNpc	区域D小怪		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc207							lsp_r_npcitem356	0				3	0	0		-1		25																						9	100					1	1	3600	3600	3600		jn_cfbj_dbdh_032											1000	25		1000							1																								3314		1					30																									
cfbj_hd_03_009	BossNpc	区域DBOSS		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc536							lsp_r_npcitem356	0				3	0	0		-1		25																						105	100					1	1	3600	3600	3600		jn_cfbj_dbdh_033	"jn_cfbj_dbdh_034,1,0;jn_cfbj_dbdh_035,1,0;jn_cfbj_dbdh_036,1,0;jn_cfbj_dbdh_037,1,0"										1000	25	1	1000							1																								3315		1					30																									
cfbj_hd_03_010	BossNpc	区域E小怪		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc207							lsp_r_npcitem356	0				3	0	0		-1		25																						9	100					1	1	3600	3600	3600		jn_cfbj_dbdh_032											1000	25		1000							1																								3314		1					30																									
cfbj_hd_03_011	BossNpc	区域EBOSS		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc536							lsp_r_npcitem356	0				3	0	0		-1		25																						105	100					1	1	3600	3600	3600		jn_cfbj_dbdh_033	"jn_cfbj_dbdh_034,1,0;jn_cfbj_dbdh_035,1,0;jn_cfbj_dbdh_036,1,0;jn_cfbj_dbdh_037,1,0"										1000	25	1	1000							1																								3315		1					30																									
cfbj_hd_03_012	BossNpc	区域F小怪		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc207							lsp_r_npcitem356	0				3	0	0		-1		25																						9	100					1	1	3600	3600	3600		jn_cfbj_dbdh_032											1000	25		1000							1																								3314		1					30																									
cfbj_hd_03_013	BossNpc	区域FBOSS		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc536							lsp_r_npcitem356	0				3	0	0		-1		25																						105	100					1	1	3600	3600	3600		jn_cfbj_dbdh_033	"jn_cfbj_dbdh_034,1,0;jn_cfbj_dbdh_035,1,0;jn_cfbj_dbdh_036,1,0;jn_cfbj_dbdh_037,1,0"										1000	25	1	1000							1																								3315		1					30																									
cfbj_hd_03_014	BossNpc	区域G小怪		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc207							lsp_r_npcitem356	0				3	0	0		-1		25																						9	100					1	1	3600	3600	3600		jn_cfbj_dbdh_032											1000	25		1000							1																								3314		1					30																									
cfbj_hd_03_015	BossNpc	区域GBOSS		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc536							lsp_r_npcitem356	0				3	0	0		-1		25																						105	100					1	1	3600	3600	3600		jn_cfbj_dbdh_033	"jn_cfbj_dbdh_034,1,0;jn_cfbj_dbdh_035,1,0;jn_cfbj_dbdh_036,1,0;jn_cfbj_dbdh_037,1,0"										1000	25	1	1000							1																								3315		1					30																									
cfbj_hd_03_016	BossNpc	区域H小怪		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc207							lsp_r_npcitem356	0				3	0	0		-1		25																						9	100					1	1	3600	3600	3600		jn_cfbj_dbdh_032											1000	25		1000							1																								3314		1					30																									
cfbj_hd_03_017	BossNpc	区域HBOSS		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc536							lsp_r_npcitem356	0				3	0	0		-1		25																						105	100					1	1	3600	3600	3600		jn_cfbj_dbdh_033	"jn_cfbj_dbdh_034,1,0;jn_cfbj_dbdh_035,1,0;jn_cfbj_dbdh_036,1,0;jn_cfbj_dbdh_037,1,0"										1000	25	1	1000							1																								3315		1					30																									
cfbj_hd_03_018	BossNpc	骆浩宇		8	6	2	2			1.25	4	lstuff1_1	npc\worldnpc497			icon\funcnpc\worldnpc497.png				lst_r_npcitem147	0				3	0	0		-1		25																						81	100					1	1	3600	3600	3600			"jn_cfbj_dbdh_012,1,0;jn_cfbj_dbdh_013,1,0;jn_cfbj_dbdh_014,1,0;jn_cfbj_dbdh_015,1,0;jn_cfbj_dbdh_016,1,0"										1000	25	1	1000							1																								3316		1				15	30																									
cfbj_hd_03_019	BossNpc	卓天鹏		8	6	2	2			1.25	4	blade1_1	npc\worldnpc178			icon\funcnpc\worldnpc178.png				b_r_npcitem390	0				3	0	0		-1		25																						81	100					1	1	3600	3600	3600			"jn_cfbj_dbdh_017,1,0;jn_cfbj_dbdh_018,1,0;jn_cfbj_dbdh_019,1,0;jn_cfbj_dbdh_020,1,0;jn_cfbj_dbdh_021,1,0"										1000	25	1	1000							1																								3317		1				15	30																									
cfbj_hd_03_020	BossNpc	欧阳诚		8	6	2	2			1.25	4	sword1_1	npc\funcnpc011			icon\funcnpc\funcnpc011.png				s_r_npcitem313	0				3	0	0		-1		25																						81	100					1	1	3600	3600	3600			"jn_cfbj_dbdh_022,1,0;jn_cfbj_dbdh_023,1,0;jn_cfbj_dbdh_024,1,0;jn_cfbj_dbdh_025,1,0;jn_cfbj_dbdh_026,1,0"										1000	25	1	1000							1																								3318		1				15	30																									
cfbj_hd_03_021	BossNpc	曹腾		8	6	2	2			1.25	4	hand1_1	npc\monster521			icon\monster\monster521.png					0				3	0	0		-1		25																						81	100					1	1	3600	3600	3600			"jn_cfbj_dbdh_027,1,0;jn_cfbj_dbdh_028,1,0;jn_cfbj_dbdh_029,1,0;jn_cfbj_dbdh_030,1,0;jn_cfbj_dbdh_031,1,0"										1000	25	1	1000							1																								3319		1				15	30																									
cfbj_hd_03_022	BossNpc	赵念祖		8	6	2	2			1.25	4	lspear1_1	npc\worldnpc620			icon\funcnpc\worldnpc620.png				lsp_r_npcitem215	0				3	0	0		-1		25																						95	100					1	1	3600	3600	3600			"jn_cfbj_dbdh_006,1,0;jn_cfbj_dbdh_007,1,0;jn_cfbj_dbdh_008,1,0;jn_cfbj_dbdh_009,1,0;jn_cfbj_dbdh_010,1,0;jn_cfbj_dbdh_011,1,0"										1000	25	1	1000							1																								3320		1				15	30																							1		
cfbj_hd_03_023	CommonNpc	台子传送用		8	6	2	2			1.25	4	hand1_1	npc\worldnpc625								0				3	0	0		-1		20																						1	100					1	1	60	60	60													1000	25	1	1000																																																															
cfbj_hd_03_024	CommonNpc	狄关		8	6	2	2			1.5	4		npc\ride_dbdh_01				ride_walk				0				3	0	0		-1		20																						1	100					1	1	60	60	60													1000	25	1	1000																																																															
cfbj_hd_03_025	CommonNpc	狄翎		8	6	2	2			1.5	4		npc\ride_dbdh_02				ride_walk				0				3	0	0		-1		20																						1	100					1	1	60	60	60													1000	25	1	1000																																																															
cfbj_hd_03_026	CommonNpc	长风镖局弟子		8	6	2	2			1.5	4		npc\worldnpc1297_1								0				3	0	0		-1		20																						1	100					1	1	60	60	60													1000	25	1	1000																																																															
cfbj_hd_03_027	CommonNpc	镖车		8	6	2	2			1.5	4	hand_0	npc\npcitem874								0				3	0	0		-1		20																						1	100					1	1	60	60	60													1000	25	1	1000																																																															
cfbj_hd_03_028	CommonNpc	长风镖局弟子		8	6	2	2			1.5	4	lspear1_1	npc\worldnpc1297							lsp_r_npcitem356	0				3	0	0		-1		20																						1	100					1	1	60	60	60													1000	25	1	1000																																																															
cfbj_hd_03_029	CommonNpc	闻毅成		8	6	2	2			1.5	4		npc\ride_dbdh_03				ride_walk				0				3	0	0		-1		20																						1	100					1	1	60	60	60													1000	25	1	1000																																																															
cfbj_hd_03_030	CommonNpc	朱棣		8	6	2	2			1.25	4	hand1_1	npc\worldnpc629								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_031	CommonNpc	皇后		8	6	2	2			1.25	4	hand1_2	npc\worldnpc631								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_032	CommonNpc	太子		8	6	2	2			1.25	4	hand1_1	npc\worldnpc630								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_033	CommonNpc	官员		8	6	2	2			1.25	4	hand1_1	npc\worldnpc628								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_034	CommonNpc	武官		8	6	2	2			1.25	4	hand1_1	npc\worldnpc625								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_035	CommonNpc	御林军弓箭手		8	6	2	2			1.25	4	hand1_1	npc\worldnpc624								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_036	CommonNpc	内侍太监		8	6	2	2			1.25	4	hand1_1	npc\worldnpc626								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_037	CommonNpc	太监总管		8	6	2	2			1.25	4	hand1_1	npc\worldnpc627								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_038	CommonNpc	宫女		8	6	2	2			1.25	4	hand1_1	npc\worldnpc622								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_039	CommonNpc	宫女		8	6	2	2			1.25	4	hand1_1	npc\worldnpc623								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_040	CommonNpc	武将		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1142								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_041	CommonNpc	元帅		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1144								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_042	CommonNpc	士兵长		8	6	2	2			1.25	4	hand1_1	npc\monstrt471								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_043	CommonNpc	带刀护卫		8	6	2	2			1.25	4	hand1_1	npc\monster069								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_044	CommonNpc	普通士兵		8	6	2	2			1.25	4	hand1_1	npc\monster482								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_045	CommonNpc	狄关（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1290								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_046	CommonNpc	狄翎（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1289								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_047	CommonNpc	闻毅城（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1295								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_048	CommonNpc	长风镖局弟子（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1297								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_049	CommonNpc	冷铭霏（天下镖盟盟主观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc313								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_050	BossNpc	伊藤天罡（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1326								0				3	0	0		-1		25																						89	100					1	1						"jn_cfbj_dbdh_052,1,0;jn_cfbj_dbdh_053,1,0;jn_cfbj_dbdh_054,1,0;jn_cfbj_dbdh_055,1,0;jn_cfbj_dbdh_056,1,0"										1000	25	1	1000																															3384		1																														
cfbj_hd_03_051	BossNpc	叶巽淳（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc360								0				3	0	0		-1		25																						89	100					1	1						"jn_cfbj_dbdh_057,1,0;jn_cfbj_dbdh_058,1,0;jn_cfbj_dbdh_059,1,0;jn_cfbj_dbdh_060,1,0;jn_cfbj_dbdh_061,1,0"										1000	25	1	1000																															3381		1																														
cfbj_hd_03_052	BossNpc	姚幺瑶（观战）		8	6	2	2			1.25	4	hand1_2	npc\worldnpc1319								0				3	0	0		-1		25																						89	100					1	1						"jn_cfbj_dbdh_062,1,0"										1000	25	1	1000																															3382		1																														
cfbj_hd_03_053	BossNpc	史天云（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc164								0				3	0	0		-1		25																						89	100					1	1					jn_cfbj_dbdh_066	"jn_cfbj_dbdh_063,1,0;jn_cfbj_dbdh_064,1,0;jn_cfbj_dbdh_065,1,0"										1000	25	1	1000																															3383		1																														
cfbj_hd_03_054	CommonNpc	天下镖盟弟子（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc207								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_055	CommonNpc	萧天放（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc032								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_056	CommonNpc	焦无究（观战）		8	6	2	2			1.25	4	hand1_1	npc\fbboss00201								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_057	CommonNpc	夏云卿（观战）		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1291								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_058	CommonNpc	传送离开活动		8	6	2	2			1.25	4	hand1_1	npc\worldnpc621								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_059	CommonNpc	活动简介		8	6	2	2			1.25	4	hand1_1	npc\worldnpc621								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_060	CommonNpc	丐帮弟子（观战）		8	6	2	2			1.25	4	hand1_1	npc\monster165								0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_061	CommonNpc	助威值		8	6	2	2			1.25	4	hand1_1	npc\worldnpc621			icon\funcnpc\worldnpc621.png					0				3	0	0		-1		20																						1	100																																																																																								
cfbj_hd_03_062	CommonNpc	商店管理NPC		8	6	2	2			1.25	4	hand1_1	npc\monster160			icon\funcnpc\worldnpc621.png					0				3	0	0		-1		20																						1	100																																					shop_cfbj_dbdh_001																																																			
cfbj_hd_03_063	CommonNpc	伊藤天罡幻影		8	6	2	2			1.25	4	knife1_1	npc\worldnpc1326							k_r_npcitem307	0				3	0	0		-1		20																						9	100												"jn_cfbj_dbdh_052,1,30;jn_cfbj_dbdh_053,1,30;jn_cfbj_dbdh_054,1,30;jn_cfbj_dbdh_055,1,30"										1000	15	1	1000							1																								3396		1					30																									
cfbj_hd_03_064	CommonNpc	镖车		8	172					1.5	4	hand_0	npc\npcitem874								0				3	0	0		-1		20																						1	100																						1000	15	1	1000																																										3600000																					
cfbj_hd_03_065	CommonNpc	闻毅城		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1295								0				3	0	0		-1		20																						1	100																																										20475;	20475;																								3600000																					
cfbj_hd_03_066	CommonNpc	长风镖局弟子		8	6	2	2			1.25	4	hand1_1	npc\worldnpc1297								0				3	0	0		-1		20																						1	100																																																																			3600000																					
cfbj_hd_03_067	BossNpc	熊		8	6	2	2			1.25	4	hand_0	npc\petm_c_1202								0				3	0	0		-1		25																						89	100					1	1						"jn_cfbj_dbdh_067,1,0;jn_cfbj_dbdh_068,1,0;jn_cfbj_dbdh_069,1,0"										1000	15	1	1000																																	1					30																									
																																																																																																																																														
	//长风传送																																																																																																																																													
newmp_cfbj_trans_01	CommonNpc	车夫		8	671	2	2			1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_trans_02	CommonNpc	车夫		8	671	2	2			1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_trans_03	CommonNpc	车夫		8	671	2	2			1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_trans_04	CommonNpc	车夫		8	671	2	2			1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_trans_05	CommonNpc	车夫		8	671	2	2			1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_trans_06	CommonNpc	车夫		8	671	2	2			1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_trans_07	CommonNpc	车夫		8	671	2	2			1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0				20																						102	100																																																																																								
																																																																																																																																														
newmp_cfbj_CKgl01	CommonNpc	仓库管理		8	671	2	2			1.25	4	hand1_1	npc\worldnpc1297								0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_CKgl02	CommonNpc	仓库管理		8	671	2	2			1.25	4	hand1_1	npc\worldnpc1297								0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_CKgl03	CommonNpc	仓库管理		8	671	2	2			1.25	4	hand1_1	npc\worldnpc1297								0				3	0	0				20																						102	100																																																																																								
newmp_cfbj_CKgl04	CommonNpc	仓库管理		8	671	2	2			1.25	4	hand1_1	npc\worldnpc1297								0				3	0	0				20																						102	100																																																																																								
																																																																																																																																														
		//神水宫入门相关																																																																																																																																												
newmp_shenshui_rumen_001	ForceNpc	普世入门资格审核人		8	672	2	2			1.25	4	hand1_1	npc\worldnpc1440	1		icon\monster\monster454.png					0			npc_foundplayer	3	0	0				20				0									1									39	20		1											1						1			2000	15		2000																																																															
newmp_shenshui_rumen_002	ForceNpc	奇遇入门资格审核人		8	672	2	2			1.25	4	hand1_1	npc\worldnpc1441	1		icon\monster\monster454.png					0			npc_foundplayer	3	0	0				20				0									1									39	20		1											1						1			2000	15		2000																	21459;21460;	21459;21460;																																													
newmp_shenshui_rumen_003	ForceNpc	普世入门资格查看		8	672	2	2			1.25	4	hand1_1	npc\worldnpc1442	1		icon\monster\monster454.png					0			npc_foundplayer	3	0	0				20				0									1									39	20		1											1						1			2000	15		2000																																																															
newmp_shenshui_rumen_004	ForceNpc	奇遇入门资格查看		8	672	2	2			1.25	4	hand1_1	npc\worldnpc1443	1		icon\monster\monster454.png					0			npc_foundplayer	3	0	0				20				0									1									39	20		1											1						1			2000	15		2000																																																															
newmp_shenshui_rumen_005	ForceNpc	关联入门资格审核人		8	672	2	2			1.25	4	hand1_1	npc\worldnpc1440	1		icon\monster\monster454.png					0			npc_foundplayer	3	0	0				20				0									1									39	20		1											1						1			2000	15		2000																																																															
newmp_shenshui_rumen_006	ForceNpc	关联入门资格查看		8	672	2	2			1.25	4	hand1_1	npc\worldnpc1442	1		icon\monster\monster454.png					0			npc_foundplayer	3	0	0				20				0									1									39	20		1											1						1			2000	15		2000																																																															
																																																																																																																																														
																																																																																																																																														
npc_zjt_mxm01	CommonNpc	尊剑台1		8	91	2	2	10		1.5	6	hand1_1	npc\worldnpc1452	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																							1																															
