NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	Ö÷¶¯±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	Åö×²¶Ô»°¹æÔò	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ÊÇ·ñÓÐ°ïÅÉ×¤µØ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	Ö±½Ó´¥·¢	µØÎ»ÆÀ·Ö	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	ÊÀ½ç´¥·¢Æ÷Ïà¹Ø	´æÔÚÊ±¼ä	ÓÅÏÈÏÔÊ¾	²Æ¸»µ¥´ÎÔö³¤¼ä¸ô	²Æ¸»µ¥´ÎÔö³¤Öµ	²Æ¸»Ôö³¤×î´óÖµ	²Æ¸»Ë¥¼õ¼ä¸ô	²Æ¸»µ¥´ÎË¥¼õÖµ	²Æ¸»Ë¥¼õ×îµÍÖµ	½øÈëÕ½ÕùÖ±½ÓÉèÖÃ²Æ¸»	½øÈëÕ½ÕùÉèÖÃÍæ¼ÒÌìÆø	»÷É±Õâ¸öboss½øÈëÔö³¤ÆÚ	Í£Ö¹AI
Qiandengqy_003	CommonNpc	À¥ÂØç­Ò¶		8	97	2	2		0	0	hand_0	npc\itemnpc201			icon\funcnpc\itemnpc219.png					0				3	0	0			20				1																																																				10																												0																		
Qiandengqy_004	CommonNpc	´Ö´ÉÒ©èÆ		8	97	2	2		0	0	hand_0	npc\npcitem373			icon\funcnpc\itemnpc060.png					0				3	0	0			20				1																																																				10																												0																		
																																																																																																																																			
qdzai001	CommonNpc	ÖÜÊ¤	1	8	82	2	2		1	1.5	hand_0	npc\worldnpc020			icon\funcnpc\worldnpc020.png					0				3	0	0			8							7	2	11	talkrule070211							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912																						1				2																		
qdzai002	CommonNpc	ÀîÇïºÉ	5	8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc406			icon\funcnpc\worldnpc406.png					0				3	0	0			8							7	2	4	talkrule070204							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	940;941;942																						1				2					2													
qdzai003	CommonNpc	³ÂÈô±ö	1	8	82	2	2		1.15	4	hand1s_1	npc\worldnpc232			icon\funcnpc\worldnpc232.png					0				3	0	0			8							7	2	11	talkrule070211							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912																						1				2	2	13																
qdzai004	CommonNpc	ËÕ±ÌÁ«	5	8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc310			icon\funcnpc\worldnpc310.png					0				3	0	0			8							7	2	6	talkrule070206							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	940;941;942																						1				2					2													
qdzai005	CommonNpc	¶þæ¤		8	82	2	2		0.87	2.8	hand1_2	npc\worldnpc432			icon\funcnpc\worldnpc432.png					0				3	0	0			8							7	2	8	talkrule070208							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	990;991;992																						1				1																		
qdzai006	CommonNpc	Ñ¦Ïè	3	8	82	2	2		1.25	4	hand1_1	npc\worldnpc137			icon\funcnpc\worldnpc137.png					0				3	0	0			8							7	6	3	talkrule070603			1				159;169;179;191;192					1	22		1											1						1			2000	15		2000						1		0	10	970;971;972																						1				4					3													
qdzai007	CommonNpc	ÉêÕýÓà	5	8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc009			icon\funcnpc\worldnpc009.png					0				3	0	0			8							7	5	6	talkrule070506							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	970;971;972																						1				1					24													
qdzai008	CommonNpc	½ªÀ¥	1	8	82	2	2		1.3	4	hand1_1	npc\worldnpc241			icon\funcnpc\worldnpc241.png					0				3	0	0			8							7	2	14	talkrule070214							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912								10060;														1				2																		
qdzai009	CommonNpc	Ê©ÈÙ	2	8	82	2	2		1.25	4	hand1_1	npc\worldnpc106			icon\funcnpc\worldnpc106.png					0				3	0	0			8							7	2	9	talkrule070209							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912																						1				4	4	21			14													
qdzai010	CommonNpc	½ªºº	1	8	82	2	2		1.15	4	hand1_1	npc\monster043			icon\monster\monster043.png					0				3	0	0			8							7	1	4	talkrule070104							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912																						1				3																		
qdzai011	CommonNpc	²ýÎä	1	8	82	2	2		1.25	4	hand1_1	npc\worldnpc197			icon\funcnpc\worldnpc197.png					0				3	0	0			8							7	7	4	talkrule070704							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10	910;911;912							10191;10192;10193;10296;	10191;10192;10296;														1				4					3													
qdzai012	CommonNpc	Á¦×Ó	1	8	82	2	2		1.25	4	hand1_1	npc\worldnpc555			icon\funcnpc\worldnpc555.png					0				3	0	0			8							7	1	2	talkrule070102							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912							80034;	80034;														1				3	3	21			3													
qdzai013	CommonNpc	ÃÏ¹Ì		8	82	2	2		1.2	6	hand1_1	npc\worldnpc211			icon\funcnpc\worldnpc211.png					0				3	0	0			8							8	5	2	talkrule080502							296;297;298;299;300					98	100		4						120			rn_b_hand_01	"rn_hidden_01,1,0;"	0				0	0	0			1200	60		2000						999		0	10	900;901;902							80032;80033;	80032;80033;														1				3																		
qdzai014	CommonNpc	ÕÔ²¨		8	82	2	2		1.2	4	hand1_1	npc\worldnpc435			icon\funcnpc\worldnpc435.png					0				3	0	0			8							7	2	5	talkrule070205							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912							80041;	80041;														1				2																		
qdzai015	CommonNpc	Ï²¶ù	5	8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			8							7	5	4	talkrule070504							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	950;951;952																						1				2																		
qdzai016	CommonNpc	´ó»Æ		8	112	2	2		1	4	hand_0	npc\petm_c_1503								0				3	0	0			8																																																									10																											0																		
qdzai017	CommonNpc	Ô¬Ð¡É½	5	8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc199			icon\funcnpc\worldnpc199.png					0				3	0	0			8							7	2	6	talkrule070206							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10	930;931;932																						1				2																		
qdzai018	CommonNpc	³ÂÁá	5	8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc371			icon\funcnpc\worldnpc371.png					0				3	0	0			8							7	5	4	talkrule070504							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	940;941;942																						1				2					8													
qdzai019	CommonNpc	ÀèÇà	3	8	82	2	2		1.25	4	hand1_1	npc\worldnpc137			icon\funcnpc\worldnpc137.png					0				3	0	0			8							7	2	1	talkrule070201							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	960;961;962																						1				2																		
qdzai020	CommonNpc	Ñà²»Æ½		8	5	2	2		1.2	3.5	hand1_1	npc\monster043			icon\monster\monster043.png					0				3	0	0			8							2	3	2	talkrule020302							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10	910;911;912							10167;10168;10176;10299;	10167;10175;10176;10299;														1				5																		
qdzai021	CommonNpc	Îâ¾´Ö®	4	8	82	2	2		0.65	1.3	hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0				3	0	0			8							7	6	3	talkrule070603							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912								10258;														1				4					19													
qdzai022	CommonNpc	Ãç°¢Öù	1	8	82	2	2		1	4	hand1_1	npc\worldnpc160			icon\funcnpc\worldnpc160.png					0				3	0	0			8							7	2	18	talkrule070218			1				296;297;298;299;300																																								10	900;901;902																						1				4	4	22																
qdzai023	CommonNpc	Ñî¸Å	2	8	82	2	2		1.25	4	hand1_1	npc\worldnpc542			icon\funcnpc\worldnpc542.png					0				3	0	0			8							7	5	2	talkrule070502							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912																						1				1					20													
qdzai024	CommonNpc	ÑôÓð	1	8	82	2	2		1.25	4	hand1_1	npc\worldnpc468			icon\funcnpc\worldnpc468.png					0				3	0	0			8							7	2	13	talkrule070213							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912																						1				1																		
qdzai025	CommonNpc	¹ù¶þ²®	4	8	82	2	2		1.25	4	hand1_1	npc\worldnpc136			icon\funcnpc\worldnpc136.png					0				3	0	0			8							7	2	1	talkrule070201							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	960;961;962																						1				2					20													
qdzai026	CommonNpc	Àî²×ÔÆ	5	8	82	2	2		1.3	4.8	hand1_2	npc\monster094			icon\monster\monster094.png					0				3	0	0			8							7	4	3	talkrule070403							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	940;941;942							1206;1601;1602;1604;1605;1201;1621;	1201;1206;1601;1602;1603;1604;1605;1621;1211;1776;														1				6																		
qdzai027	CommonNpc	»ªÈÕ	2	8	82	2	2		1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0			8							7	7	5	talkrule070705			1				159;169;179;191;192					1	1		1											1						1			2000	15		2000						1		0	10	900;901;902																						1				3	3	14																
qdzai028	CommonNpc	¸µÜÔ¶ù		8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc085			icon\funcnpc\worldnpc085.png					0				3	0	0			8							7	7	8	talkrule070708							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10	930;931;932																						1				5					2													
qdzai029	CommonNpc	Áúíµ	1	8	82	2	2		1.25	4	hand1_1	npc\worldnpc357			icon\funcnpc\worldnpc357.png					0				3	0	0			8							7	2	5	talkrule070205							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10	910;911;912																						1				2					3													
qdzai030	CommonNpc	¾õÏÔ		8	82	2	2		1.25	4	hand1_1	npc\worldnpc115			icon\funcnpc\worldnpc115.png					0				3	0	0			8							7	7	1	talkrule070701							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
qdzai031	CommonNpc	¿µÐÇ		8	82	2	2		1.25	4	hand1_1	npc\monster239			icon\monster\monster239.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai032	CommonNpc	ÕÔÁú		8	82	2	2		1.25	4	hand1_1	npc\monster239			icon\monster\monster239.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai033	CommonNpc	ÂÀÆæ		8	82	2	2		1.25	4	hand1_1	npc\monster239			icon\monster\monster239.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai034	CommonNpc	ÉêÍÀÆå		8	82	2	2		1.25	4	hand1_1	npc\monster239			icon\monster\monster239.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai035	CommonNpc	ÕÔÐÀ		8	82	2	2		1.3	4.8	hand1_2	npc\monster098			icon\monster\monster098.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai036	CommonNpc	ÀîÙ»		8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc116			icon\funcnpc\worldnpc116.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai037	CommonNpc	·¶Áá		8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc199			icon\funcnpc\worldnpc199.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai038	CommonNpc	ÁøÓñÃ·		8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc366			icon\funcnpc\worldnpc366.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai039	CommonNpc	Ò¹÷Ê		8	112	2	2		1	4	hand_0	npc\monster603			icon\monster\monster603.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai040	CommonNpc	¶¾Éß		8	112	2	2		1	4	hand_0	npc\petm_c_0100								0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai041	CommonNpc	ÌìÏã²èÁÖ´òÊÖ		8	82	2	2		0.9	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai042	CommonNpc			8	82	2	2		1.25	4.8	hand1_2	npc\monster227			icon\monster\monster227.png					0				3	0	0			8																	159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai043	CommonNpc			8	82	2	2		1.25	4.8	hand1_2	npc\monster227			icon\monster\monster227.png					0				3	0	0			8																	159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai044	CommonNpc			8	82	2	2		1.25	4.8	hand1_2	npc\monster227			icon\monster\monster227.png					0				3	0	0			8																	159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai045	CommonNpc			8	82	2	2		1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai046	CommonNpc	ÌìÏã²èÁÖ´òÊÖ		8	82	2	2		0.9	4	hand1_1	npc\worldnpc550								0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai047	CommonNpc	ÌìÏã²èÁÖ´òÊÖ		8	82	2	2		0.9	4	hand1_1	npc\worldnpc550								0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai048	CommonNpc	¼¾ç²		8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc204			icon\funcnpc\worldnpc204.png					0				3	0	0	AI_qdz_70		8																				talk_free_20052		1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai049	CommonNpc	Ê¯Ê«ðØ		8	82	2	2		1.3	4.8	hand1_2	npc\worldnpc066			icon\funcnpc\worldnpc066.png					0				3	0	0	AI_qdz_71		8																				talk_free_20053		1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai050	CommonNpc	¹«ËïÉº		8	82	2	2		1	4.8	hand1_2	npc\worldnpc235			icon\funcnpc\worldnpc235.png					0				3	0	0	AI_qdz_72		8																				talk_free_20054		1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai051	CommonNpc	ÓáÐÓ»Ý		8	82	2	2		0.12	4.8	hand1s_2	npc\worldnpc724			icon\funcnpc\worldnpc724.png									3	0	0			8																	159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																											0																		
Qiecuo005	CommonNpc	Îä¹ÝÑ§Í½		8	82	2	2		1.25	4	hand1_1	npc\worldnpc160			icon\monster\monster133.png					0	npc\npc_qiecuo005.lua			3	0	0			8							7	2	18	talkrule070218			1				296;297;298;299;300					1	5		1											1						1			2000	15		2000						1		0	10																							1				4																		
qdzai052	CommonNpc	Ðì´ººì		8	82	2	2		1.25	4	hand1_1	npc\worldnpc190			icon\funcnpc\worldnpc190.png					0				3	0	0			8																	159;169;179;191;192					1	2		1											1	-1					1			2000	15		2000								0	10																											0																		
qdzai053	CommonNpc	²ÜÄË¹ú		8	82	2	2		1.25	4	hand1_1	npc\monster500			icon\monster\monster500.png					0				3	0	0			8																						1	2		1											1	-1					1			2000	15		2000								0	10																											0																		
qdzai054	CommonNpc	êË´ºáÆ		8	82	2	2		1.25	4	hand1_1	npc\worldnpc207			icon\funcnpc\worldnpc207.png					0				3	0	0			8																						1	2		1											1	-1					1			2000	15		2000								0	10																											0																		
qdzai055	CommonNpc	Íú²Æ		8	112	2	2		1	4	hand_0	npc\petm_c_1503								0				3	0	0			8																																																									10																											0																		
qdzai056	CommonNpc	¾ý×ÓÌÃ½ÓÒýÈË		8	82	2	2	0	1.25	4	hand1_1	npc\worldnpc253			icon\funcnpc\worldnpc253.png					0	npc\junzitang_npc.lua			3	0	0			8				1			3	2									296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																											0								1										
qdzai057	CommonNpc	ÉÙÁÖµÜ×Ó		8	93	2	2		1.25	4	hand1_1	npc\worldnpc095			icon\funcnpc\worldnpc095.png					0				3	0	0			20	prop_ZhengPaiMenPai_1			0			1	8	6								296;297;298;299;300					1	2		1											1						1			2000	15		2000																																				0																		
qdzai058	CommonNpc	ÕÅ¶þÉ©		8	93	2	2		1.25	4	hand1_1	npc\worldnpc109			icon\funcnpc\worldnpc095.png					0				3	0	0			20				0													296;297;298;299;300					1	2		1											1						1			2000	15		2000																	24057;	24057;																		0																		
qdzai059	CommonNpc	ÕÅ¶þÉ©¶ù×Ó		8	93	2	2		1.25	4	hand1_1	npc\worldnpc425			icon\funcnpc\worldnpc095.png					0				3	0	0			20				0													296;297;298;299;300					1	2		1											1						1			2000	15		2000																	24058;																			0																		
qdzai066	CommonNpc	ÇØÁ¢º£	ÌìÏã²èÁÖÍâÊÂÖ÷¹Ü	8	82	2	2		0.9	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0				3	0	0			8																						1	2		1											1						1			2000	15		2000								0	10																											0																		
qdzai062	CommonNpc	ÀîÃÉ	´óÁºÅÉ¸ß¼¶µÜ×Ó	8	82	2	2		1.25	4	hand1_1	npc\monster122			icon\monster\monster500.png					0				3	0	0			8																						1	2		1											1	-1					1			2000	15		2000								0	10								24064;	24063;																		0																		
qdzai063	CommonNpc	Ê©Ð¡Èý	éÔ·ò	8	85	2	2		1.25	4	hand1_1	npc\worldnpc133			icon\funcnpc\funcnpc023.png					0				3	0	0			20																																																									10								24065;	24064;24065;													111					0																		
qdzai064	CommonNpc	´óÁ¹ÅÉÁªÂçÊ¹		8	82	2	2		1.25	4	blade1_1	npc\worldnpc572			icon\funcnpc\worldnpc572.png				b_r_npcitem321	0				3	0	0			8							6	1	2	talkrule060102			1				296;297;298;299;300					6	67		2										"jn_jgdf_001,1,80;jn_jgdf_002,1,90"	1						1			2000	15		2000						1		0	10	910;911;912							24067;	24067;														1				0																		
qdzai065	CommonNpc	º«Ò¹±ù	´óÁ¹ÅÉÑ²ÊØ	8	82	2	2		1.25	4	hand1_1	npc\monster298			icon\funcnpc\worldnpc572.png					0				3	0	0			8							6	1	2	talkrule060102			1				296;297;298;299;300					6	19		2											1						1			2000	15		2000						1		0	10	910;911;912							24068;															1				0																		
																																																																																						10																																													
																																																																																						10																																													
FuncNpc401	CommonNpc	³ñ¶Ð×¯ÀÏ°å	3	8	63	2	2	1	1.3	4.8	hand1_2	npc\monster350			icon\monster\monster350.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210				20001-20003								1	2		1											1						1			2000	15		2000								0	10			Shop_equip_00501					28027;	28026;														1				3																		
FuncNpc402	CommonNpc	Ò©ÌÃÀÏ°å	1	8	66	2	2	1	1.25	4	hand1_1	npc\monster339			icon\monster\monster339.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210				20004-20006								1	2		1											1						1			2000	15		2000								0	10			Shop_yaopin_00101																				1				3																		
FuncNpc403	CommonNpc	¿ÍÕ»ÀÏ°å	4	8	85	2	2	1	1.25	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210				20010-20012			167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10			Shop_jiu_00100					28006;28008;	28005;28007;														1				3																		
FuncNpc404	CommonNpc	ÔÓ»õµêÀÏ°å	1	8	65	2	2	1	1.25	4	hand1_1	npc\funcnpc005			icon\funcnpc\funcnpc005.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210				20019-20021								1	2		1											1						1			2000	15		2000								0	10			Shop_zahuo_00100					28004;	28003;														1				3																		
FuncNpc405	CommonNpc	Ê×ÊÎµêÀÏ°å	3	8	64	2	2	1	1.3	4.8	hand1_2	npc\monster351			icon\monster\monster351.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210				20013-20015								1	2		1											1						1			2000	15		2000								0	10			Shop_equip_00401																				1				3																		
FuncNpc406	CommonNpc	±øÆ÷µêÀÏ°å	2	8	62	2	2	1	1.25	4	hand1_1	npc\worldnpc565			icon\funcnpc\worldnpc565.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210				20022-20024								1	2		1											1						1			2000	15		2000								0	10			Shop_weapon_00401					28051;28052;	28050;28051;														1				3																		
FuncNpc407	CommonNpc	Ç®×¯ÀÏ°å	2	8	67	2	2	1	1.25	4	hand1_1	npc\funcnpc007			icon\funcnpc\funcnpc007.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210				20016-20018								1	2		1											1						1			2000	15		2000								0	10					1																		1				0																		
FuncNpc411	CommonNpc	ºé°Ù·½	1	8	114	2	2		1.25	4	hand1_1	npc\worldnpc233			icon\funcnpc\worldnpc233.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210				20031-20033			167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10			Shop_zuoqi_00101																				1				3																		
																																																																																						10																																													
																																																																																						10																																													
																																																																																						10																																													
WorldNpc10601	CommonNpc	ÖÜ³ÉÌï	1	8	85	2	2		1.25	4	hand1_1	npc\worldnpc369			icon\funcnpc\worldnpc369.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc10602	CommonNpc	Áõ¶«»¢	2	8	85	2	2		1.25	4	hand1_1	npc\worldnpc367			icon\funcnpc\worldnpc367.png					0				3	0	0			20				1			7	2	9	talkrule070209							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
WorldNpc10603	CommonNpc	¶Ä³¡±¦¹Ù	2	8	85	2	2		1.25	4	hand1_1	npc\worldnpc354			icon\funcnpc\worldnpc354.png					0				3	0	0			20				1			7	5	2	talkrule070502							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
WorldNpc10604	CommonNpc	¶Ä³¡´òÊÖ	2	8	85	2	2		1.25	4	hand1_1	npc\worldnpc353			icon\funcnpc\worldnpc353.png					0				3	0	0			20				1			7	7	3	talkrule070703							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc10605	CommonNpc	·½Ìì»ã	2	8	85	2	2		1.25	4	hand1_1	npc\worldnpc276			icon\funcnpc\worldnpc276.png					0				3	0	0			20				1			7	7	5	talkrule070705							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3	3	14																
WorldNpc10606	CommonNpc	ÐíÉÙºþ	2	8	85	2	2		1.25	4	hand1_1	npc\worldnpc308			icon\funcnpc\worldnpc308.png					0				3	0	0			20				1			7	7	5	talkrule070705							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3	3	14																
WorldNpc10607	CommonNpc	ÏôÄþ	2	8	85	2	2		1.25	4	hand1_1	npc\worldnpc356			icon\funcnpc\worldnpc356.png					0				3	0	0			20				1			7	7	5	talkrule070705							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3	3	14																
WorldNpc10608	CommonNpc	Áõ¿ÉÎä	2	8	85	2	2		1.25	4	hand1_1	npc\worldnpc494			icon\funcnpc\worldnpc494.png					0				3	0	0			20				1			7	7	5	talkrule070705							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3	3	14																
WorldNpc10609	CommonNpc	¶ÅÃÏÖÜ	2	8	85	2	2		1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0				3	0	0			20				1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
