NPC编号	对象类型	名称	隐藏地面贴花	模型编号	头像	类型	NPC种类ID	响应范围	脚本编号	机关npc类型	1：可反复触发，不填默认只能触发1次	初始状态	机关触发后的状态	机关的触发动作	机关的恢复动作	触发后是否需要恢复原来状态0:否    1:是	"默认是否被打开,0:可开启，1：不可开启"	恢复原来状态的时间(ms)	采集动作名	触发读条时间(ms)	触发机关需要物品和提示(物品/个数/扣除表示/不足提示id)	NPC阵营	籍贯	平生	门派	AI编号	巡逻模式	寻路是是否转向	走路速度	跑步速度	路径编号	是否可选中	鼠标形状	机关开启人数（仅SpringMachineNpc可用）（不填则默认为1人）	AI编辑包	是否预载入模型	缩放
macclone013004	SpringMachineNpc		1	npc\fbmac013004		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013004a	SpringMachineNpc		1	npc\fbmac013004		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013005	SpringMachineNpc		1	npc\fbmac013005		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013006a	SpringMachineNpc		1	npc\fbmac013006a	icon\funcnpc\fbmac013006a.png	172	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013006b	SpringMachineNpc		1	npc\fbmac013006b	icon\funcnpc\fbmac013006b.png	172	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013006c	SpringMachineNpc		1	npc\fbmac013006c	icon\funcnpc\fbmac013006c.png	172	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013007	SpringMachineNpc		1	npc\fbmac013007	icon\funcnpc\fbmac013007.png	172	4	20	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open		0		-1	interact041	5000												2	5				
macclone013008	SpringMachineNpc		1	npc\fbmac013008	icon\funcnpc\fbmac013008.png	172	4	20	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open		0		-1	interact041	5000												2	5				
macclone013009	SpringMachineNpc		1	npc\fbmac013009	icon\funcnpc\fbmac013009.png	172	4	20	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open		0		-1	interact041	5000												2	5				
macclone013013	SpringMachineNpc		1	npc\fbmac013013		163	4	100	npc\spring_machine_npc.lua	-1		closeloop	mac_die	mac_hurt1		0		-1														2	5				
macclone013014	SpringMachineNpc		1	npc\fbmac013040		202	4	50	npc\spring_machine_npc.lua	-1	1					0		-1														2	5				
macclone013016	SpringMachineNpc		1	npc\fbmac013016	icon\funcnpc\fbmac013016.png	172	4	20	npc\clone\clone013\macclone013016.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	3000												2	5				
macclone013019a	SpringMachineNpc		1	npc\fbmac013019f		170	4	50	npc\spring_machine_npc.lua	-1	1	closeloop				0		-1														0	0				
macclone013019b	SpringMachineNpc		1	npc\fbmac013019f		170	4	50	npc\spring_machine_npc.lua	-1	1	closeloop				0		-1														0	0				
macclone013019c	SpringMachineNpc		1	npc\fbmac013019f		170	4	50	npc\spring_machine_npc.lua	-1	1	closeloop				0		-1														0	0				
macclone013019d	SpringMachineNpc		1	npc\fbmac013019f		170	4	50	npc\spring_machine_npc.lua	-1	1	closeloop				0		-1														0	0				
macclone013019e	SpringMachineNpc		1	npc\fbmac013019f		170	4	50	npc\spring_machine_npc.lua	-1	1	closeloop				0		-1														0	0				
macclone013020	SpringMachineNpc		1	npc\fbmac013020	icon\funcnpc\fbmac013020.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013021	SpringMachineNpc		1	npc\fbmac013021	icon\funcnpc\fbmac013021.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013022	SpringMachineNpc		1	npc\fbmac013022	icon\funcnpc\fbmac013022.png	173	4	50	npc\spring_machine_npc.lua	-1		openloop				0		-1														2	5				
macclone013023	SpringMachineNpc		1	npc\fbmac013023	icon\funcnpc\fbmac013023.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013024	SpringMachineNpc		1	npc\fbmac013024	icon\funcnpc\fbmac013024.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013024a	SpringMachineNpc		1	npc\fbmac013024	icon\funcnpc\fbmac013024.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013024b	SpringMachineNpc		1	npc\fbmac013024a	icon\funcnpc\fbmac013024.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013024c	SpringMachineNpc		1	npc\fbmac013024a	icon\funcnpc\fbmac013024.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013024d	SpringMachineNpc		1	npc\fbmac013024	icon\funcnpc\fbmac013024.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013026	SpringMachineNpc		1	npc\fbmac013026	icon\funcnpc\fbmac013026.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013026c	SpringMachineNpc		1	npc\fbmac013026b	icon\funcnpc\fbmac013026.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013026a	SpringMachineNpc		1	npc\fbmac013026a	icon\funcnpc\fbmac013026.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013026b	SpringMachineNpc		1	npc\fbmac013026a	icon\funcnpc\fbmac013026.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013027	SpringMachineNpc		1	npc\fbmac013027	icon\funcnpc\fbmac013027.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013027a	SpringMachineNpc		1	npc\fbmac013027a	icon\funcnpc\fbmac013027.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013027b	SpringMachineNpc		1	npc\fbmac013027b	icon\funcnpc\fbmac013027.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013028	SpringMachineNpc		1	npc\fbmac013028	icon\funcnpc\fbmac013028.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013028a	SpringMachineNpc		1	npc\fbmac013028	icon\funcnpc\fbmac013028.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013029	SpringMachineNpc		1	npc\fbmac013029	icon\funcnpc\fbmac013029.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013030	SpringMachineNpc		1	npc\fbmac013030	icon\funcnpc\fbmac013030.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013030a	SpringMachineNpc		1	npc\fbmac013030	icon\funcnpc\fbmac013030.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013030b	SpringMachineNpc		1	npc\fbmac013030	icon\funcnpc\fbmac013030.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013030c	SpringMachineNpc		1	npc\fbmac013030	icon\funcnpc\fbmac013030.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013030d	SpringMachineNpc		1	npc\fbmac013030	icon\funcnpc\fbmac013030.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013030e	SpringMachineNpc		1	npc\fbmac013030	icon\funcnpc\fbmac013030.png	173	4	50	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013030f	SpringMachineNpc		1	npc\fbmac013030	icon\funcnpc\fbmac013030.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013031	SpringMachineNpc		1	npc\fbmac013031	icon\funcnpc\fbmac013031.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032a	SpringMachineNpc		1	npc\fbmac013032a	icon\funcnpc\fbmac013032a.png	173	4	50	npc\spring_machine_npc.lua	2		closeloop				0		-1	interact041													2	5				
macclone013032b	SpringMachineNpc		1	npc\fbmac013032b	icon\funcnpc\fbmac013032b.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032c	SpringMachineNpc		1	npc\fbmac013032c	icon\funcnpc\fbmac013032c.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032d	SpringMachineNpc		1	npc\fbmac013032d	icon\funcnpc\fbmac013032d.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032e	SpringMachineNpc		1	npc\fbmac013032e	icon\funcnpc\fbmac013032e.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032f	SpringMachineNpc		1	npc\fbmac013032f	icon\funcnpc\fbmac013032f.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032g	SpringMachineNpc		1	npc\fbmac013032g	icon\funcnpc\fbmac013032g.png	173	4	50	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032h	SpringMachineNpc		1	npc\fbmac013032h	icon\funcnpc\fbmac013032h.png	173	4	50	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032i	SpringMachineNpc		1	npc\fbmac013032i	icon\funcnpc\fbmac013032i.png	173	4	50	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013032j	SpringMachineNpc		1	npc\fbmac013032j	icon\funcnpc\fbmac013032j.png	173	4	50	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013033	SpringMachineNpc		1	npc\fbmac013033		173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013033a	SpringMachineNpc		1	npc\fbmac013033		173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013034	SpringMachineNpc		1	npc\fbmac013034		173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013035	SpringMachineNpc		1	npc\fbmac013035	icon\funcnpc\fbmac013035.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013035a	SpringMachineNpc		1	npc\fbmac013035	icon\funcnpc\fbmac013035.png	173	4	50	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013036	SpringMachineNpc		1	npc\fbmac013036		173	4	5	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013037	SpringMachineNpc		1	npc\fbmac013037		173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013037a	SpringMachineNpc		1	npc\fbmac013037		173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013051	SpringMachineNpc		1	npc\fbmac013039a	icon\funcnpc\fbmac013039a.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013052	SpringMachineNpc		1	npc\fbmac013039b	icon\funcnpc\fbmac013039b.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013053	SpringMachineNpc		1	npc\fbmac013039c	icon\funcnpc\fbmac013039c.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013054	SpringMachineNpc		1	npc\fbmac013039d	icon\funcnpc\fbmac013039d.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013055	SpringMachineNpc		1	npc\fbmac013039e	icon\funcnpc\fbmac013039e.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013056	SpringMachineNpc		1	npc\fbmac013039f	icon\funcnpc\fbmac013039f.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013057	SpringMachineNpc		1	npc\fbmac013039g	icon\funcnpc\fbmac013039g.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013058	SpringMachineNpc		1	npc\fbmac013039h	icon\funcnpc\fbmac013039h.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013059	SpringMachineNpc		1	npc\fbmac013039i	icon\funcnpc\fbmac013039i.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
macclone013060	SpringMachineNpc		1	npc\fbmac013039j	icon\funcnpc\fbmac013039j.png	601	4	5	npc\clone\clone013\Book.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	1000												2	9				
funnpcclone013012	SpringMachineNpc		1	npc\fbfunnpc00241a		202	4	5	npc\spring_machine_npc.lua	-1						0		10000	interact041	1000												2	9				
npcclone013005ca	SpringMachineNpc		1	npc\monster134a		202	4	5	npc\spring_machine_npc.lua	-1						0		10000	interact041	1000												2	9				
npcclone013006ca	SpringMachineNpc		1	npc\monster258a		202	4	5	npc\spring_machine_npc.lua	-1						0		10000	interact041	1000												2	9				
npcclone013007a	SpringMachineNpc		1	npc\monster072a		202	4	5	npc\spring_machine_npc.lua	-1						0		10000	interact041	1000												2	9				
npcclone013008a	SpringMachineNpc		1	npc\monster246a		202	4	5	npc\spring_machine_npc.lua	-1						0		10000	interact041	1000												2	9				
npcclone013009a	SpringMachineNpc		1	npc\monster058a		202	4	5	npc\spring_machine_npc.lua	-1						0		10000	interact041	1000												2	9				
npcclone013010a	SpringMachineNpc		1	npc\worldnpc246a		202	4	5	npc\spring_machine_npc.lua	-1						0		10000	interact041	1000												2	9				
																																					
																																					
																																					
																																					
																																					
MacClone015001	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015002	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015003	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015004	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015005	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015006	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015007	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015008	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015009	SpringMachineNpc		1	npc\fbmac00511		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015010	SpringMachineNpc		1	npc\fbmac00511		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015011	SpringMachineNpc		1	npc\fbmac00511		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015012	SpringMachineNpc		1	npc\fbmac00511		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015013	SpringMachineNpc		1	npc\fbmac00511		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015014	SpringMachineNpc		1	npc\fbmac00511		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015015	SpringMachineNpc		1	npc\fbmac015017	icon\funcnpc\fbmac015017.png	173	4	5	npc\clone\clone015\macclone015015.lua	2		closeloop	openloop	open	close	0	0	-1	interact041	5000												2	5				
MacClone015016	SpringMachineNpc		1	npc\fbmac015018	icon\funcnpc\fbmac015017.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015017	SpringMachineNpc		1	npc\fbmac015019		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015018	SpringMachineNpc		1	npc\fbmac00195		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015019	SpringMachineNpc		1	npc\fbmac015020		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015020	SpringMachineNpc		1	npc\fbmac015018		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
MacClone015021	SpringMachineNpc		1	npc\fbmac015019		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	5000																	
																																					
MacClone015281	SpringMachineNpc		1	npc\fbmac00528		173	4	5	npc\clone\clone015\MacClone015281_spring_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	2000												2	2				
MacClone021001	SpringMachineNpc		1	npc\fbmac021020	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
MacClone021002	SpringMachineNpc		1	npc\fbmac021021	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	0	-1	interact041	2000												2	5				
MacClone021003	SpringMachineNpc		1	npc\fbmac021022	icon\funcnpc\clonedoor.png	173	4	4		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
MacClone021102	SpringMachineNpc		1	npc\fbmac021023	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	0	-1	interact041	2000												2	5				
MacClone021004	SpringMachineNpc		1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
MacClone021005	SpringMachineNpc		1	npc\fbmac021034	icon\funcnpc\clonedoor.png	173	4	3		2		closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
MacClone021007	SpringMachineNpc		1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
MacClone021008	SpringMachineNpc		1	npc\fbmac00012	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
MacClone021009	SpringMachineNpc		1	npc\fbmac003026	icon\funcnpc\clonedoor.png	173	4	5																													
Macclone021021	FlyNpc		1	npc\fbmac021025	icon\funcnpc\clonedoor.png	48	4	5																													
Macclone021022	FlyNpc		1	npc\fbmac021025	icon\funcnpc\clonedoor.png	48	4	5																													
Macclone021023	FlyNpc		1	npc\fbmac021025	icon\funcnpc\clonedoor.png	48	4	5																													
Macclone021024	FlyNpc		1	npc\fbmac021025	icon\funcnpc\clonedoor.png	48	4	5																													
Macclone021211	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021212	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021213	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021214	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021215	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021216	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021217	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021218	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021219	SpringMachineNpc		1	npc\fbmac021011	icon\funcnpc\clonedoor.png	202	4	5	npc\clone\clone021\Macclone021211.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021047	SpringMachineNpc		1	npc\fbmac021001	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021048	SpringMachineNpc		1	npc\fbmac021001	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021049	SpringMachineNpc		1	npc\fbmac021001	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021050	SpringMachineNpc		1	npc\fbmac021001	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021051	SpringMachineNpc		1	npc\fbmac021001	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021052	SpringMachineNpc		1	npc\fbmac021001	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021053	SpringMachineNpc		1	npc\fbmac021001	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021054	SpringMachineNpc		1	npc\fbmac021001	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
MacClone021131	SpringMachineNpc	灯柱1	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		0	interact041	2000												2	5				
MacClone021132	SpringMachineNpc	灯柱2	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		1	interact041	2000												2	5				
MacClone021133	SpringMachineNpc	灯柱3	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		2	interact041	2000												2	5				
MacClone021134	SpringMachineNpc	灯柱4	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		3	interact041	2000												2	5				
MacClone021135	SpringMachineNpc	灯柱5	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		4	interact041	2000												2	5				
MacClone021136	SpringMachineNpc	灯柱6	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		5	interact041	2000												2	5				
MacClone021137	SpringMachineNpc	灯柱7	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		6	interact041	2000												2	5				
MacClone021138	SpringMachineNpc	灯柱8	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7	interact041	2000												2	5				
MacClone021139	SpringMachineNpc	灯柱9	1	npc\fbmac021001		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		8	interact041	2000												2	5				
Macclone021101	SpringMachineNpc		1	npc\fbmac021055	icon\funcnpc\clonedoor.png	173	4	2		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021103	SpringMachineNpc		1	npc\fbmac021076	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000	"useitemclone013003,1,1,16425"											2	5				
Macclone021104	SpringMachineNpc		1	npc\fbmac021036	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000	"useitemclone013003,1,1,16423"											2	5				
Macclone021105	SpringMachineNpc		1	npc\fbmac021036	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021106	SpringMachineNpc		1	npc\fbmac021034	icon\funcnpc\clonedoor.png	173	4	6		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021107	SpringMachineNpc		1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	5		2		closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021108	SpringMachineNpc		1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	5		2		closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021109	SpringMachineNpc		1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
