NPC编号	对象类型	名称	模型编号	头像	NPC类型	NPC种类ID	响应范围	脚本编号	采集范围	采集动作名	读条时间(ms)	掉落	掉落数量	无拾取物消失时间/秒	最大消失时间/秒	刷新时间	存在时间	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	NPC特效名称	是否可选中	鼠标形状	模型缩放	开启条件	AI编辑包	拾取规则（0为自由拾取，1为系统分配，2为队伍分配，不填默认为0）	级别	怪物强度	限制创建次数	拾取锁定时间（防止拾取者见利踢人，单位：s）
BossBox002325A	BoxNpc	袁世贵	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss325	6			-1							2	9				2	66	10	1	5
BossBox002326A	BoxNpc	凤琊	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss326	6			-1							2	9				2	66	10	1	5
BossBox002327A	BoxNpc	碧露	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss327	6			-1							2	9				2	68	10	1	5
BossBox002328A	BoxNpc	沈义山	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss328	6			-1							2	9				2	66	10	1	5
																																
		//龙门客栈阶段二																														
		//普通																														
BossBox002001B	BoxNpc	曹正卿	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss001_b	6			-1							2	9				2	60	10	1	5
BossBox002002B	BoxNpc	里把耶尔	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss002_b	6			-1							2	9				2	60	10	1	5
BossBox002003B	BoxNpc	霍督山	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss003_b	6			-1							2	9				2	60	10	1	5
BossBox002004B	BoxNpc	周志安	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss004_b	6			-1							2	9				2	59	10	1	5
BossBox002005B	BoxNpc	常笑痴	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss005_b	6			-1							2	9				2	59	10	1	5
BossBox002006B	BoxNpc	邱无言	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss006_b	6			-1							2	9				2	59	10	1	5
BossBox002007B	BoxNpc	金怀玉	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss007_b	6			-1							2	9				2	59	10	1	5
BossBox002008B	BoxNpc	何休	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss008_b	6			-1							2	9				2	59	10	1	5
BossBox002009B	BoxNpc	贾朝	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss009_b	6			-1							2	9				2	59	10	1	5
BossBox002010B	BoxNpc	陆小江	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss010_b	6			-1							2	9				2	60	10	1	5
BossBox002011B	BoxNpc	曹冲	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss011_b	6			-1							2	9				2	58	10	1	5
BossBox002012B	BoxNpc	铁弼	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss012_b	6			-1							2	9				2	58	10	1	5
BossBox002013B	BoxNpc	贺彪	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss013_b	6			-1							2	9				2	58	10	1	5
BossBox002014B	BoxNpc	董遒	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss014_b	6			-1							2	9				2	57	10	1	5
BossBox002015B	BoxNpc	朱鉴之	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss015_b	6			-1							2	9				2	58	10	1	5
BossBox002016B	BoxNpc	小勤	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss016_b	6			-1							2	9				2	58	10	1	5
BossBox002017B	BoxNpc	司马回风	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss017_b	6			-1							2	9				2	57	10	1	5
BossBox002018B	BoxNpc	刁不二	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss018_b	6			-1							2	9				2	57	10	1	5
BossBox002019B	BoxNpc	来顺	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss019_b	6			-1							2	9				2	56	10	1	5
BossBox002020B	BoxNpc	小黑	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss020_b	6			-1							2	9				2	56	10	1	5
BossBox002021B	BoxNpc	三子	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss021_b	6			-1							2	9				2	56	10	1	5
BossBox002022B	BoxNpc	崔杨	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss022_b	6			-1							2	9				2	57	10	1	5
BossBox002023B	BoxNpc	张知	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss023_b	6			-1							2	9				2	56	10	1	5
BossBox002024B	BoxNpc	胡兵千夫长	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss024_b	6			-1							2	9				2	56	10	1	5
BossBox002025B	BoxNpc	袁世贵	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss025_b	6			-1							2	9				2	56	10	1	5
BossBox002026B	BoxNpc	凤琊	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss026_b	6			-1							2	9				2	56	10	1	5
BossBox002027B	BoxNpc	碧露	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss027_b	6			-1							2	9				2	58	10	1	5
BossBox002028B	BoxNpc	沈义山	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss028_b	6			-1							2	9				2	56	10	1	5
		//困难																														
BossBox002201B	BoxNpc	曹正卿	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss201_b	6			-1							2	9				2	65	10	1	5
BossBox002202B	BoxNpc	里把耶尔	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss202_b	6			-1							2	9				2	65	10	1	5
BossBox002203B	BoxNpc	霍督山	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss203_b	6			-1							2	9				2	65	10	1	5
BossBox002204B	BoxNpc	周志安	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss204_b	6			-1							2	9				2	64	10	1	5
BossBox002205B	BoxNpc	常笑痴	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss205_b	6			-1							2	9				2	64	10	1	5
BossBox002206B	BoxNpc	邱无言	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss206_b	6			-1							2	9				2	64	10	1	5
BossBox002207B	BoxNpc	金怀玉	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss207_b	6			-1							2	9				2	64	10	1	5
BossBox002208B	BoxNpc	何休	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss208_b	6			-1							2	9				2	65	10	1	5
BossBox002209B	BoxNpc	贾朝	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss209_b	6			-1							2	9				2	63	10	1	5
BossBox002210B	BoxNpc	陆小江	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss210_b	6			-1							2	9				2	63	10	1	5
BossBox002211B	BoxNpc	曹冲	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss211_b	6			-1							2	9				2	63	10	1	5
BossBox002212B	BoxNpc	铁弼	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss212_b	6			-1							2	9				2	63	10	1	5
BossBox002213B	BoxNpc	贺彪	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss213_b	6			-1							2	9				2	63	10	1	5
BossBox002214B	BoxNpc	董遒	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss214_b	6			-1							2	9				2	62	10	1	5
BossBox002215B	BoxNpc	朱鉴之	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss215_b	6			-1							2	9				2	63	10	1	5
BossBox002216B	BoxNpc	小勤	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss216_b	6			-1							2	9				2	63	10	1	5
BossBox002217B	BoxNpc	司马回风	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss217_b	6			-1							2	9				2	62	10	1	5
BossBox002218B	BoxNpc	刁不二	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss218_b	6			-1							2	9				2	62	10	1	5
BossBox002219B	BoxNpc	来顺	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss219_b	6			-1							2	9				2	61	10	1	5
BossBox002220B	BoxNpc	小黑	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss220_b	6			-1							2	9				2	61	10	1	5
BossBox002221B	BoxNpc	三子	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss221_b	6			-1							2	9				2	61	10	1	5
BossBox002222B	BoxNpc	崔杨	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss222_b	6			-1							2	9				2	62	10	1	5
BossBox002223B	BoxNpc	张知	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss223_b	6			-1							2	9				2	61	10	1	5
BossBox002224B	BoxNpc	胡兵千夫长	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss224_b	6			-1							2	9				2	61	10	1	5
BossBox002225B	BoxNpc	袁世贵	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss225_b	6			-1							2	9				2	61	10	1	5
BossBox002226B	BoxNpc	凤琊	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss226_b	6			-1							2	9				2	61	10	1	5
BossBox002227B	BoxNpc	碧露	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss227_b	6			-1							2	9				2	63	10	1	5
BossBox002228B	BoxNpc	沈义山	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss228_b	6			-1							2	9				2	61	10	1	5
		//地狱																														
BossBox002301B	BoxNpc	曹正卿	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss301_b	6			-1							2	9				2	70	10	1	5
BossBox002302B	BoxNpc	里把耶尔	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss302_b	6			-1							2	9				2	70	10	1	5
BossBox002303B	BoxNpc	霍督山	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss303_b	6			-1							2	9				2	70	10	1	5
BossBox002304B	BoxNpc	周志安	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss304_b	6			-1							2	9				2	69	10	1	5
BossBox002305B	BoxNpc	常笑痴	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss305_b	6			-1							2	9				2	69	10	1	5
BossBox002306B	BoxNpc	邱无言	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss306_b	6			-1							2	9				2	69	10	1	5
BossBox002307B	BoxNpc	金怀玉	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss307_b	6			-1							2	9				2	69	10	1	5
BossBox002308B	BoxNpc	何休	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss308_b	6			-1							2	9				2	70	10	1	5
BossBox002309B	BoxNpc	贾朝	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss309_b	6			-1							2	9				2	68	10	1	5
BossBox002310B	BoxNpc	陆小江	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss310_b	6			-1							2	9				2	68	10	1	5
BossBox002311B	BoxNpc	曹冲	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss311_b	6			-1							2	9				2	68	10	1	5
BossBox002312B	BoxNpc	铁弼	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss312_b	6			-1							2	9				2	68	10	1	5
BossBox002313B	BoxNpc	贺彪	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss313_b	6			-1							2	9				2	68	10	1	5
BossBox002314B	BoxNpc	董遒	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss314_b	6			-1							2	9				2	67	10	1	5
BossBox002315B	BoxNpc	朱鉴之	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss315_b	6			-1							2	9				2	68	10	1	5
BossBox002316B	BoxNpc	小勤	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss316_b	6			-1							2	9				2	68	10	1	5
BossBox002317B	BoxNpc	司马回风	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss317_b	6			-1							2	9				2	67	10	1	5
BossBox002318B	BoxNpc	刁不二	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss318_b	6			-1							2	9				2	67	10	1	5
BossBox002319B	BoxNpc	来顺	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss319_b	6			-1							2	9				2	66	10	1	5
BossBox002320B	BoxNpc	小黑	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss320_b	6			-1							2	9				2	66	10	1	5
BossBox002321B	BoxNpc	三子	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss321_b	6			-1							2	9				2	66	10	1	5
BossBox002322B	BoxNpc	崔杨	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss322_b	6			-1							2	9				2	67	10	1	5
BossBox002323B	BoxNpc	张知	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss323_b	6			-1							2	9				2	66	10	1	5
BossBox002324B	BoxNpc	胡兵千夫长	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss324_b	6			-1							2	9				2	66	10	1	5
BossBox002325B	BoxNpc	袁世贵	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss325_b	6			-1							2	9				2	66	10	1	5
BossBox002326B	BoxNpc	凤琊	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss326_b	6			-1							2	9				2	66	10	1	5
BossBox002327B	BoxNpc	碧露	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss327_b	6			-1							2	9				2	68	10	1	5
BossBox002328B	BoxNpc	沈义山	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss328_b	6			-1							2	9				2	66	10	1	5
																																
		//龙门客栈阶段三																														
		//普通																														
BossBox002001C	BoxNpc	曹正卿	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss001_c	6			-1							2	9				2	60	10	1	5
BossBox002002C	BoxNpc	里把耶尔	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss002_c	6			-1							2	9				2	60	10	1	5
BossBox002003C	BoxNpc	霍督山	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss003_c	6			-1							2	9				2	60	10	1	5
BossBox002004C	BoxNpc	周志安	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss004_c	6			-1							2	9				2	59	10	1	5
BossBox002005C	BoxNpc	常笑痴	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss005_c	6			-1							2	9				2	59	10	1	5
BossBox002006C	BoxNpc	邱无言	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss006_c	6			-1							2	9				2	59	10	1	5
BossBox002007C	BoxNpc	金怀玉	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss007_c	6			-1							2	9				2	59	10	1	5
BossBox002008C	BoxNpc	何休	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss008_c	6			-1							2	9				2	59	10	1	5
BossBox002009C	BoxNpc	贾朝	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss009_c	6			-1							2	9				2	59	10	1	5
BossBox002010C	BoxNpc	陆小江	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss010_c	6			-1							2	9				2	60	10	1	5
BossBox002011C	BoxNpc	曹冲	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss011_c	6			-1							2	9				2	58	10	1	5
BossBox002012C	BoxNpc	铁弼	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss012_c	6			-1							2	9				2	58	10	1	5
BossBox002013C	BoxNpc	贺彪	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss013_c	6			-1							2	9				2	58	10	1	5
BossBox002014C	BoxNpc	董遒	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss014_c	6			-1							2	9				2	57	10	1	5
BossBox002015C	BoxNpc	朱鉴之	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss015_c	6			-1							2	9				2	58	10	1	5
BossBox002016C	BoxNpc	小勤	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss016_c	6			-1							2	9				2	58	10	1	5
BossBox002017C	BoxNpc	司马回风	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss017_c	6			-1							2	9				2	57	10	1	5
BossBox002018C	BoxNpc	刁不二	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss018_c	6			-1							2	9				2	57	10	1	5
BossBox002019C	BoxNpc	来顺	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss019_c	6			-1							2	9				2	56	10	1	5
BossBox002020C	BoxNpc	小黑	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss020_c	6			-1							2	9				2	56	10	1	5
BossBox002021C	BoxNpc	三子	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss021_c	6			-1							2	9				2	56	10	1	5
BossBox002022C	BoxNpc	崔杨	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss022_c	6			-1							2	9				2	57	10	1	5
BossBox002023C	BoxNpc	张知	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss023_c	6			-1							2	9				2	56	10	1	5
BossBox002024C	BoxNpc	胡兵千夫长	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss024_c	6			-1							2	9				2	56	10	1	5
BossBox002025C	BoxNpc	袁世贵	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss025_c	6			-1							2	9				2	56	10	1	5
BossBox002026C	BoxNpc	凤琊	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss026_c	6			-1							2	9				2	56	10	1	5
BossBox002027C	BoxNpc	碧露	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss027_c	6			-1							2	9				2	58	10	1	5
BossBox002028C	BoxNpc	沈义山	npc\itemboxnpc002		161		3		3	interact041	5000	LongmBoss028_c	6			-1							2	9				2	56	10	1	5
		//困难																														
BossBox002201C	BoxNpc	曹正卿	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss201_c	6			-1							2	9				2	65	10	1	5
BossBox002202C	BoxNpc	里把耶尔	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss202_c	6			-1							2	9				2	65	10	1	5
BossBox002203C	BoxNpc	霍督山	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss203_c	6			-1							2	9				2	65	10	1	5
BossBox002204C	BoxNpc	周志安	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss204_c	6			-1							2	9				2	64	10	1	5
BossBox002205C	BoxNpc	常笑痴	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss205_c	6			-1							2	9				2	64	10	1	5
BossBox002206C	BoxNpc	邱无言	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss206_c	6			-1							2	9				2	64	10	1	5
BossBox002207C	BoxNpc	金怀玉	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss207_c	6			-1							2	9				2	64	10	1	5
BossBox002208C	BoxNpc	何休	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss208_c	6			-1							2	9				2	65	10	1	5
BossBox002209C	BoxNpc	贾朝	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss209_c	6			-1							2	9				2	63	10	1	5
BossBox002210C	BoxNpc	陆小江	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss210_c	6			-1							2	9				2	63	10	1	5
BossBox002211C	BoxNpc	曹冲	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss211_c	6			-1							2	9				2	63	10	1	5
BossBox002212C	BoxNpc	铁弼	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss212_c	6			-1							2	9				2	63	10	1	5
BossBox002213C	BoxNpc	贺彪	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss213_c	6			-1							2	9				2	63	10	1	5
BossBox002214C	BoxNpc	董遒	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss214_c	6			-1							2	9				2	62	10	1	5
BossBox002215C	BoxNpc	朱鉴之	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss215_c	6			-1							2	9				2	63	10	1	5
BossBox002216C	BoxNpc	小勤	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss216_c	6			-1							2	9				2	63	10	1	5
BossBox002217C	BoxNpc	司马回风	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss217_c	6			-1							2	9				2	62	10	1	5
BossBox002218C	BoxNpc	刁不二	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss218_c	6			-1							2	9				2	62	10	1	5
BossBox002219C	BoxNpc	来顺	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss219_c	6			-1							2	9				2	61	10	1	5
BossBox002220C	BoxNpc	小黑	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss220_c	6			-1							2	9				2	61	10	1	5
BossBox002221C	BoxNpc	三子	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss221_c	6			-1							2	9				2	61	10	1	5
BossBox002222C	BoxNpc	崔杨	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss222_c	6			-1							2	9				2	62	10	1	5
BossBox002223C	BoxNpc	张知	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss223_c	6			-1							2	9				2	61	10	1	5
BossBox002224C	BoxNpc	胡兵千夫长	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss224_c	6			-1							2	9				2	61	10	1	5
BossBox002225C	BoxNpc	袁世贵	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss225_c	6			-1							2	9				2	61	10	1	5
BossBox002226C	BoxNpc	凤琊	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss226_c	6			-1							2	9				2	61	10	1	5
BossBox002227C	BoxNpc	碧露	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss227_c	6			-1							2	9				2	63	10	1	5
BossBox002228C	BoxNpc	沈义山	npc\itemboxnpc003		161		3		3	interact041	5000	LongmBoss228_c	6			-1							2	9				2	61	10	1	5
		//地狱																														
BossBox002301C	BoxNpc	曹正卿	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss301_c	6			-1							2	9				2	70	10	1	5
BossBox002302C	BoxNpc	里把耶尔	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss302_c	6			-1							2	9				2	70	10	1	5
BossBox002303C	BoxNpc	霍督山	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss303_c	6			-1							2	9				2	70	10	1	5
BossBox002304C	BoxNpc	周志安	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss304_c	6			-1							2	9				2	69	10	1	5
BossBox002305C	BoxNpc	常笑痴	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss305_c	6			-1							2	9				2	69	10	1	5
BossBox002306C	BoxNpc	邱无言	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss306_c	6			-1							2	9				2	69	10	1	5
BossBox002307C	BoxNpc	金怀玉	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss307_c	6			-1							2	9				2	69	10	1	5
BossBox002308C	BoxNpc	何休	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss308_c	6			-1							2	9				2	70	10	1	5
BossBox002309C	BoxNpc	贾朝	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss309_c	6			-1							2	9				2	68	10	1	5
BossBox002310C	BoxNpc	陆小江	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss310_c	6			-1							2	9				2	68	10	1	5
BossBox002311C	BoxNpc	曹冲	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss311_c	6			-1							2	9				2	68	10	1	5
BossBox002312C	BoxNpc	铁弼	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss312_c	6			-1							2	9				2	68	10	1	5
BossBox002313C	BoxNpc	贺彪	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss313_c	6			-1							2	9				2	68	10	1	5
BossBox002314C	BoxNpc	董遒	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss314_c	6			-1							2	9				2	67	10	1	5
BossBox002315C	BoxNpc	朱鉴之	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss315_c	6			-1							2	9				2	68	10	1	5
BossBox002316C	BoxNpc	小勤	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss316_c	6			-1							2	9				2	68	10	1	5
BossBox002317C	BoxNpc	司马回风	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss317_c	6			-1							2	9				2	67	10	1	5
BossBox002318C	BoxNpc	刁不二	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss318_c	6			-1							2	9				2	67	10	1	5
BossBox002319C	BoxNpc	来顺	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss319_c	6			-1							2	9				2	66	10	1	5
BossBox002320C	BoxNpc	小黑	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss320_c	6			-1							2	9				2	66	10	1	5
BossBox002321C	BoxNpc	三子	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss321_c	6			-1							2	9				2	66	10	1	5
BossBox002322C	BoxNpc	崔杨	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss322_c	6			-1							2	9				2	67	10	1	5
BossBox002323C	BoxNpc	张知	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss323_c	6			-1							2	9				2	66	10	1	5
BossBox002324C	BoxNpc	胡兵千夫长	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss324_c	6			-1							2	9				2	66	10	1	5
BossBox002325C	BoxNpc	袁世贵	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss325_c	6			-1							2	9				2	66	10	1	5
BossBox002326C	BoxNpc	凤琊	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss326_c	6			-1							2	9				2	66	10	1	5
BossBox002327C	BoxNpc	碧露	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss327_c	6			-1							2	9				2	68	10	1	5
BossBox002328C	BoxNpc	沈义山	npc\itemnpc590		161		3		3	interact041	5000	LongmBoss328_c	6			-1							2	9				2	66	10	1	5
		//修罗61-70																														
BossBox002401C	BoxNpc	曹正卿	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss301_c	6			-1							2	9				2	65	10	1	5
BossBox002402C	BoxNpc	里把耶尔	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss402_c	6			-1							2	9				2	65	10	1	5
BossBox002403C	BoxNpc	霍督山	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss403_c	6			-1							2	9				2	65	10	1	5
BossBox002404C	BoxNpc	周志安	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss404_c	6			-1							2	9				2	65	10	1	5
BossBox002405C	BoxNpc	常笑痴	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss405_c	6			-1							2	9				2	65	10	1	5
BossBox002406C	BoxNpc	邱无言	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss406_c	6			-1							2	9				2	65	10	1	5
BossBox002407C	BoxNpc	金怀玉	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss407_c	6			-1							2	9				2	65	10	1	5
BossBox002408C	BoxNpc	何休	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss308_c	6			-1							2	9				2	65	10	1	5
BossBox002409C	BoxNpc	贾朝	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss409_c	6			-1							2	9				2	65	10	1	5
BossBox002410C	BoxNpc	陆小江	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss310_c	6			-1							2	9				2	65	10	1	5
BossBox002411C	BoxNpc	曹冲	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss411_c	6			-1							2	9				2	65	10	1	5
BossBox002412C	BoxNpc	铁弼	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss412_c	6			-1							2	9				2	65	10	1	5
BossBox002413C	BoxNpc	贺彪	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss413_c	6			-1							2	9				2	65	10	1	5
BossBox002414C	BoxNpc	董遒	npc\itemnpc591		161		3		3	interact041	5000	LongmBoss414_c	6			-1							2	9				2	65	10	1	5
