NPC编号	对象类型	名称	模型编号	NPC类型	NPC种类ID	响应范围	触发事件编号	触发类型	触发任务ID	是否可见	交互顺序	脚本编号	触发条件	AI编辑包
qy_111030_jilegu_jin_01	EventNpc	极乐谷奇遇40号分组场景进	npc\itemnpc057	47	4	45		6		0		npc\clone\CJ\Event_condition.lua	9891	
qy_111030_jilegu_chu_01	EventNpc	极乐谷奇遇40号分组场景出	npc\itemnpc057	47	4	49		6		0		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
qy_111030_junzitang_jin_02	EventNpc	分组进君子堂正殿	npc\itemnpc057	47	4	40		6		0		npc\clone\CJ\Event_condition.lua	9931	
qy_111030_junzitang_chu_02	EventNpc	分组出君子堂正殿	npc\itemnpc057	47	4	49		6		0		Adventure\junzitang\qy_111030_junzitang_chu_02.lua		
qy_111030_junzitang_jin_03	EventNpc	分组进君子堂试剑台	npc\itemnpc057	47	4	45		6		0		npc\clone\CJ\Event_condition.lua	9940	
qy_111030_junzitang_chu_03	EventNpc	分组出君子堂试剑台	npc\itemnpc057	47	4	49		6		0		Adventure\junzitang\qy_111030_junzitang_chu_03.lua		
qy_111030_junzitang_anshao	EventNpc	暗哨	npc\itemnpc057	202	4	5		6		0				
qy_111031_jilegu_xunlu	EventNpc	删除莫无情	npc\itemnpc057	47	4	5		6		1		Adventure\jilegu\qy_111030_jilegu_xunlu.lua		
qy_111030_jilegu_sjt	EventNpc	试剑台动画NPC	npc\itemnpc057	47	4	3		6		1		Adventure\junzitang\qy_111030_jilegu_sjt.lua		
														
qy_111030_junzitang_youyuandong_01	EventNpc	君子堂游鹭洞奇遇进	npc\itemnpc057	47	4	33		6		1		Adventure\junzitang\Event_jzt111030_1.lua	22587	
qy_111030_junzitang_youyuandong_02	EventNpc	君子堂游鹭洞奇遇出	npc\itemnpc057	47	4	35		6		1		Adventure\junzitang\qy_111030_junzitang_youyuandong_02.lua		
														
qy_111030_junzitang_shanmen	EventNpc	君子堂山门	npc\itemnpc057	47	4	20		6		1		Adventure\junzitang\qy_111030_junzitang_shanmen.lua	10030	
EventClone01101	EventNpc	护镖路程刷新小怪用	npc\itemnpc057	47	4	20		6		1		Adventure\EscortNpc0260_eventnpc.lua	10922	
EventClone01102	EventNpc	烟雨庄，卢夏和玩家见面动画	npc\itemnpc057	202	4	5		6		1		Adventure\FuncNpc00056_eventnpc.lua	10833	
EventClone01103	EventNpc	检测镖车是否进入，完成任务	npc\itemnpc057	202	4	5		6		1		Adventure\EscortNpc0260_eventnpc_1.lua		
EventClone01104	EventNpc	诡异隐士分组场景进入	npc\itemnpc057	47	4	20		6		1		npc\clone\CJ\Event_condition.lua	10386	
EventClone01105	EventNpc	诡异隐士分组场景离开	npc\itemnpc057	47	4	20		6		1		npc\clone\CJ\EventNpc_qy_sz_outdoor.lua		
EventClone01106	EventNpc	卢夏病危分组场景进入	npc\itemnpc057	47	4	10		6		1		npc\clone\CJ\Event_condition.lua	10403	
EventClone01107	EventNpc	卢夏病危分组场景离开	npc\itemnpc057	47	4	25		6		1		npc\clone\CJ\EventNpc_qy_sz_outdoor.lua		
														
qy_111030_junzitang_jin_04	EventNpc	分组进君子堂老君洞	npc\itemnpc057	47	4	49		6		0		npc\clone\CJ\Event_condition.lua	9939	
qy_111030_junzitang_chu_04	EventNpc	分组出君子堂老君洞	npc\itemnpc057	47	4	30		6		0		Adventure\junzitang\qy_111030_junzitang_chu_04.lua		
EventNpc_qy_xyp042_1	EventNpc	向阳坡遇42号分组场景进（强盗）	npc\itemnpc057	47	4	30		6		1		npc\clone\CJ\Event_condition.lua		
EventNpc_qy_xyp042_2	EventNpc	向阳坡奇遇42号分组场景出	npc\itemnpc057	47	4	100		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
														
EventNpc_qy_erg_1	EventNpc	恶人谷奇遇7010号分组场景入	npc\itemnpc057	47	4	30		6		1		npc\clone\CJ\Event_condition.lua	10008	
EventNpc_qy_erg_01	EventNpc	恶人谷奇遇7010号分组场景出	npc\itemnpc057	47	4	40		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_qy_erg_2	EventNpc	恶人谷奇遇7011号分组场景入	npc\itemnpc057	47	4	100		6		1		npc\clone\CJ\Event_condition.lua	10019	
EventNpc_qy_erg_02	EventNpc	恶人谷奇遇7011号分组场景出	npc\itemnpc057	47	4	110		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_qy_erg_3	EventNpc	恶人谷奇遇7012号分组场景入	npc\itemnpc057	47	4	20		6		1		npc\clone\CJ\Event_condition.lua	22586	
EventNpc_qy_erg_03	EventNpc	恶人谷奇遇7012号分组场景出	npc\itemnpc057	47	4	30		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
qy_yanjing_szcf	EventNpc		npc\fbmac004013	47	4	15		6		1		npc\qy_shuifudongtian.lua		
qy_yanjing_bmzy	EventNpc	燕京壁画奇遇	npc\fbmac004013	47	4	1		6		1		Adventure\yanjing\event_yanjing_bmzy.lua	10249	
qy_yanjing_sfdtsmr	EventNpc	水府洞天奇遇神秘人触发	npc\fbmac004013	47	4	5		6		1		Adventure\yanjing\event_shenmiren.lua		
qy_yanjing_sfdtfz	EventNpc	水府洞天奇遇分组场景入	npc\fbmac004013	47	4	10		6		1		npc\clone\CJ\Event_condition.lua	10445	
														
EventNpc_qy_wudang_01	EventNpc	武当奇遇	npc\itemnpc057e	47	4	3		6		1		Adventure\ly\EventNpc_qy_wudang_01.lua	9333	
EventNpc_qy_wudang_02	EventNpc	武当奇遇	npc\itemnpc057e	47	4	10		6		1		Adventure\ly\EventNpc_qy_wudang_02.lua	9331	
EventNpc_qy_wudang_03	EventNpc	武当奇遇	npc\itemnpc057e	47	4	10		6		1		Adventure\ly\EventNpc_qy_wudang_03.lua	9334	
EventNpc_qy_wudang_04	EventNpc	武当奇遇	npc\itemnpc057e	47	4	10		6		1		Adventure\ly\EventNpc_qy_wudang_04.lua	9335	
EventNpc_qy_wudang_05	EventNpc	武当奇遇	npc\itemnpc057e	47	4	10		6		1		Adventure\ly\EventNpc_qy_wudang_05.lua	9332	
														
EventNpc_qy_kq_1	EventNpc	孔雀山庄奇遇7035号分组场景入	npc\itemnpc057e	47	4	100		6		1		npc\clone\CJ\Event_condition.lua	11185	
EventNpc_qy_kq_01	EventNpc	孔雀山庄奇遇7035号分组场景出	npc\itemnpc057e	47	4	110		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_qy_kq_001	EventNpc	孔雀山庄奇遇强盗	npc\itemnpc057e	47	4	50		6		1		Adventure\kq\EventNpc_qy_kq_001.lua	11185	
EventNpc_qy_kq_002	EventNpc	孔雀山庄奇遇蛇	npc\itemnpc057e	47	4	20		6		1		Adventure\kq\EventNpc_qy_kq_002.lua	11299	
EventNpc_qy_kq_003	EventNpc	孔雀山庄奇遇暗号删除	npc\itemnpc057e	47	4	50		6		1		Adventure\kq\EventNpc_qy_kq_003.lua	22938	
														
EventNpc_qy_wdschool_001	EventNpc	武当门派奇遇劫镖进入	npc\itemnpc057e	47	4	40		6		1		Adventure\wdschool\EventNpc_qy_wdschool_001.lua		
EventNpc_qy_wdschool_001_1	EventNpc	武当门派奇遇劫镖进出	npc\itemnpc057e	47	4	45		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_qy_wdschool_002	EventNpc	武当门派奇遇山洞进入	npc\itemnpc057e	47	4	80		6		1		npc\clone\CJ\Event_condition.lua	11299	
EventNpc_qy_wdschool_01	EventNpc	武当门派奇遇支线01进入	npc\itemnpc057e	47	4	25		6		1		Adventure\wdschool\EventNpc_qy_wdschool_01.lua		
EventNpc_qy_wdschool_01_1	EventNpc	武当门派奇遇支线01出	npc\itemnpc057e	47	4	30		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_qy_wdschool_02	EventNpc	武当门派奇遇支线02进入	npc\itemnpc057e	47	4	15		6		1		Adventure\wdschool\EventNpc_qy_wdschool_02.lua		
EventNpc_qy_wdschool_02_1	EventNpc	武当门派奇遇支线02出	npc\itemnpc057e	47	4	30		6		1		npc\clone\CJ\EventNpc_qy_sz_outdoor.lua		
EventNpc_qy_wdschool_03	EventNpc	武当门派奇遇支线03进入	npc\itemnpc057e	47	4	15		6		1		Adventure\wdschool\EventNpc_qy_wdschool_03.lua		
EventNpc_qy_wdschool_03_1	EventNpc	武当门派奇遇支线03出	npc\itemnpc057e	47	4	30		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_qy_wdschool_003	EventNpc	武当门派奇遇支线03进入	npc\itemnpc057e	47	4	15		6		1		Adventure\wdschool\EventNpc_qy_wdschool_003.lua		
EventNpc_qy_wdschool_5905	EventNpc	武当门派奇遇播放动画5905	npc\itemnpc057e	47	4	10		6		1		Adventure\wdschool\EventNpc_qy_wdschool_5905.lua		
EventNpc_qy_wdschool_5907	EventNpc	武当门派奇遇副本传送	npc\itemnpc057e	47	4	20		6		1				
EventNpc_qy_wdschool_shu	EventNpc	武当门派奇遇支线被盗秘籍进	npc\itemnpc057e	47	4	20		6		1		Adventure\wdschool\EventNpc_qy_wdschool_shu.lua		
EventNpc_qy_wdschool_shu_01	EventNpc	武当门派奇遇支线被盗秘籍出	npc\itemnpc057e	47	4	25		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_qy_wdschool_5907_01	EventNpc	武当门派奇遇5907播放触发器	npc\itemnpc057e	47	4	20		6		1				
														
EventNpc_jmy_dajie1	EventNpc	鸡鸣驿打劫奇遇人	npc\worldnpc140	47	4	10		6		1		Adventure\yanjing\qy_jmy_dajie1.lua	22843	
EventNpc_jmy_dajie2	EventNpc	鸡鸣驿打劫奇遇虎	npc\worldnpc140	47	4	15		6		1		Adventure\yanjing\qy_jmy_dajie2.lua	22844	
EventNpc_jmy_dajie3	EventNpc	鸡鸣驿打劫奇遇熊	npc\worldnpc140	47	4	15		6		1		Adventure\yanjing\qy_jmy_dajie3.lua	22845	
EventNpc_jmy_dajie4	EventNpc	鸡鸣驿打劫奇遇猴	npc\worldnpc140	47	4	15		6		1		Adventure\yanjing\qy_jmy_dajie4.lua	22846	
EventNpc_jmy_dajie5	EventNpc	鸡鸣驿打劫奇遇出分组	npc\worldnpc140	47	4	100		6		1		Adventure\yanjing\qy_jmy_dajie5.lua		
EventNpc_jmy_wuguan	EventNpc	武馆传送	npc\worldnpc140	47	4	3		6		1		Adventure\yanjing\wuguan.lua	10448	
EventNpc_jmy_zhencha	EventNpc	地区侦查	npc\worldnpc140	47	4	15		2	10920	1				
EventNpc_jmy_duyao	EventNpc	毒药检测	npc\worldnpc140	47	4	10		6		1		Adventure\yanjing\EventNpc_jmy_duyao.lua	10792	
EventNpc_jmy_duyao2	EventNpc	投毒离开	npc\worldnpc140	47	4	45		6		1		Adventure\yanjing\EventNpc_jmy_duyao2.lua		
														
														
														
														
EventClone01108	EventNpc	风铃谷救人分组场景进入	npc\itemnpc057	47	4	20		6		1		Adventure\sz\EventClone01108.lua	23776	
EventClone01109	EventNpc	风铃谷救人分组场景离开	npc\itemnpc057	47	4	20		6		1		npc\clone\CJ\EventNpc_qy_sz_outdoor.lua		
														
EventNpc_cd_qy_01	EventNpc	成都蛊王分组场景进入	npc\itemnpc057e	47	4	80		6		1		npc\clone\CJ\Event_condition.lua	10822	
EventNpc_cd_qy_02	EventNpc	成都蛊王分组场景离开	npc\itemnpc057e	47	4	100		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_cd_qy_03	EventNpc	发现蛊王动画	npc\itemnpc057e	47	4	50	5553	4	14003	1				
EventNpc_cd_qy_04	EventNpc	蛊王死亡动画	npc\itemnpc057e	47	4	50	5554	4	14003	1				
														
														
EventClone01110	EventNpc	护镖路程刷新小怪用	npc\itemnpc057	47	4	20		6		1		Adventure\sz\EventClone01110.lua	10922	
EventClone01111	EventNpc	护镖路程刷新小怪用	npc\itemnpc057	47	4	20		6		1		Adventure\sz\EventClone01111.lua	10922	
EventClone01112	EventNpc	护镖路程刷新小怪用	npc\itemnpc057	47	4	20		6		1		Adventure\sz\EventClone01112.lua	10922	
EventClone01113	EventNpc	护镖路程刷新小怪用	npc\itemnpc057	47	4	20		6		1		Adventure\sz\EventClone01113.lua	10922	
														
EventNpc_jy_001	EventNpc	锦衣卫奇遇贪财鬼分组场景	npc\worldnpc140	47	4	45		6		1		npc\clone\CJ\Event_condition.lua	11241	
														
EventNpc_qy_lmkz_01	EventNpc	龙门客栈引导奇遇刷新马贼	npc\itemnpc057e	47	4	60		6		1		Adventure\EventNpc_qy_lmkz_mazei.lua	11252	
EventNpcClone009016	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009016a	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009016d	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009016c	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009016b	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009017	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009018	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009019	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009020	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009021	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpc_yd_out_remind	EventNpc	奇遇引导进入传送门（烟雨庄）	npc\worldnpc140	202	4	5		6		1		Adventure\EventNpctxj.lua	10433	
EventNpcClone009116	EventNpc		npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009117	EventNpc		npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009118	EventNpc		npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009119	EventNpc		npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009120	EventNpc		npc\itemnpc057d	47	4	15	0			1				
														
qyjysmcf2	EventNpc	触发刑君可动画	npc\fbmac004013	47	4	5		6		1		Adventure\jysm\qyjysmcf2.lua	11563	
qyjysmcfnz	EventNpc	触发瘦弱男子	npc\fbmac004013	47	4	15		6		1		Adventure\jysm\qyjysmcfnz.lua	11562	
qyjysmcf1	EventNpc	触发温杜尔汗动画	npc\fbmac004013	47	4	5		6		1		Adventure\jysm\qyjysmcf1.lua	11561	
Event_qy_jysm_fz	EventNpc	锦衣师门奇遇陈志勇分组	npc\fbmac004013	47	4	50		6		1		npc\clone\CJ\Event_condition.lua	11560	
EventNpc_qy_gaibang7054_1	EventNpc	丐帮师门奇遇庙中庙分组	npc\fbmac004013	47	4	50		6		1		npc\clone\CJ\Event_condition.lua	23379	
Event_qy_wdschool_chu	EventNpc	武当门派奇遇触发器添加BUFF	npc\itemnpc057e	47	4	10		6		1		Adventure\wdschool\Event_qy_wdschool_chu.lua		
EventNpcClone009022	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
EventNpcClone009122	EventNpc		npc\itemnpc057d	47	4	10	0			1				
														
														
EventNpc_qy_gb17613	EventNpc	唐门密林处动画	npc\itemnpc057e	47	4	1	5651	4	17613	1				
Event_qy_wdschool_add	EventNpc	武当门派奇遇触发器添加BUFF	npc\itemnpc057e	47	4	10		6		1		Adventure\wdschool\Event_qy_wdschool_add.lua		
Event_qy_wdschool_yu01	EventNpc	武当门派奇遇渔村进	npc\itemnpc057e	47	4	50		6		1		Adventure\wdschool\Event_qy_wdschool_yu01.lua		
Event_qy_wdschool_yu02	EventNpc	武当门派奇遇渔村出	npc\itemnpc057e	47	4	60		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpcClone009023	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	10	0			1				
														
Event_qy_wdschool_zhang01	EventNpc	武当门派奇遇张黎黎进	npc\itemnpc057e	47	4	60		6		1		Adventure\wdschool\Event_qy_wdschool_zhang01.lua		
Event_qy_wdschool_zhang02	EventNpc	武当门派奇遇渔村出	npc\itemnpc057e	47	4	65		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpcClone009024	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	5	0			1				
EventNpcClone009025	EventNpc	进入山寨播放动画	NpcClone011048	47	4	5	0			1				
EventNpc_em3n_001	EventNpc	唐门3内奇遇分组场景出	npc\itemnpc057e	47	4	30		6		1		Adventure\cd\EventNpc_em3n_001.lua	14432	
EventNpc_qy_em18463	EventNpc	峨眉3内18463	npc\itemnpc057e	47	4	30		6		1		Adventure\cd\EventNpc_qy_em18463.lua	14432	
EventNpc_em3n_002	EventNpc	唐门3内奇遇分组场景出	npc\itemnpc057e	47	4	35		6		1		Adventure\cd\EventNpc_em3n_002.lua		
EventNpc_qy_gb310	EventNpc	唐门奇遇21号分组场景进	npc\itemnpc057e	47	4	5		6		1		npc\clone\CJ\Event_condition.lua	14677	
														
EventNpcCloneFinishClone	EventNpc	副本通关奖励通用触发npc	npc\fbmac00515	202	4	10		6		1		npc\clone\clone002\EventNpcClone002035.lua		
EventNpcClone009126	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	5	0			1				
EventNpcClone009127	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	5	0			1				
EventNpcClone009128	EventNpc	进入山寨播放动画	npc\itemnpc057d	47	4	5	0			1				
														
														
EventNpcClone015171	EventNpc	江行初雪图	npc\itemnpc057e	47	4	5	0			0				
EventNpcClone015172	EventNpc	春暖花开	npc\itemnpc057e	47	4	5	0			0				
EventNpcClone015173	EventNpc	百花争艳	npc\itemnpc057e	47	4	5	0			0				
EventNpcClone015174	EventNpc	百毒心经	npc\itemnpc057e	47	4	5	0			0				
EventNpcClone015175	EventNpc	星火燎原	npc\itemnpc057e	47	4	5	0			0				
														
EventNpcClone011001	EventNpc	杏子林进入副本触发NPC	npc\itemnpc057e	202	4	10				1				
EventNpcClone011002	EventNpc	帮主与长老对峙触发NPC	npc\itemnpc057e	202	4	10				1				
EventNpcClone011003	EventNpc	玩家见到谢广宽触发NPC	npc\itemnpc057e	202	4	10				1				
EventNpcClone011004	EventNpc	玩家遇见云清星触发NPC	npc\itemnpc057e	202	4	10				1				
EventNpcClone011005	EventNpc	大信寻路触发NPC	npc\itemnpc057e	202	4	10				1				
EventNpcClone011006	EventNpc	五大舵主寻路触发NPC	npc\itemnpc057e	202	4	10				1				
EventNpcClone011007	EventNpc	击杀岳兴神五大舵主寻路触发NPC	npc\itemnpc057e	202	4	10				1				
EventNpcClone011008	EventNpc	朱禛旦技能隐藏NPC	npc\itemnpc057e	202	4	10				1				
EventNpcClone011009	EventNpc	触发NPC09	npc\itemnpc057e	202	4	15				1				
EventNpcClone011010	EventNpc	触发NPC10	npc\itemnpc057e	202	4	15				1				
EventNpcClone011011	EventNpc	触发NPC11	npc\itemnpc057e	202	4	15				1				
EventNpcClone011012	EventNpc	杏子林大会	npc\itemnpc057e	202	4	15				1				
EventNpcClone011013	EventNpc	触发NPC13	npc\itemnpc057e	202	4	15				1				
EventNpcClone011014	EventNpc	触发NPC14	npc\itemnpc057e	202	4	15		5		1				
EventNpcClone011015	EventNpc	触发NPC15	npc\itemnpc057e	202	4	15		5		1				
EventNpcClone011016	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011017	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011018	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011019	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011020	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011021	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011022	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011023	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011024	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
EventNpcClone011025	EventNpc	//禁地闯关	npc\itemnpc057e	202	4	10				1				
														
EventNpcClone011201	EventNpc	杏子林1陷阱	npc\itemnpc057e	202	4	10				1				
EventNpcClone011202	EventNpc	杏子林1陷阱	npc\itemnpc057e	202	4	10				1				
EventNpcClone011203	EventNpc	杏子林1陷阱	npc\itemnpc057e	202	4	10				1				
EventNpcClone011204	EventNpc	开场电影	npc\itemnpc057e	202	4	10				1				
EventNpcClone011205	EventNpc	大智提示	npc\itemnpc057e	202	4	10				1				
EventNpcClone011206	EventNpc	大勇提示	npc\itemnpc057e	202	4	10				1				
EventNpcClone011207	EventNpc	大信提示	npc\itemnpc057e	202	4	10				1				
EventNpcClone011208	EventNpc	大礼提示	npc\itemnpc057e	202	4	10				1				
EventNpcClone011209	EventNpc	大仁提示	npc\itemnpc057e	202	4	10				1				
EventNpcClone011210	EventNpc	恶人提示	npc\itemnpc057e	202	4	10				1				
EventNpcClone011211	EventNpc	徐长老提示	npc\itemnpc057e	202	4	10				1				
EventNpcClone011212	EventNpc	杏子林1陷阱1	npc\itemnpc057e	202	4	20				1				
EventNpcClone011213	EventNpc	杏子林1陷阱2	npc\itemnpc057e	202	4	20				1				
EventNpcClone011214	EventNpc	杏子林1陷阱3	npc\itemnpc057e	202	4	20				1				
EventNpcClone011216	EventNpc	通道陷阱1	npc\itemnpc057e	202	4	5				1				
EventNpcClone011217	EventNpc	通道陷阱2	npc\itemnpc057e	202	4	5				1				
EventNpcClone011218	EventNpc	通道陷阱3	npc\itemnpc057e	202	4	5				1				
EventNpcClone011219	EventNpc	通道陷阱4	npc\itemnpc057e	202	4	5				1				
EventNpcClone011221	EventNpc	徐天启前触发NPC	npc\itemnpc057e	202	4	15				1				
EventNpcClone011222	EventNpc	通道中呼吸不畅	npc\itemnpc057e	202	4	30				1				
														
EventNpcBorn003001	EventNpc	沙滩救村民	npc\worldnpc140	47	4	8		6		1		npc\yd\event_help_people.lua		
EventNpcBorn003002	EventNpc	燃烧的房子	npc\worldnpc140	47	4	8				1				
EventNpcBorn003003	EventNpc	祠堂动画触发	npc\worldnpc140	47	4	8	478	4	1346	1				
	//猴子奇遇													
EventNpc_cwqy_monkeycatch01	EventNpc	猴子奇遇--成都抓猴进	npc\itemnpc057e	47	4	18		6		1		npc\clone\CJ\Event_condition.lua	24896	
EventNpc_cwqy_monkeycatch02	EventNpc	猴子奇遇--成都抓猴出	npc\itemnpc057e	47	4	50		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpc_cwqy_monkeyrescue01	EventNpc	猴子奇遇--成都救猴进	npc\itemnpc057e	47	4	5		6		1		npc\clone\CJ\Event_condition.lua	19293	
EventNpc_cwqy_monkeyrescue02	EventNpc	猴子奇遇--成都救猴出	npc\itemnpc057e	47	4	30		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
														
EventNpcQYcl001	EventNpc	进入8042分组	npc\worldnpc112	173	4	40		6		1				1755
EventNpcQYcl002	EventNpc	出8042分组	npc\worldnpc112	173	4	40		6		1		npc\clone\CJ\EventNpc_qy_tangmen015_2.lua		
EventNpcQYcl003	EventNpc	出奇遇分组通用	npc\worldnpc112	173	4	40		6		1		Adventure\em3n\EventNpc_em3n_yewai_out.lua		
npc_4nei_emei07	EventNpc	峨眉四内	npc\itemnpc057	47	4	20	5865	4	56023	1			19848	
npc_4nei_emei27	EventNpc	峨眉四内出	npc\itemnpc057	47	4	30		6		1		Adventure\em3n\EventNpc_em3n_shandong_out.lua		
		//四内雪山之后												
EventNPCxszhh_4nei_smell01	EventNpc	追踪香粉	npc\itemnpc057_jlg03	47	4	2		2	57536	0	2			
EventNPCxszhh_4nei_smell02	EventNpc	追踪香粉	npc\itemnpc057_jlg03	47	4	2		2	57536	0	3			
EventNPCxszhh_4nei_smell03	EventNpc	追踪香粉	npc\itemnpc057_jlg03	47	4	2		2	57536	0	4			
EventNPCxszhh_4nei_fgxsh	EventNpc	飞鸽血书地点	npc\itemnpc057e	47	4	2		2	57531	1	2			
EventNPCxszhh_4nei_protect	EventNpc	守卫雅典娜	npc\itemnpc057e	47	4	2		2	57532	1	1			
		//四内												
EvenNPC_4nei_tm_blood00	EventNpc	唐门四内57511	npc\itemnpc057e	47	4	5		2	57511	1	1			
EvenNPC_4nei_tm_blood01	EventNpc	唐门四内57511	npc\itemnpc057e	47	4	5		2	57511	1	2			
EvenNPC_4nei_tm_blood02	EventNpc	唐门四内57516	npc\itemnpc057e	47	4	6		2	57516	1	1			
EvenNPC_4nei_tm_blood03	EventNpc	唐门四内57507	npc\itemnpc057e	47	4	10		2	57507	1	1			
EvenNPC_4nei_tm_blood04	EventNpc	唐门四内57526	npc\itemnpc057e	47	4	2		2	57526	1	2			
EvenNPC_4nei_tm_blood05	EventNpc	唐门四内57524	npc\itemnpc057e	47	4	6		2	57524	1	-1			
EvenNPC_4nei_tm_blood06	EventNpc	唐门四内57526	npc\itemnpc057e	47	4	2		2	57526	1	-1			
EvenNPC_4nei_tm_blood07	EventNpc	唐门四内57526	npc\itemnpc057e	47	4	2		2	57526	1	-1			
EventNpc_4nei_gbj001	EventNpc	君子堂四内金蚕村处动画	npc\itemnpc057e	47	4	2	5708	4	57029	1				
event_4nei_jy_gdd	EventNpc	锦衣四内触发龚大胆	npc\itemnpc057e	47	4	5		2	58507	1	1			
EvenNPC_4neijyz_sl	EventNpc	四内触发动画	npc\itemnpc057e	47	4	20		6		1				
EvenNPC_4neijyz_wd	EventNpc	四内触发动画	npc\itemnpc057e	47	4	20		6		1				
EvenNPC_4neijyz_gb	EventNpc	四内触发动画	npc\itemnpc057e	47	4	20		6		1				
EvenNPC_4neijyz_em	EventNpc	四内触发动画	npc\itemnpc057e	47	4	20		6		1				
EvenNPC_4neijyz_jz	EventNpc	四内触发动画	npc\itemnpc057e	47	4	20		6		1				
EvenNPC_4neijyz_tm	EventNpc	四内触发动画	npc\itemnpc057e	47	4	20		6		1				
EvenNPC_4neijyz_jl	EventNpc	四内触发动画	npc\itemnpc057e	47	4	20		6		1				
EvenNPC_4neijyz_jy	EventNpc	四内触发动画	npc\itemnpc057e	47	4	20		6		1				
														
EvenNPC_qygp_suzhou01	EventNpc	18241	npc\itemnpc057	47	4	6		2	18241	1	1			
EvenNPC_qygp_suzhou02	EventNpc	18241	npc\itemnpc057	47	4	5		2	18241	1	3			
EvenNPC_qygp_suzhou03	EventNpc	18241	npc\itemnpc057	47	4	5		2	18244	1	1			
														
Event_wmp_2nglm_meet	EventNpc	邢君可邂逅	npc\itemnpc057e	47	4	8	3012	4	51242	1	1			
Event_wmp_2nglm_drink	EventNpc	邢君可喝酒	npc\itemnpc057e	47	4	4		2	51241	1	1			
event_wmp_2nzy_lphs	EventNpc	无门派触发落魄和尚	npc\itemnpc057e	47	4	5		2	51283	1	1			
														
Eventnpc_wmp_x01	EventNpc	无门派	npc\itemnpc057	47	4	2		2	51001	1				
Eventnpc_wmp_x02	EventNpc	无门派	npc\itemnpc057	47	4	2		2	51031	1				
Eventnpc_wmp_x03	EventNpc	无门派	npc\itemnpc057	47	4	20		2	51001	1				
Eventnpc_wmp_x04	EventNpc	无门派	npc\itemnpc057	47	4	20		2	51001	1				
TriggerSchool000001	EventNpc	动画455气喘吁吁	npc\itemnpc057	202	4	2	3000	4	51013	1	1			
TriggerSchool000002	EventNpc	山上删BUFF	npc\itemnpc057	202	4	2		2	51003	1	1			
